,street address,latitude,longitude,neighbourhood,Income_Class,Crime_Class
937,2 128 w woodstock avenue,49.233549,-123.108796,riley park,Moderate Class,Minor Crime
938,2 351 e 38th avenue,49.23653,-123.098221,riley park,Moderate Class,Minor Crime
939,36 e 37th avenue,49.237049,-123.104738,riley park,Moderate Class,Minor Crime
940,51 e 27th avenue,49.247524,-123.104159,riley park,Moderate Class,Minor Crime
941,142 e 27th avenue,49.247028,-123.102357,riley park,Moderate Class,Minor Crime
942,360 e 24th avenue,49.24911,-123.09743,riley park,Moderate Class,Minor Crime
943,46 w king edward avenue,49.24855,-123.106148,riley park,Moderate Class,Minor Crime
944,4907 walden street,49.240342,-123.100534,riley park,Moderate Class,Minor Crime
945,455 1483 e king edward avenue,49.248458,-123.09522,riley park,Moderate Class,Minor Crime
946,305 222 e 30th avenue,49.24304,-123.100965,riley park,Moderate Class,Minor Crime
947,203 3368 main street,49.255195,-123.100884,riley park,Moderate Class,Minor Crime
948,305 188 e 32nd avenue,49.2418,-123.10183,riley park,Moderate Class,Minor Crime
949,104 5089 quebec street,49.239403,-123.103206,riley park,Moderate Class,Minor Crime
950,3205 carolina street,49.2562,-123.092081,riley park,Moderate Class,Minor Crime
951,216 455 e 16th avenue,49.256334,-123.100145,riley park,Moderate Class,Minor Crime
952,3823 cypress st,49.25175,-123.149196,shaughnessy,High Class,Moderate Crime
953,1599 angus dr,49.254756,-123.141274,shaughnessy,High Class,Moderate Crime
954,1626 avondale ave,49.236718,-123.141853,shaughnessy,High Class,Moderate Crime
955,2023 w 36th ave,49.23888,-123.152567,shaughnessy,High Class,Moderate Crime
956,1527 angus dr,49.254874,-123.140051,shaughnessy,High Class,Moderate Crime
957,1483 king edward ave e #1056,49.249844,-123.138278,shaughnessy,High Class,Moderate Crime
958,3290 cypress st,49.256513,-123.148065,shaughnessy,High Class,Moderate Crime
959,4900 cartier st #306,49.240721,-123.136482,shaughnessy,High Class,Moderate Crime
960,1667 w 40th ave,49.236008,-123.143513,shaughnessy,High Class,Moderate Crime
961,1987 w 35th ave,49.240294,-123.151083,shaughnessy,High Class,Moderate Crime
962,1510 w 33rd ave,49.241565,-123.139727,shaughnessy,High Class,Moderate Crime
963,3707 hudson st,49.252101,-123.134899,shaughnessy,High Class,Moderate Crime
964,1383 w 32nd ave,49.244418,-123.136819,shaughnessy,High Class,Moderate Crime
965,3835 selkirk st,49.251221,-123.132307,shaughnessy,High Class,Moderate Crime
966,1368 minto cres,49.242479,-123.136033,shaughnessy,High Class,Moderate Crime
967,1080 wolfe ave,49.254646,-123.129873,shaughnessy,High Class,Moderate Crime
968,1726 w 32nd ave,49.243344,-123.144295,shaughnessy,High Class,Moderate Crime
969,1375 king edward ave w,49.249817,-123.135915,shaughnessy,High Class,Moderate Crime
970,3998 granville st,49.250458,-123.13867,shaughnessy,High Class,Moderate Crime
971,1591 nanton ave,49.247697,-123.141284,shaughnessy,High Class,Moderate Crime
972,1191 w 40th ave,49.23528,-123.132242,shaughnessy,High Class,Moderate Crime
973,1837 matthews ave,49.251583,-123.146601,shaughnessy,High Class,Moderate Crime
974,1637 angus dr,49.254735,-123.14173,shaughnessy,High Class,Moderate Crime
975,3402 osler st,49.255587,-123.131849,shaughnessy,High Class,Moderate Crime
976,1307 w 41st ave,49.234482,-123.135094,shaughnessy,High Class,Moderate Crime
977,4575 alexandra st,49.244421,-123.141555,shaughnessy,High Class,Moderate Crime
978,1981 w 19th ave,49.254698,-123.150072,shaughnessy,High Class,Moderate Crime
979,1691 w 41st ave,49.234766,-123.144399,shaughnessy,High Class,Moderate Crime
980,1178 laurier ave,49.250332,-123.130784,shaughnessy,High Class,Moderate Crime
981,1226 w 26th ave,49.247972,-123.132751,shaughnessy,High Class,Moderate Crime
982,1564 w 26th ave,49.248098,-123.140657,shaughnessy,High Class,Moderate Crime
983,5189 connaught dr,49.239228,-123.143001,shaughnessy,High Class,Moderate Crime
984,1790 angus dr,49.252859,-123.14417,shaughnessy,High Class,Moderate Crime
985,1533 balfour ave,49.252171,-123.139996,shaughnessy,High Class,Moderate Crime
986,1487 minto cres,49.24305,-123.138757,shaughnessy,High Class,Moderate Crime
987,5212 maple st,49.238864,-123.151651,shaughnessy,High Class,Moderate Crime
988,1603 matthews ave,49.253184,-123.141679,shaughnessy,High Class,Moderate Crime
989,1350 w 32nd ave,49.243717,-123.136418,shaughnessy,High Class,Moderate Crime
990,3290 cypress street,49.256513,-123.148065,shaughnessy,High Class,Moderate Crime
991,1020 wolfe avenue,49.25248,-123.128293,shaughnessy,High Class,Moderate Crime
992,1987 w 35th avenue,49.240294,-123.151083,shaughnessy,High Class,Moderate Crime
993,1638 marpole avenue,49.255328,-123.141728,shaughnessy,High Class,Moderate Crime
994,1837 matthews avenue,49.251583,-123.146601,shaughnessy,High Class,Moderate Crime
995,36 4900 cartier street,49.240721,-123.136482,shaughnessy,High Class,Moderate Crime
996,3707 hudson street,49.252101,-123.134899,shaughnessy,High Class,Moderate Crime
997,788 w 19th ave,49.254059,-123.121662,south cambie,Moderate Class,Moderate Crime
998,950 w 17th ave,49.255966,-123.126198,south cambie,Moderate Class,Moderate Crime
999,937 w 18th ave,49.255551,-123.125406,south cambie,Moderate Class,Moderate Crime
1000,756 w 22nd ave,49.251345,-123.121503,south cambie,Moderate Class,Moderate Crime
1001,638 w 17th ave,49.255812,-123.118959,south cambie,Moderate Class,Moderate Crime
1002,5650 oak st #208,49.234715,-123.127612,south cambie,Moderate Class,Moderate Crime
1003,871 w 33rd ave,49.241609,-123.124533,south cambie,Moderate Class,Moderate Crime
1004,688 w 29th ave,49.244967,-123.120027,south cambie,Moderate Class,Moderate Crime
1005,5189 cambie st #501,49.237902,-123.116631,south cambie,Moderate Class,Moderate Crime
1006,3379 heather st,49.255423,-123.120533,south cambie,Moderate Class,Moderate Crime
1007,585 w 26th avenue,49.247719,-123.117975,south cambie,Moderate Class,Moderate Crime
1008,557 w 26th avenue,49.24771,-123.117467,south cambie,Moderate Class,Moderate Crime
1009,627 w 39th avenue,49.235667,-123.118886,south cambie,Moderate Class,Moderate Crime
1010,206 528 w king edward avenue,49.248669,-123.11692,south cambie,Moderate Class,Moderate Crime
1011,505 3228 tupper street,49.256398,-123.115578,south cambie,Moderate Class,Moderate Crime
1012,ph2 668 w 16th avenue,49.256719,-123.119065,south cambie,Moderate Class,Moderate Crime
1013,563 w 26th avenue,49.248237,-123.117478,south cambie,Moderate Class,Moderate Crime
1014,756 w 26th avenue,49.247789,-123.121506,south cambie,Moderate Class,Moderate Crime
1015,3728 heather street,49.252237,-123.119876,south cambie,Moderate Class,Moderate Crime
1016,950 w 17th avenue,49.255966,-123.126198,south cambie,Moderate Class,Moderate Crime
1017,688 w 29th avenue,49.244967,-123.120027,south cambie,Moderate Class,Moderate Crime
1018,231 e pender st #209,49.280617,-123.098724,strathcona,Low Class,Severe Crime
1019,730 hawks ave,49.277678,-123.08707,strathcona,Low Class,Severe Crime
1020,431 heatley ave,49.280531,-123.089821,strathcona,Low Class,Severe Crime
1021,646 union st,49.277229,-123.090532,strathcona,Low Class,Severe Crime
1022,548 georgia st e #2,49.278177,-123.092362,strathcona,Low Class,Severe Crime
1023,762 e pender st,49.279895,-123.088165,strathcona,Low Class,Severe Crime
1024,1133 keefer st,49.279386,-123.080493,strathcona,Low Class,Severe Crime
1025,548 georgia st e #1,49.278177,-123.092362,strathcona,Low Class,Severe Crime
1026,1152 georgia st e,49.277968,-123.08008,strathcona,Low Class,Severe Crime
1027,110 prior st,49.276483,-123.098475,strathcona,Low Class,Severe Crime
1028,983 hastings st e #202,49.28134,-123.084033,strathcona,Low Class,Severe Crime
1029,1204 983 e hastings street,49.281639,-123.078845,strathcona,Low Class,Severe Crime
1030,268 w 1st avenue,49.268485,-123.098107,strathcona,Low Class,Severe Crime
1031,409 289 alexander street,49.284431,-123.09843,strathcona,Low Class,Severe Crime
1032,1161 keefer street,49.279381,-123.079889,strathcona,Low Class,Severe Crime
1033,730 hawks avenue,49.277678,-123.08707,strathcona,Low Class,Severe Crime
1034,1128 e pender street,49.280291,-123.080584,strathcona,Low Class,Severe Crime
1035,803 983 e hastings street,49.281393,-123.08681,strathcona,Low Class,Severe Crime
1036,209 231 e pender street,49.280617,-123.098724,strathcona,Low Class,Severe Crime
1037,453 e 47th ave,49.227715,-123.095493,sunset,Low Class,Severe Crime
1038,445 e 57th ave #2,49.218602,-123.09638,sunset,Low Class,Severe Crime
1039,275 e 65th ave,49.211978,-123.100764,sunset,Low Class,Severe Crime
1040,474 e 43rd ave #204,49.230805,-123.094791,sunset,Low Class,Severe Crime
1041,198 e 44th ave,49.230136,-123.1019,sunset,Low Class,Severe Crime
1042,6384 windsor st,49.226523,-123.084808,sunset,Low Class,Severe Crime
1043,352 w 62nd ave,49.214071,-123.099064,sunset,Low Class,Severe Crime
1044,603 e 57th ave,49.218537,-123.092892,sunset,Low Class,Severe Crime
1045,8006 chester st,49.212378,-123.089172,sunset,Low Class,Severe Crime
1046,40 e 46th ave #1,49.228272,-123.104959,sunset,Low Class,Severe Crime
1047,1362 e 60th ave,49.215236,-123.078257,sunset,Low Class,Severe Crime
1048,288 e 59th ave,49.216461,-123.100018,sunset,Low Class,Severe Crime
1049,812 e 51st ave,49.223276,-123.087828,sunset,Low Class,Severe Crime
1050,250 e 54th ave,49.220757,-123.100626,sunset,Low Class,Severe Crime
1051,433 sw marine dr #501,49.211409,-123.096518,sunset,Low Class,Severe Crime
1052,1290 e 48th ave,49.225929,-123.080296,sunset,Low Class,Severe Crime
1053,758 e 60th ave #1,49.21538,-123.089055,sunset,Low Class,Severe Crime
1054,625 e 44th ave,49.230373,-123.092097,sunset,Low Class,Severe Crime
1055,453 e 47th avenue,49.227715,-123.095493,sunset,Low Class,Severe Crime
1056,1362 e 60th avenue,49.215236,-123.078257,sunset,Low Class,Severe Crime
1057,250 e 54th avenue,49.220757,-123.100626,sunset,Low Class,Severe Crime
1058,1290 e 48th avenue,49.225929,-123.080296,sunset,Low Class,Severe Crime
1059,2 6273 windsor street,49.227628,-123.085569,sunset,Low Class,Severe Crime
1060,1 6273 windsor street,49.227628,-123.085569,sunset,Low Class,Severe Crime
1061,1150 e 41st avenue,49.232495,-123.081964,sunset,Low Class,Severe Crime
1062,288 e 59th avenue,49.216461,-123.100018,sunset,Low Class,Severe Crime
1063,3 se marine drive,49.212544,-123.106195,sunset,Low Class,Severe Crime
1064,1371 e 63rd avenue,49.212623,-123.078173,sunset,Low Class,Severe Crime
1065,636 e 51st avenue,49.223331,-123.092014,sunset,Low Class,Severe Crime
1066,404 e 46th avenue,49.228115,-123.097251,sunset,Low Class,Severe Crime
1067,198 e 44th avenue,49.230136,-123.1019,sunset,Low Class,Severe Crime
1068,501 433 sw marine drive,49.211322,-123.094523,sunset,Low Class,Severe Crime
1069,8481 portside ct,49.207213,-123.061855,victoria fraserview,Low Class,Severe Crime
1070,1828 se marine dr,49.210319,-123.069152,victoria fraserview,Low Class,Severe Crime
1071,1895 e 50th ave,49.224548,-123.067534,victoria fraserview,Low Class,Severe Crime
1072,2600 e 49th ave #112,49.224313,-123.054098,victoria fraserview,Low Class,Severe Crime
1073,2068 e 49th ave,49.22485,-123.064401,victoria fraserview,Low Class,Severe Crime
1074,1958 e 47th ave #406,49.227335,-123.066077,victoria fraserview,Low Class,Severe Crime
1075,1508 w 61st ave,49.214369,-123.075481,victoria fraserview,Low Class,Severe Crime
1076,2020 e kent ave se #411,49.206558,-123.065143,victoria fraserview,Low Class,Severe Crime
1077,1748 e 55th ave,49.219678,-123.070476,victoria fraserview,Low Class,Severe Crime
1078,1461 e 64th ave,49.212239,-123.075886,victoria fraserview,Low Class,Severe Crime
1079,7176 duff st,49.218979,-123.06423,victoria fraserview,Low Class,Severe Crime
1080,2250 se marine dr #202,49.20747,-123.060625,victoria fraserview,Low Class,Severe Crime
1081,1620 e 47th ave,49.226995,-123.0735,victoria fraserview,Low Class,Severe Crime
1082,1789 e 63rd ave,49.213103,-123.069362,victoria fraserview,Low Class,Severe Crime
1083,5756 st. margarets street,49.231853,-123.056188,victoria fraserview,Low Class,Severe Crime
1084,2262 newport avenue,49.215041,-123.060701,victoria fraserview,Low Class,Severe Crime
1085,1810 e 55th avenue,49.220106,-123.068967,victoria fraserview,Low Class,Severe Crime
1086,2068 e 49th avenue,49.22485,-123.064401,victoria fraserview,Low Class,Severe Crime
1087,1508 w 61st avenue,49.214369,-123.075481,victoria fraserview,Low Class,Severe Crime
1088,2689 brightwood place,49.21552,-123.053135,victoria fraserview,Low Class,Severe Crime
1089,2355 e 54th avenue,49.22056,-123.058468,victoria fraserview,Low Class,Severe Crime
1090,411 2020 se kent avenue,49.206558,-123.065143,victoria fraserview,Low Class,Severe Crime
1091,105 2250 se marine drive,49.20747,-123.060625,victoria fraserview,Low Class,Severe Crime
1092,1219 harwood st #201,49.280802,-123.135616,west end,Moderate Class,Severe Crime
1093,1251 cardero st #1808,49.284994,-123.139881,west end,Moderate Class,Severe Crime
1094,1128 georgia st w #4903,49.285762,-123.123947,west end,Moderate Class,Severe Crime
1095,1720 barclay st #503,49.289164,-123.136778,west end,Moderate Class,Severe Crime
1096,1270 robson st #507,49.286589,-123.128605,west end,Moderate Class,Severe Crime
1097,888 bute st #101,49.284652,-123.128638,west end,Moderate Class,Severe Crime
1098,1019 gilford st #8,49.2903,-123.140972,west end,Moderate Class,Severe Crime
1099,1251 cardero st #2001,49.284994,-123.139881,west end,Moderate Class,Severe Crime
1100,1330 harwood st #1202,49.281647,-123.138072,west end,Moderate Class,Severe Crime
1101,1788 georgia st w #601,49.292156,-123.133845,west end,Moderate Class,Severe Crime
1102,1311 beach ave #1802,49.281167,-123.13834,west end,Moderate Class,Severe Crime
1103,1345 comox st #204,49.284133,-123.132141,west end,Moderate Class,Severe Crime
1104,717 jervis st #3101,49.287872,-123.12823,west end,Moderate Class,Severe Crime
1105,1180 broughton st #1302,49.283567,-123.135527,west end,Moderate Class,Severe Crime
1106,1165 burnaby st #402,49.280878,-123.133641,west end,Moderate Class,Severe Crime
1107,1408 robson st #2901,49.28808,-123.13083,west end,Moderate Class,Severe Crime
1108,710 chilco st #303,49.293438,-123.137924,west end,Moderate Class,Severe Crime
1109,1534 harwood st #702,49.283224,-123.1405,west end,Moderate Class,Severe Crime
1110,1330 harwood st #708,49.281647,-123.138072,west end,Moderate Class,Severe Crime
1111,1410 bute st #500,49.279374,-123.136619,west end,Moderate Class,Severe Crime
1112,1386 nicola st #24,49.282452,-123.140146,west end,Moderate Class,Severe Crime
1113,1408 robson st #1006,49.28808,-123.13083,west end,Moderate Class,Severe Crime
1114,1717 haro st #401,49.290223,-123.135177,west end,Moderate Class,Severe Crime
1115,1331 alberni st #2701,49.288352,-123.127898,west end,Moderate Class,Severe Crime
1116,1050 chilco st #503,49.290238,-123.142748,west end,Moderate Class,Severe Crime
1117,1234 pendrell st #102,49.282739,-123.133262,west end,Moderate Class,Severe Crime
1118,2055 pendrell st #1605,49.290618,-123.144258,west end,Moderate Class,Severe Crime
1119,1200 alberni st #2903,49.28687,-123.12674,west end,Moderate Class,Severe Crime
1120,1396 burnaby st #201,49.282669,-123.137432,west end,Moderate Class,Severe Crime
1121,1355 harwood st #203,49.282084,-123.137655,west end,Moderate Class,Severe Crime
1122,938 smithe st #1515,49.283215,-123.125593,west end,Moderate Class,Severe Crime
1123,1568 alberni st #penthouse 1,49.289738,-123.131183,west end,Moderate Class,Severe Crime
1124,1012 beach ave #402,49.277405,-123.134727,west end,Moderate Class,Severe Crime
1125,1251 cardero st #1102,49.284994,-123.139881,west end,Moderate Class,Severe Crime
1126,1119 pendrell st,49.281546,-123.130237,west end,Moderate Class,Severe Crime
1127,1460 bute st #201,49.279255,-123.136797,west end,Moderate Class,Severe Crime
1128,1236 bidwell st #1601,49.285534,-123.140717,west end,Moderate Class,Severe Crime
1129,1568 alberni st #2903,49.289738,-123.131183,west end,Moderate Class,Severe Crime
1130,1919 beach ave #1600,49.288974,-123.142904,west end,Moderate Class,Severe Crime
1131,1274 barclay st #107,49.285107,-123.130595,west end,Moderate Class,Severe Crime
1132,1003 burnaby st #1005,49.278791,-123.130299,west end,Moderate Class,Severe Crime
1133,1315 cardero st #604,49.284113,-123.140719,west end,Moderate Class,Severe Crime
1134,2095 beach ave #503,49.290514,-123.145319,west end,Moderate Class,Severe Crime
1135,1861 beach ave #5,49.288355,-123.142148,west end,Moderate Class,Severe Crime
1136,1511 barclay st,49.287638,-123.133308,west end,Moderate Class,Severe Crime
1137,950 bidwell st penthouse 2,49.288731,-123.136078,west end,Moderate Class,Severe Crime
1138,845 chilco st #1501,49.292989,-123.139433,west end,Moderate Class,Severe Crime
1139,1050 chilco st #606,49.290238,-123.142748,west end,Moderate Class,Severe Crime
1140,1230 comox st #303,49.283365,-123.13222,west end,Moderate Class,Severe Crime
1141,1850 comox st #1206,49.288968,-123.140776,west end,Moderate Class,Severe Crime
1142,1004 1003 burnaby street,49.278791,-123.130299,west end,Moderate Class,Severe Crime
1143,8 1019 gilford street,49.2903,-123.140972,west end,Moderate Class,Severe Crime
1144,1723 alberni street 1508,49.291713,-123.133091,west end,Moderate Class,Severe Crime
1145,302 1080 pacific street,49.277822,-123.134387,west end,Moderate Class,Severe Crime
1146,2309 233 robson street,49.283545,-123.123071,west end,Moderate Class,Severe Crime
1147,901 1575 beach avenue,49.283096,-123.141367,west end,Moderate Class,Severe Crime
1148,706 1725 pendrell street,49.287374,-123.139378,west end,Moderate Class,Severe Crime
1149,1504 1568 alberni street,49.289738,-123.131183,west end,Moderate Class,Severe Crime
1150,102 1311 beach avenue,49.281167,-123.13834,west end,Moderate Class,Severe Crime
1151,109 1855 nelson street,49.290121,-123.139318,west end,Moderate Class,Severe Crime
1152,402 1568 alberni street,49.289738,-123.131183,west end,Moderate Class,Severe Crime
1153,604 1315 cardero street,49.284113,-123.140719,west end,Moderate Class,Severe Crime
1154,301 1771 nelson street,49.289313,-123.137977,west end,Moderate Class,Severe Crime
1155,202 1771 nelson street,49.289313,-123.137977,west end,Moderate Class,Severe Crime
1156,ph2 950 bidwell street,49.288731,-123.136078,west end,Moderate Class,Severe Crime
1157,1501 845 chilco street,49.292989,-123.139433,west end,Moderate Class,Severe Crime
1158,311 1975 pendrell street,49.289836,-123.143061,west end,Moderate Class,Severe Crime
1159,201 1147 nelson street,49.283404,-123.128962,west end,Moderate Class,Severe Crime
1160,801 1236 bidwell street,49.285534,-123.140717,west end,Moderate Class,Severe Crime
1161,702 1534 harwood street,49.283224,-123.1405,west end,Moderate Class,Severe Crime
1162,2109 1111 alberni street,49.285963,-123.124175,west end,Moderate Class,Severe Crime
1163,1005 1003 burnaby street,49.278791,-123.130299,west end,Moderate Class,Severe Crime
1164,4788 belmont ave,49.274912,-123.219831,west point grey,High Class,Moderate Crime
1165,1611 drummond dr,49.274087,-123.222267,west point grey,High Class,Moderate Crime
1166,1784 drummond dr,49.271896,-123.220682,west point grey,High Class,Moderate Crime
1167,3635 w 14th ave,49.26001,-123.184653,west point grey,High Class,Moderate Crime
1168,3731 w 6th ave #203,49.26716,-123.18637,west point grey,High Class,Moderate Crime
1169,4166 crown cres,49.2643,-123.198901,west point grey,High Class,Moderate Crime
1170,4615 w 4th ave,49.269314,-123.212434,west point grey,High Class,Moderate Crime
1171,4455 w 1st ave,49.272334,-123.207492,west point grey,High Class,Moderate Crime
1172,4528 langara ave,49.272679,-123.209639,west point grey,High Class,Moderate Crime
1173,4333 locarno cres,49.269209,-123.20402,west point grey,High Class,Moderate Crime
1174,4309 locarno cres,49.269064,-123.203404,west point grey,High Class,Moderate Crime
1175,4569 w 2nd ave,49.271603,-123.210982,west point grey,High Class,Moderate Crime
1176,3888 w 13th ave,49.260558,-123.190619,west point grey,High Class,Moderate Crime
1177,3814 w 15th ave,49.258712,-123.1885,west point grey,High Class,Moderate Crime
1178,3806 w 3rd ave,49.269297,-123.187861,west point grey,High Class,Moderate Crime
1179,4769 belmont ave,49.275514,-123.217758,west point grey,High Class,Moderate Crime
1180,4417 w 16th ave,49.258606,-123.206867,west point grey,High Class,Moderate Crime
1181,4687 w 15th ave,49.259633,-123.214851,west point grey,High Class,Moderate Crime
1182,4677 simpson ave,49.274643,-123.214067,west point grey,High Class,Moderate Crime
1183,3731 w 6th ave #106,49.26716,-123.18637,west point grey,High Class,Moderate Crime
1184,3850 point grey rd,49.271533,-123.188906,west point grey,High Class,Moderate Crime
1185,4215 w 13th ave #1,49.261211,-123.200574,west point grey,High Class,Moderate Crime
1186,4755 belmont ave,49.275397,-123.217159,west point grey,High Class,Moderate Crime
1187,4570 w 4th ave,49.268778,-123.210964,west point grey,High Class,Moderate Crime
1188,4560 belmont ave,49.273478,-123.210627,west point grey,High Class,Moderate Crime
1189,4190 w 11th ave,49.262489,-123.199551,west point grey,High Class,Moderate Crime
1190,4627 w 15th ave,49.259608,-123.21319,west point grey,High Class,Moderate Crime
1191,4650 nw marine dr,49.275009,-123.213294,west point grey,High Class,Moderate Crime
1192,4347 w 9th ave,49.264875,-123.204433,west point grey,High Class,Moderate Crime
1193,4586 w 8th ave,49.265369,-123.211463,west point grey,High Class,Moderate Crime
1194,4535 w 1st ave,49.272378,-123.209913,west point grey,High Class,Moderate Crime
1195,4266 w 10th avenue,49.263427,-123.201818,west point grey,High Class,Moderate Crime
1196,3812 w 15th avenue,49.258707,-123.188484,west point grey,High Class,Moderate Crime
1197,3814 w 15th avenue,49.258712,-123.1885,west point grey,High Class,Moderate Crime
1198,4569 w 2nd avenue,49.271603,-123.210982,west point grey,High Class,Moderate Crime
1199,4444 w 2nd avenue,49.270987,-123.207256,west point grey,High Class,Moderate Crime
1200,4190 w 11th avenue,49.262489,-123.199551,west point grey,High Class,Moderate Crime
1201,4517 w 4th avenue,49.269329,-123.210104,west point grey,High Class,Moderate Crime
1202,301 4375 w 10th avenue,49.264023,-123.205245,west point grey,High Class,Moderate Crime
1203,106 3731 w 6th avenue,49.26716,-123.18637,west point grey,High Class,Moderate Crime
1204,3822 w 2nd avenue,49.270197,-123.188209,west point grey,High Class,Moderate Crime
