Neighbourhood,Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
st lawrence-east bayfront-the islands,991,10 Yonge St 1001,,43.642491,-79.375449,,759000,1,2,,0,0,0,3,16,3,16,7,0,19,0,0,0,0,1,0,3,0,9,50,24,98,71,0,110,0,0,0,0,7,0,5,6,18,86,34,188,127,0,225,0,0,0,0,12,POINT (-79.375449 43.642491),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
st lawrence-east bayfront-the islands,1069,1 & 3 Blithfield Ave,,43.632284,-79.353866,,4600000,5,4,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,POINT (-79.353866 43.632284),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
st lawrence-east bayfront-the islands,1076,Ph206 - 138 Downes Street,,43.644513,-79.370966,,2199999,6,6,,0,0,0,1,17,5,13,7,0,1,0,0,0,0,1,0,1,4,8,64,18,85,48,0,73,0,0,0,0,4,0,4,7,15,104,32,161,121,0,173,0,0,0,0,11,POINT (-79.370966 43.644513),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
st lawrence-east bayfront-the islands,1117,4106 - 28 Freeland St,,43.643622,-79.373959,,699900,2,1,,0,0,0,2,22,7,19,7,0,7,0,0,0,0,0,0,3,2,11,57,22,104,62,0,96,0,0,0,0,7,0,5,7,18,97,34,196,131,0,223,0,0,0,0,12,POINT (-79.373959 43.643622),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
st lawrence-east bayfront-the islands,1128,5301 - 100 Harbour St W,,43.641841,-79.379461,,649900,1,1,,0,2,0,4,13,6,27,26,0,52,0,0,0,0,1,0,4,0,11,39,25,97,76,0,153,0,0,0,0,8,0,6,3,18,73,44,231,136,0,249,0,0,0,0,13,POINT (-79.379461 43.641841),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
st lawrence-east bayfront-the islands,1137,809 - 77 Harbour Square W,,43.639992,-79.378887,,795500,1,1,,0,0,0,4,7,4,16,15,0,25,0,0,0,0,1,0,2,0,8,34,16,70,55,0,102,0,0,0,0,4,0,6,0,16,63,35,192,118,0,221,0,0,0,0,12,POINT (-79.378887 43.639992),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190
st.andrew-windfields,191,18 Oaken Gtwy #18,M2P2A1,43.753729,-79.405545,North York,999000,3 bds,2 ba,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,10,7,0,10,0,0,0,0,0,0,2,1,7,80,0,28,13,0,34,0,0,0,0,1,POINT (-79.405545 43.753729),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,229,88 Forest Heights Blvd,M2L2K8,43.760595,-79.378477,North York,29800000,8bds,11ba,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,13,0,0,0,0,0,0,0,0,0,0,0,2,5,1,54,0,4,7,0,8,0,0,0,0,0,POINT (-79.378477 43.760595),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,233,36 Old Colony Rd,M2L2J8,43.758104,-79.382893,North York,6380000,4bds,4ba,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,2,6,2,53,0,3,5,0,7,0,0,0,0,0,POINT (-79.382893 43.758104),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,281,63 Bannatyne Dr,M2L2P2,43.761125,-79.370406,North York,5598000,5 bds,7 ba,,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,4,0,19,0,0,3,0,1,0,0,0,0,0,0,3,5,0,62,1,5,5,0,5,0,0,0,0,2,POINT (-79.370406 43.761125),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,295,103 Old Colony Rd,M2L2K3,43.758834,-79.374583,North York,19995000,6 bds,11 ba,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,2,5,0,48,0,3,4,0,4,0,0,0,0,0,POINT (-79.374583 43.758834),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,445,1 Silvergrove Rd,M2L2N5,43.763519,-79.374045,North York,6295000,5 bds,7 ba,,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,19,0,2,4,0,4,0,0,0,0,0,0,3,5,0,55,0,5,6,0,8,0,0,0,0,0,POINT (-79.374045 43.763519),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,507,8 Swansdown Dr,M2L2N1,43.759947,-79.373036,North York,10499000,5 bds,10 ba,,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,2,0,1,0,0,0,0,0,0,3,5,0,56,1,4,4,0,4,0,0,0,0,0,POINT (-79.373036 43.759947),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,549,166 Gordon Rd,M2P1E8,43.749409,-79.388568,North York,4799900,6 bds,6 ba,,0,0,1,1,8,0,1,1,0,1,0,0,0,0,0,0,0,1,1,28,0,1,2,0,3,0,0,0,0,0,0,0,2,1,60,0,1,2,0,3,0,0,0,0,0,POINT (-79.388568 43.749409),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,606,195 Upper Canada Dr,M2P1T2,43.759994,-79.394588,North York,2195000,4 bds,3 ba,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,9,1,0,4,0,0,0,0,0,0,1,4,2,66,0,11,3,0,8,0,0,0,0,0,POINT (-79.394588 43.759994),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,613,26 Crimson Millway,M2L1T6,43.752006,-79.382613,North York,1198000,5 bds,4 ba,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,1,2,0,3,0,0,0,0,0,0,0,6,1,46,0,1,2,0,3,0,0,0,0,0,POINT (-79.382613 43.752006),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,895,43 Snowshoe Millway,,43.750779,-79.380064,,1399900,4,3,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,18,0,1,2,0,3,0,0,0,0,0,0,0,6,1,42,0,1,2,0,3,0,0,0,0,0,POINT (-79.380064 43.750779),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
st.andrew-windfields,1017,43 Snowshoe Milway,,43.750779,-79.380064,,13999900,4,3,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,18,0,1,2,0,3,0,0,0,0,0,0,0,6,1,42,0,1,2,0,3,0,0,0,0,0,POINT (-79.380064 43.750779),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660
steeles,633,25 Bamburgh Cir #929,M1W3W2,43.815497,-79.325582,Scarborough,460000,2 bds,2 ba,,0,0,0,1,11,0,7,0,0,0,0,0,0,0,0,0,0,3,2,29,0,24,0,0,0,0,0,0,0,0,0,0,8,2,82,0,30,0,0,0,0,0,0,0,0,POINT (-79.325582 43.815497),842,168,245,49,437,87,160,32,5580,8505,2195,1685,810,250,5795,9250,2195,1300,295,205
steeles,919,1222 - 75 Bamburgh Circ,,43.815063,-79.327295,,615000,2,2,,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,4,2,35,0,24,0,0,0,0,0,0,0,0,0,0,6,2,94,0,30,0,0,0,0,0,0,0,0,POINT (-79.327295 43.815063),842,168,245,49,437,87,160,32,5580,8505,2195,1685,810,250,5795,9250,2195,1300,295,205
stonegate-queensway,117,51 Lady Bank Rd #501,M8Z0C9,43.624575,-79.511602,Etobicoke,1099999,3 bds,1 ba,,0,0,0,0,10,1,5,5,1,9,0,0,0,0,0,0,0,1,0,37,3,11,9,1,11,0,0,0,0,0,0,0,8,2,77,5,21,11,1,23,0,0,0,0,1,POINT (-79.511602 43.624575),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
stonegate-queensway,206,38 S Kingslea Dr,M8Y2A4,43.641624,-79.496401,Etobicoke,5000000,5 bds,6 ba,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,1,8,0,59,2,4,3,1,1,0,0,0,0,1,POINT (-79.496401 43.641624),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
stonegate-queensway,369,47 Stephen Dr,M8Y3M8,43.632836,-79.485005,Etobicoke,849000,3 bds,1 ba,,0,0,0,0,11,0,3,1,0,2,0,0,0,0,0,0,0,2,0,37,0,4,4,0,5,0,0,0,0,0,0,0,3,1,64,0,12,11,0,11,0,0,0,0,0,POINT (-79.485005 43.632836),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
stonegate-queensway,569,21 Kirk Bradden Rd W,M8Y2G1,43.638302,-79.502855,Etobicoke,3955000,5 bds,5 ba,,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,1,10,0,72,3,22,1,1,11,0,0,0,0,3,POINT (-79.502855 43.638302),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
stonegate-queensway,701,5j Brussels Street,,43.626893,-79.491403,,1199900,3,3,,0,0,0,0,11,0,0,1,0,1,0,0,0,0,0,0,0,3,0,32,0,11,3,0,5,0,0,0,0,0,0,1,11,1,89,3,36,9,0,20,0,0,0,0,2,POINT (-79.491403 43.626893),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
stonegate-queensway,720,506 - 760 The Queensway S,,43.626178,-79.504717,,515000,2,1,,0,0,1,0,15,1,7,1,0,8,0,0,0,0,1,0,0,7,0,39,2,21,4,1,14,0,0,0,0,1,0,1,10,0,84,4,24,9,1,16,0,0,0,0,1,POINT (-79.504717 43.626178),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
stonegate-queensway,825,71 Riverwood Pkwy,,43.64146,-79.493483,,2399000,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,29,0,0,0,0,0,0,0,0,0,0,0,2,6,0,60,2,8,4,1,5,0,0,0,0,0,POINT (-79.493483 43.64146),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
stonegate-queensway,934,622 - 859 The Queensway,,43.624262,-79.510293,,699000,3,2,,0,0,0,0,6,1,5,4,1,9,0,0,0,0,0,0,0,2,0,45,1,11,8,1,12,0,0,0,0,1,0,0,11,1,80,7,24,11,1,22,0,0,0,0,1,POINT (-79.510293 43.624262),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
stonegate-queensway,994,704 - 25 Neighbourhood Lane,,43.638218,-79.489363,,1178900,4,3,,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,3,1,0,0,0,0,0,0,0,0,2,4,0,68,2,15,6,1,12,0,0,0,0,0,POINT (-79.489363 43.638218),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
stonegate-queensway,1099,527 - 7 Smith Cres,,43.625997,-79.505854,,545000,1,1,,0,0,0,0,13,1,8,2,0,7,0,0,0,0,1,0,0,5,0,39,2,19,4,1,15,0,0,0,0,1,0,1,11,0,84,6,24,9,1,18,0,0,0,0,1,POINT (-79.505854 43.625997),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795
tam o'shanter-sullivan,77,3220 Sheppard Ave E #318,M1T0B7,43.777968,-79.312305,Scarborough,897880,2 bds,2 ba,,0,0,1,1,7,0,2,0,0,1,0,0,0,0,0,0,0,3,1,36,0,2,1,0,3,0,0,0,0,1,0,0,11,2,64,0,9,2,0,10,0,0,0,0,2,POINT (-79.312305 43.777968),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300
tam o'shanter-sullivan,489,22 Malamute Cres,M1T2C7,43.777993,-79.302685,Scarborough,1090000,6 bds,3 ba,,0,0,3,0,5,0,2,0,0,1,0,0,0,0,0,0,0,8,1,29,0,5,0,0,5,0,0,0,0,1,0,0,11,2,55,0,12,5,0,11,0,0,0,0,2,POINT (-79.302685 43.777993),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300
tam o'shanter-sullivan,665,3220 Sheppard Ave E #1506,M1T3K3,43.777968,-79.312305,Scarborough,508000,1 bd,1 ba,,0,0,1,1,7,0,2,0,0,1,0,0,0,0,0,0,0,3,1,36,0,2,1,0,3,0,0,0,0,1,0,0,11,2,64,0,9,2,0,10,0,0,0,0,2,POINT (-79.312305 43.777968),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300
tam o'shanter-sullivan,753,76 Highhill Drive,,43.776605,-79.311642,,1080000,4,4,,0,0,1,1,5,0,2,0,0,1,0,0,0,0,0,0,0,3,1,29,0,2,1,0,3,0,0,0,0,1,0,0,9,2,65,0,11,2,0,11,0,0,0,0,2,POINT (-79.311642 43.776605),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300
the beaches,92,365 Beech Ave #219,M4E0C2,43.680037,-79.29045,East Toronto,999900,2 bds,2 ba,,0,0,5,0,1,1,5,3,0,1,0,0,0,0,0,0,0,9,1,32,3,25,11,0,9,0,0,0,0,1,0,1,11,7,73,3,47,18,0,27,0,0,0,0,4,POINT (-79.29045 43.680037),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,145,48 Lockwood Rd,M4L3M8,43.669468,-79.310099,East Toronto,1529000,4 bds,3 ba,,0,0,0,1,9,0,2,2,0,1,0,0,0,0,0,0,0,1,1,24,3,14,3,0,14,0,0,0,0,0,0,0,3,5,41,4,35,8,0,22,0,0,0,0,0,POINT (-79.310099 43.669468),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,152,34 Kippendavie Ave,M4L3R4,43.666604,-79.303104,East Toronto,1769000,3 bds,2 ba,,0,0,1,1,5,3,9,1,0,5,0,0,0,0,0,0,0,1,3,18,3,21,5,0,14,0,0,0,0,0,0,0,2,5,36,3,27,6,0,20,0,0,0,0,2,POINT (-79.303104 43.666604),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,159,2 Bellefair Ave UNIT 306,M4L3T8,43.670263,-79.300053,East Toronto,707000,1 bd,1 ba,,0,0,1,2,4,3,16,2,0,8,0,0,0,0,0,0,0,2,5,26,3,25,5,0,13,0,0,0,0,2,0,0,7,5,42,3,34,10,0,16,0,0,0,0,2,POINT (-79.300053 43.670263),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,196,73 Maclean Ave,M4E2Z8,43.670799,-79.290289,East Toronto,2349000,5 bds,5 ba,,0,0,1,1,0,0,11,3,0,2,0,0,0,0,2,0,0,3,3,8,1,23,4,0,8,0,0,0,0,2,0,0,9,4,23,6,44,12,0,18,0,0,0,0,2,POINT (-79.290289 43.670799),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,225,18 Munro Park Ave,M4E3M3,43.671794,-79.283123,East Toronto,6999000,5 bds,5 ba,,0,0,0,0,1,1,5,2,0,2,0,0,0,0,0,0,0,4,0,2,1,12,3,0,4,0,0,0,0,0,0,0,6,1,16,3,27,10,0,11,0,0,0,0,2,POINT (-79.283123 43.671794),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,280,98 Spruce Hill Rd,M4E3G4,43.675156,-79.290203,East Toronto,2899999,4 bds,4 ba,,0,0,2,0,0,0,11,3,0,1,0,0,0,0,0,0,0,8,3,19,3,31,9,0,12,0,0,0,0,2,0,0,11,4,52,5,42,17,0,20,0,0,0,0,2,POINT (-79.290203 43.675156),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,288,200 Woodbine Ave #601,M4L3P2,43.668935,-79.306142,East Toronto,4899000,4 bds,5 ba,,0,0,1,1,6,3,7,2,0,4,0,0,0,0,0,0,0,1,3,20,3,16,4,0,10,0,0,0,0,0,0,0,2,5,46,3,30,6,0,22,0,0,0,0,2,POINT (-79.306142 43.668935),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,299,167 Wineva Ave,M4E2T5,43.672156,-79.295951,East Toronto,1649900,4 bds,4 ba,,0,0,1,3,9,0,12,2,0,6,0,0,0,0,2,0,0,6,4,19,3,29,6,0,12,0,0,0,0,2,0,0,9,5,43,5,44,14,0,17,0,0,0,0,2,POINT (-79.295951 43.672156),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,343,55 Hambly Ave,M4E2R5,43.673307,-79.297707,East Toronto,3299900,4 bds,4 ba,,0,0,1,3,10,0,11,2,0,6,0,0,0,0,1,0,0,6,4,22,3,25,4,0,12,0,0,0,0,2,0,1,9,5,46,5,41,14,0,15,0,0,0,0,2,POINT (-79.297707 43.673307),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,363,44 Waverley Rd,M4L3T1,43.667585,-79.300136,East Toronto,2978000,5 bds,5 ba,,0,0,1,2,1,3,13,2,0,9,0,0,0,0,0,0,0,2,4,15,3,22,4,0,13,0,0,0,0,2,0,0,3,5,38,3,33,7,0,16,0,0,0,0,2,POINT (-79.300136 43.667585),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,365,127 Boardwalk Dr,M4L3X9,43.666435,-79.305807,East Toronto,2595000,4 bds,4 ba,,0,0,1,1,5,1,6,1,0,3,0,0,0,0,0,0,0,1,2,17,3,16,4,0,12,0,0,0,0,0,0,0,2,4,39,3,26,5,0,22,0,0,0,0,2,POINT (-79.305807 43.666435),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,367,63 Hammersmith Ave,M4E2W3,43.670396,-79.293932,East Toronto,2989000,5 bds,6 ba,,0,0,0,3,4,0,8,1,0,4,0,0,0,0,2,0,0,3,3,10,3,27,6,0,11,0,0,0,0,2,0,0,8,5,30,5,44,10,0,17,0,0,0,0,2,POINT (-79.293932 43.670396),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,396,29 Glen Stewart Ave,M4E1P6,43.678355,-79.295885,East Toronto,1849000,3 bds,2 ba,,0,0,3,1,11,0,3,1,0,0,0,0,0,0,0,0,0,8,4,32,1,22,7,0,6,0,0,0,0,2,0,2,12,4,71,6,53,19,0,28,0,0,0,0,4,POINT (-79.295885 43.678355),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,416,20 Cedar Ave E,M4E1K2,43.674795,-79.287507,East Toronto,1699000,3 bds,4 ba,,0,0,2,0,0,1,9,3,0,2,0,0,0,0,0,0,0,6,1,10,3,25,9,0,10,0,0,0,0,2,0,0,10,5,42,3,38,13,0,18,0,0,0,0,2,POINT (-79.287507 43.674795),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,438,12 Lark St,M4L3M6,43.668319,-79.310823,East Toronto,1199900,4 bds,3 ba,,0,0,0,0,4,0,2,2,0,1,0,0,0,0,0,0,0,1,1,24,3,11,3,0,13,0,0,0,0,0,0,0,3,4,36,4,33,8,0,19,0,0,0,0,0,POINT (-79.310823 43.668319),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,550,365 Beech Ave #PENTHOUSE 1,M4E0C2,43.680037,-79.29045,East Toronto,3799000,3 bds,3 ba,,0,0,5,0,1,1,5,3,0,1,0,0,0,0,0,0,0,9,1,32,3,25,11,0,9,0,0,0,0,1,0,1,11,7,73,3,47,18,0,27,0,0,0,0,4,POINT (-79.29045 43.680037),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,990,219 - 365 Beech Ave,,43.680037,-79.29045,,1199999,2,2,,0,0,5,0,1,1,5,3,0,1,0,0,0,0,0,0,0,9,1,32,3,25,11,0,9,0,0,0,0,1,0,1,11,7,73,3,47,18,0,27,0,0,0,0,4,POINT (-79.29045 43.680037),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
the beaches,1020,20 Cedar Avenue N,,43.674795,-79.287507,,1699000,3,4,,0,0,2,0,0,1,9,3,0,2,0,0,0,0,0,0,0,6,1,10,3,25,9,0,10,0,0,0,0,2,0,0,10,5,42,3,38,13,0,18,0,0,0,0,2,POINT (-79.287507 43.674795),1316,263,563,113,493,99,260,52,2995,4450,1930,2530,2230,2965,3250,5035,2440,2705,1220,2485
thorncliffe park,547,35 Brian Peck Cres #807,M4G0A5,43.714593,-79.354388,East York,1299000,3 bds,2 ba,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,3,0,2,0,0,0,0,0,1,0,0,4,70,0,16,8,0,20,0,0,0,0,1,POINT (-79.354388 43.714593),1252,250,582,116,443,89,227,45,3955,7140,1565,1045,515,160,4050,7715,1470,885,135,120
thorncliffe park,902,805 - 160 Vanderhoof Avenue,,43.714359,-79.353187,,659999,2,2,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,3,0,0,0,0,0,0,0,0,0,0,3,70,0,16,8,0,19,0,0,0,0,1,POINT (-79.353187 43.714359),1252,250,582,116,443,89,227,45,3955,7140,1565,1045,515,160,4050,7715,1470,885,135,120
trinity-bellwoods,9,45 Manning Ave,M6J2K3,43.647598,-79.408882,West Toronto,999999,3 bds,1 ba,,0,0,2,0,1,3,34,10,0,11,0,0,0,0,0,1,0,4,5,20,10,100,47,0,57,0,0,0,0,3,1,0,13,14,42,29,325,114,0,118,0,0,0,0,8,POINT (-79.408882 43.647598),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900
trinity-bellwoods,115,259 Claremont St,M6J2N1,43.652938,-79.412094,West Toronto,1299900,5 bds,4 ba,,0,0,2,0,0,6,37,7,0,8,0,0,0,0,0,1,0,9,2,17,13,101,42,0,50,0,0,0,0,1,1,2,23,15,56,24,332,114,0,123,0,0,0,0,8,POINT (-79.412094 43.652938),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900
trinity-bellwoods,377,127 Bellwoods Ave,M6J2P6,43.64966,-79.41204,West Toronto,1799900,4 bds,2 ba,,0,0,2,0,0,1,17,9,0,9,0,0,0,0,0,1,0,6,4,23,13,128,47,0,58,0,0,0,0,1,1,0,16,12,47,24,259,94,0,108,0,0,0,0,7,POINT (-79.41204 43.64966),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900
trinity-bellwoods,414,180 Markham Rd SUITE 707,M1M2Z9,43.652934,-79.407872,Scarborough,389900,1 bd,1 ba,,1,0,1,1,6,2,32,12,0,30,0,0,0,0,0,1,0,9,6,16,14,165,52,0,67,0,0,0,0,3,3,1,55,13,45,31,374,123,0,135,0,0,0,0,10,POINT (-79.407872 43.652934),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900
trinity-bellwoods,1041,10 Clinton St,,43.653968,-79.413663,,1900000,0,2,,0,0,3,0,0,7,36,10,0,9,0,0,0,0,0,1,0,10,2,20,11,93,37,0,50,0,0,0,0,0,1,2,21,11,57,23,290,103,0,111,0,0,0,0,6,POINT (-79.413663 43.653968),1246,249,586,117,454,91,206,41,2550,5280,1640,1605,1200,1125,2675,5825,1870,1645,510,900
university,387,6 Croft St,M5S2N8,43.657306,-79.406124,Downtown Toronto,1949000,4 bds,3 ba,,1,0,2,1,6,3,40,15,0,17,0,0,0,0,2,3,0,39,6,22,12,207,51,0,68,0,0,0,0,3,3,3,120,15,51,27,353,130,0,133,0,0,0,0,7,POINT (-79.406124 43.657306),1317,263,638,128,401,80,278,56,1045,2145,760,640,610,495,1085,2395,800,730,265,415
university,492,271 Major St,M5S2L5,43.665445,-79.405732,Downtown Toronto,1995000,3 bds,4 ba,,0,1,9,1,10,4,54,8,0,11,0,0,0,0,1,1,3,72,3,42,10,104,33,0,36,0,0,0,0,3,3,6,119,12,104,20,271,98,0,105,0,0,0,0,4,POINT (-79.405732 43.665445),1317,263,638,128,401,80,278,56,1045,2145,760,640,610,495,1085,2395,800,730,265,415
