,Unnamed: 0,street address,neighbourhood_left,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_density,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
81,81,4703 - 35 balmuto st,bay-cloverhill,43.669472,-79.387488,1399000,2,3,POINT (629998.1490418563 4836426.2865199),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820,5,bay-cloverhill,0.690547519,15.92938891,196,419,822,22,152,12,10
82,82,2014 - 1001 bay st,bay-cloverhill,43.665465,-79.387068,1050000,2,2,POINT (630040.6621931182 4835981.913605637),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820,5,bay-cloverhill,0.690547519,15.92938891,172,543,1092,27,110,28,7
83,83,3909 - 11 wellesley st w,bay-cloverhill,43.664526,-79.385583,724900,2,1,POINT (630162.4192586101 4835879.954106958),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820,5,bay-cloverhill,0.690547519,15.92938891,167,581,1102,23,123,13,8
84,84,4108 - 5 st. joseph st s,bay-cloverhill,43.665776,-79.385633,900000,2,1,POINT (630155.6863169303 4836018.704919306),838,168,395,79,263,53,180,36,4200,4570,1855,2000,1365,1030,4320,5235,2175,1895,570,820,5,bay-cloverhill,0.690547519,15.92938891,160,527,1070,23,116,14,7
85,85,2885 bayview ave unit 717,bayview village,43.768608,-79.388063,689000,2,2,POINT (629737.639282756 4847435.863108424),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,25,42,88,13,9,2,1
86,86,650 sheppard ave e #215,bayview village,43.768577,-79.381429,569988,2,1,POINT (630271.6529186963 4847442.836465999),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,8,39,71,6,2,0,0
87,87,4 burleigh heights dr,bayview village,43.779657,-79.390466,3980000,5,6,POINT (629520.3743604738 4848659.261567933),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,8,28,68,8,0,0,0
88,88,42 heathview ave,bayview village,43.783169,-79.385634,3799000,4,3,POINT (629901.6059715806 4849056.89511025),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,6,27,52,6,0,0,0
89,89,40 thorny vine way,bayview village,43.785524,-79.368264,749000,4,3,POINT (631294.1584724251 4849345.860344243),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,9,49,66,9,0,0,0
90,90,129 mcmahon dr #townhouse 03,bayview village,43.767654,-79.371136,1368000,3,4,POINT (631102.1159291267 4847356.569499609),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,18,48,77,10,8,0,0
91,91,3905 - 117 mcmahon drive,bayview village,43.767209,-79.370405,650000,1,1,POINT (631161.9250681854 4847308.303169928),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,13,48,78,8,5,0,0
92,92,121 - 7 kenaston gardens,bayview village,43.767167,-79.386112,598999,2,2,POINT (629897.7874860818 4847278.877018687),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,22,39,81,12,9,0,1
93,93,28 thorny vineway,bayview village,43.78527,-79.368184,820000,5,3,POINT (631301.1516959079 4849317.776583781),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,9,48,65,9,0,0,0
94,94,25 - 12 dervock cres,bayview village,43.767221,-79.380966,949900,2,3,POINT (630311.8628506921 4847292.96056191),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,7,41,72,5,2,0,0
95,95,3 blithfield ave,bayview village,43.777305,-79.389942,1588000,3,3,POINT (629567.621769647 4848398.855685639),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,7,29,59,7,0,0,0
96,96,79 forest grove dr,bayview village,43.779707,-79.373498,4788000,4,3,POINT (630885.7058341861 4848691.503193126),1424,285,479,96,575,115,370,74,4435,6120,2625,2890,1805,1100,4610,6985,3150,2635,730,855,132,bayview village,5.159105285,2.325984708,0,10,81,0,0,0,0
97,97,3237 bayview ave #510,bayview woods-steeles,43.790112,-79.392793,599000,2,2,POINT (629310.5716354045 4849816.813473528),555,111,188,38,239,48,128,26,2535,3790,1295,1335,825,560,2675,4215,1430,1200,390,440,134,bayview woods-steeles,4.088934075,0.489125029,14,40,63,13,0,0,1
98,98,59 covewood st,bayview woods-steeles,43.804171,-79.387861,1750000,4,3,POINT (629676.9705553007 4851386.004471686),555,111,188,38,239,48,128,26,2535,3790,1295,1335,825,560,2675,4215,1430,1200,390,440,134,bayview woods-steeles,4.088934075,0.489125029,6,17,51,5,1,0,0
99,99,112 mason blvd,bedford park-nortown,43.741214,-79.412096,4249990,4,2,POINT (627861.6437924991 4844355.972689656),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,9,50,129,8,0,1,0
100,100,40 sylvan valleyway #523,bedford park-nortown,43.724203,-79.415282,889000,2,2,POINT (627641.2331005831 4842461.740817174),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,25,57,131,16,6,1,2
101,101,1 de vere gdns,bedford park-nortown,43.736381,-79.407697,4995000,5,6,POINT (628226.1814675989 4843825.99628633),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,16,79,172,10,6,0,0
102,102,215 strathallan wood,bedford park-nortown,43.712754,-79.421209,10900000,4,6,POINT (627188.0611968111 4841181.053137095),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,0,28,145,0,0,0,0
103,103,127 joicey blvd,bedford park-nortown,43.736904,-79.416255,5135000,5,7,POINT (627535.8994897337 4843870.872977005),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,28,73,134,10,18,0,0
104,104,60 alexandra wood,bedford park-nortown,43.71411,-79.425653,8950000,5,7,POINT (626827.1867337766 4841324.846165052),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,8,53,118,8,0,0,0
105,105,132 grey rd,bedford park-nortown,43.731779,-79.423122,2395000,3,2,POINT (626993.7414663406 4843291.118648926),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,18,66,156,5,13,0,0
106,106,703 - 355 bedford park avenue,bedford park-nortown,43.724197,-79.416891,5495000,3,4,POINT (627511.6475794478 4842458.597256515),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,27,56,98,15,10,0,2
107,107,425 cranbrooke avenue,bedford park-nortown,43.725527,-79.419632,2695000,3,5,POINT (627288.0543354515 4842602.098747181),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,25,63,139,10,13,0,2
108,108,323 douglas ave,bedford park-nortown,43.723361,-79.417098,3399000,5,3,POINT (627496.7481390666 4842365.428912594),1891,378,329,66,1148,230,414,83,3345,4945,1895,1945,1845,3480,3600,5565,2055,2095,1000,3155,113,bedford park-nortown,5.518279308,1.812159088,22,56,107,14,6,0,2
109,109,706 - 2470 eglinton ave w,beechborough-greenbrook,43.692452,-79.468413,559000,3,2,POINT (623426.9106188985 4838854.879479709),638,128,323,65,208,42,107,21,1180,2345,705,430,185,45,1210,2570,710,335,30,40,75,beechborough-greenbrook,1.833580832,0.54538092,12,67,144,5,5,0,2
110,110,60 town centre ct #306,bendale-glen andrew,43.7734,-79.255862,448800,1,1,POINT (640366.8163326076 4848183.737499358),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90,6,bendale-glen andrew,4.913216446,1.221195945,80,117,157,28,50,0,2
111,111,190 borough dr #302,bendale-glen andrew,43.772874,-79.253995,759900,3,2,POINT (640518.3047754361 4848128.484195967),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90,6,bendale-glen andrew,4.913216446,1.221195945,64,117,172,24,39,0,1
112,112,60 brian harrison way #302,bendale-glen andrew,43.774024,-79.258007,699900,3,2,POINT (640192.7282234859 4848249.40781533),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90,6,bendale-glen andrew,4.913216446,1.221195945,79,117,160,29,48,0,2
113,113,117 omni dr #15,bendale-glen andrew,43.771256,-79.261225,599900,3,3,POINT (639940.2022941136 4847936.533763278),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90,6,bendale-glen andrew,4.913216446,1.221195945,33,103,159,31,2,0,0
114,114,2103 - 60 brian harrison way,bendale-glen andrew,43.774024,-79.258007,549900,2,1,POINT (640192.7282234859 4848249.40781533),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90,6,bendale-glen andrew,4.913216446,1.221195945,79,117,160,29,48,0,2
115,115,1028 - 125 omni dr,bendale-glen andrew,43.771029,-79.260134,438000,1,1,POINT (640028.5390540905 4847913.166564347),1812,362,689,138,777,155,346,69,3760,6520,2235,1645,785,125,3855,7375,2150,1395,195,90,6,bendale-glen andrew,4.913216446,1.221195945,36,112,156,33,3,0,0
116,116,1400 kingston rd #501,birchcliffe-cliffside,43.686959,-79.272431,679000,2,2,POINT (639233.5126000054 4838555.221960536),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,15,47,101,9,6,0,0
117,117,141 eastwood ave,birchcliffe-cliffside,43.694987,-79.269234,799900,3,2,POINT (639472.5666274589 4839452.218354443),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,7,71,109,7,0,0,0
118,118,42 fishleigh dr,birchcliffe-cliffside,43.700556,-79.248654,2699900,6,5,POINT (641117.9461001263 4840105.563652849),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,0,27,51,0,0,0,0
119,119,104 natal ave,birchcliffe-cliffside,43.714075,-79.254723,1059000,3,2,POINT (640597.3053284045 4841596.730791572),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,7,68,111,7,0,0,0
120,120,223 kennedy rd,birchcliffe-cliffside,43.706363,-79.257097,699900,4,3,POINT (640424.0672714119 4840736.176445791),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,12,51,121,12,0,0,0
121,121,73 fishleigh dr,birchcliffe-cliffside,43.701371,-79.245529,2580000,5,2,POINT (641367.8362920817 4840201.405644957),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,0,21,49,0,0,0,0
122,122,28 fishleigh dr,birchcliffe-cliffside,43.700665,-79.250643,1299000,6,4,POINT (640957.4212681861 4840114.285655519),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,6,31,56,3,1,1,1
123,123,17a s woodrow blvd,birchcliffe-cliffside,43.699423,-79.260028,1269000,4,2,POINT (640204.0947750113 4839960.428188624),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,14,45,99,11,0,3,0
124,124,271 victoria park ave,birchcliffe-cliffside,43.683316,-79.284726,600000,1,1,POINT (638250.9537071228 4838130.043624741),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,42,81,155,16,23,2,1
125,125,14 pinegrove ave,birchcliffe-cliffside,43.698491,-79.263913,799000,4,2,POINT (639893.2116595441 4839850.352953314),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,18,49,115,16,0,2,0
126,126,14 kildonan dr,birchcliffe-cliffside,43.687027,-79.266351,2690000,5,4,POINT (639723.3785872862 4838573.001767533),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,10,31,68,4,6,0,0
127,127,197 s woodrow blvd,birchcliffe-cliffside,43.703661,-79.261775,699000,2,1,POINT (640053.4533271804 4840428.165772071),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,8,62,117,7,0,1,0
128,128,74 natal ave,birchcliffe-cliffside,43.712217,-79.253922,1049000,5,2,POINT (640666.1810046984 4841391.731978588),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,5,75,111,5,0,0,0
129,129,18 haig ave,birchcliffe-cliffside,43.68473,-79.270723,1899900,4,4,POINT (639376.3332202886 4838310.52963949),1577,315,755,151,476,95,346,69,3705,6435,2675,2590,1800,1285,3805,7425,2970,2510,760,1005,36,birchcliffe-cliffside,6.009055954,2.329816881,13,34,78,7,6,0,0
130,130,4737 jane st,black creek,43.771431,-79.519798,499000,4,2,POINT (619129.1822238803 4847551.419414673),2121,424,1189,238,581,116,351,70,4380,8545,2155,740,170,35,4460,9360,1720,405,55,15,154,black creek,3.453851586,2.605786547,19,54,133,13,4,1,1
131,131,4673 jane st #318,black creek,43.770357,-79.520128,330000,2,1,POINT (619104.7549578298 4847431.660843827),2121,424,1189,238,581,116,351,70,4380,8545,2155,740,170,35,4460,9360,1720,405,55,15,154,black creek,3.453851586,2.605786547,18,59,127,11,4,2,1
132,132,353 driftwood ave #2,black creek,43.768082,-79.512841,535000,5,3,POINT (619695.7784150139 4847189.496039327),2121,424,1189,238,581,116,351,70,4380,8545,2155,740,170,35,4460,9360,1720,405,55,15,154,black creek,3.453851586,2.605786547,11,55,211,9,0,2,0
133,133,30 forge dr,black creek,43.759536,-79.513985,849999,5,2,POINT (619620.7336463592 4846238.68239266),2121,424,1189,238,581,116,351,70,4380,8545,2155,740,170,35,4460,9360,1720,405,55,15,154,black creek,3.453851586,2.605786547,28,78,120,17,10,1,0
134,134,4689 jane st #503,black creek,43.770863,-79.520254,259900,2,1,POINT (619093.6096715195 4847487.678493291),2121,424,1189,238,581,116,351,70,4380,8545,2155,740,170,35,4460,9360,1720,405,55,15,154,black creek,3.453851586,2.605786547,16,55,131,9,4,2,1
135,135,353 driftwood ave #7,black creek,43.768082,-79.512841,550000,5,3,POINT (619695.7784150139 4847189.496039327),2121,424,1189,238,581,116,351,70,4380,8545,2155,740,170,35,4460,9360,1720,405,55,15,154,black creek,3.453851586,2.605786547,11,55,211,9,0,2,0
136,136,4645 jane st #720,black creek,43.769446,-79.519808,278000,1,1,POINT (619132.3184813181 4847330.941003099),2121,424,1189,238,581,116,351,70,4380,8545,2155,740,170,35,4460,9360,1720,405,55,15,154,black creek,3.453851586,2.605786547,19,62,138,12,4,2,1
137,137,4645 jane st #818,black creek,43.769446,-79.519808,228800,1,1,POINT (619132.3184813181 4847330.941003099),2121,424,1189,238,581,116,351,70,4380,8545,2155,740,170,35,4460,9360,1720,405,55,15,154,black creek,3.453851586,2.605786547,19,62,138,12,4,2,1
138,138,42 wilmont dr,black creek,43.760363,-79.513433,1298000,8,3,POINT (619663.5200114956 4846331.330476398),2121,424,1189,238,581,116,351,70,4380,8545,2155,740,170,35,4460,9360,1720,405,55,15,154,black creek,3.453851586,2.605786547,22,77,126,13,8,1,0
139,139,304 withrow avenue,blake-jones,43.672677,-79.340596,1199000,4,2,POINT (633771.4269692455 4836856.806421253),485,97,250,50,138,28,97,19,1355,2115,595,700,690,455,1430,2315,650,890,305,335,86,blake-jones,0.941207553,2.124929824,32,123,274,15,13,4,0
140,140,297 bain avenue,blake-jones,43.67298,-79.341437,1399000,3,2,POINT (633702.9568219461 4836889.102633848),485,97,250,50,138,28,97,19,1355,2115,595,700,690,455,1430,2315,650,890,305,335,86,blake-jones,0.941207553,2.124929824,26,128,279,12,11,3,0
141,141,62 schell ave,briar hill-belgravia,43.698338,-79.45509,1299900,4,3,POINT (624488.4078657591 4839528.52021219),968,194,324,65,355,71,289,58,2460,5490,1915,1290,760,255,2535,6280,1845,1130,205,185,50,briar hill-belgravia,1.827721912,2.18851674,19,81,147,7,12,0,0
142,142,390 hopewell ave #130,briar hill-belgravia,43.700641,-79.444449,529900,2,2,POINT (625341.0652260792 4839800.333833381),968,194,324,65,355,71,289,58,2460,5490,1915,1290,760,255,2535,6280,1845,1130,205,185,50,briar hill-belgravia,1.827721912,2.18851674,25,114,178,11,14,0,0
143,143,1171 roselawn ave,briar hill-belgravia,43.699345,-79.454393,2699000,3,1,POINT (624542.4874159334 4839641.408366777),968,194,324,65,355,71,289,58,2460,5490,1915,1290,760,255,2535,6280,1845,1130,205,185,50,briar hill-belgravia,1.827721912,2.18851674,17,76,159,6,11,0,0
144,144,307 - 1100 briar hill ave,briar hill-belgravia,43.703197,-79.45076,999900,3,3,POINT (624827.2364979197 4840074.690730923),968,194,324,65,355,71,289,58,2460,5490,1915,1290,760,255,2535,6280,1845,1130,205,185,50,briar hill-belgravia,1.827721912,2.18851674,14,94,180,7,7,0,0
145,145,278 dawlish ave,bridle path-sunnybrook-york mills,43.724134,-79.383185,4395000,5,5,POINT (630226.6633215824 4842504.019099308),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,8,57,103,7,0,1,0
146,146,32 brookfield rd,bridle path-sunnybrook-york mills,43.741523,-79.400732,5749000,4,5,POINT (628776.0451383174 4844407.894730318),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,4,57,116,4,0,0,0
147,147,85 the bridle path,bridle path-sunnybrook-york mills,43.732687,-79.364782,28900000,9,11,POINT (631690.2050191746 4843483.040854211),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,8,25,56,7,0,1,0
148,148,19 country ln,bridle path-sunnybrook-york mills,43.74036,-79.380766,19388000,7,2,POINT (630386.2852387455 4844309.958242224),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,12,34,64,11,0,1,0
149,149,45 park lane cir,bridle path-sunnybrook-york mills,43.730085,-79.369058,29800000,6,2,POINT (631351.5277322474 4843187.262912542),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,6,29,85,5,0,1,0
150,150,45 bayview rdg,bridle path-sunnybrook-york mills,43.741938,-79.387871,22500000,8,2,POINT (629810.7499892387 4844474.060029435),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,1,33,54,0,0,1,0
151,151,30 high point rd,bridle path-sunnybrook-york mills,43.731817,-79.368833,28000000,8,2,POINT (631365.8618279422 4843379.983578376),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,7,26,84,6,0,1,0
152,152,76 arjay cres,bridle path-sunnybrook-york mills,43.739075,-79.384916,13995000,6,10,POINT (630054.8920257129 4844160.716482271),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,8,32,65,7,0,1,0
153,153,34 green valley rd,bridle path-sunnybrook-york mills,43.739774,-79.388924,14995000,6,8,POINT (629730.6342824668 4844232.066310345),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,0,28,67,0,0,0,0
154,154,82 york rd,bridle path-sunnybrook-york mills,43.746179,-79.384607,6289000,7,7,POINT (630064.3888314546 4844950.206022374),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,18,33,62,11,6,0,1
155,155,2152 bayview ave,bridle path-sunnybrook-york mills,43.723305,-79.379711,1328000,4,3,POINT (630508.2803477416 4842417.41214593),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,29,64,98,13,5,11,0
156,156,5 pembury ave,bridle path-sunnybrook-york mills,43.725688,-79.381034,4095000,5,5,POINT (630396.5457754779 4842679.996022113),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,14,64,93,8,1,5,0
157,157,61 arjay cres,bridle path-sunnybrook-york mills,43.73848,-79.383368,5249888,6,6,POINT (630180.8357377992 4844097.064361769),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,10,29,67,9,0,1,0
158,158,83 bayview rdg,bridle path-sunnybrook-york mills,43.740734,-79.385072,10800000,5,6,POINT (630038.7381600227 4844344.7280186),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,8,35,60,7,0,1,0
159,159,19 hedgewood rd,bridle path-sunnybrook-york mills,43.743342,-79.397858,5380000,5,5,POINT (629003.5599966599 4844614.393329374),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,8,44,94,8,0,0,0
160,160,s319 - 120 bayview ave,bridle path-sunnybrook-york mills,43.74281,-79.383272,468000,0,1,POINT (630179.1810606428 4844578.125695728),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,12,34,51,8,3,1,0
161,161,195 valley rd,bridle path-sunnybrook-york mills,43.743651,-79.38411,4000000,4,3,POINT (630109.8825061515 4844670.214610842),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,19,35,54,11,6,1,1
162,162,34 plymbridge cres w,bridle path-sunnybrook-york mills,43.740554,-79.400357,3980000,4,5,POINT (628808.3192416102 4844300.856016056),809,162,184,37,487,97,138,28,1515,1385,650,780,835,2065,1690,1525,845,885,490,1815,111,bridle path-sunnybrook-york mills,8.839343441,2.149480912,2,60,116,2,0,0,0
