,Unnamed: 0,street address,neighbourhood_left,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_counts,house_density,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
958,958,5189 connaught dr,shaughnessy,49.239228,-123.143001,8800000,6,6,POINT (-2501483.638581062 6365995.497671827),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,6,31,93,6,0,0,0
959,959,1790 angus dr,shaughnessy,49.252859,-123.14417,13800000,7,4,POINT (-2500608.020603735 6367439.264630659),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,2,40,150,2,0,0,0
960,960,1533 balfour ave,shaughnessy,49.252171,-123.139996,12980000,7,9,POINT (-2500377.502615751 6367177.93886509),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,10,42,134,10,0,0,0
961,961,1487 minto cres,shaughnessy,49.24305,-123.138757,12888000,6,10,POINT (-2500932.841479801 6366190.935015583),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,9,29,70,9,0,0,0
962,962,5212 maple st,shaughnessy,49.238864,-123.151651,4378000,3,4,POINT (-2502086.78526054 6366354.661973522),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,13,72,131,9,3,1,0
963,963,1603 matthews ave,shaughnessy,49.253184,-123.141679,19000000,7,8,POINT (-2500418.98844079 6367358.324810942),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,8,43,141,8,0,0,0
964,964,1350 w 32nd ave,shaughnessy,49.243717,-123.136418,11888000,8,9,POINT (-2500729.987624471 6366151.844488393),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,7,26,90,7,0,0,0
965,965,3290 cypress street,shaughnessy,49.256513,-123.148065,5498000,4,4,POINT (-2500612.345990957 6367990.295883113),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,4,61,205,4,0,0,0
966,966,1020 wolfe avenue,shaughnessy,49.25248,-123.128293,5990000,9,6,POINT (-2499574.56110378 6366673.600530492),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,19,51,180,11,8,0,0
967,967,1987 w 35th avenue,shaughnessy,49.240294,-123.151083,6888000,6,6,POINT (-2501948.787291345 6366474.483537016),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,5,61,128,4,0,1,0
968,968,1638 marpole avenue,shaughnessy,49.255328,-123.141728,12990000,5,8,POINT (-2500272.258755723 6367579.220557787),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,9,77,167,8,1,0,0
969,969,1837 matthews avenue,shaughnessy,49.251583,-123.146601,6298000,6,5,POINT (-2500859.59105992 6367420.480545919),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,4,35,121,4,0,0,0
970,970,36 4900 cartier street,shaughnessy,49.240721,-123.136482,2350000,2,3,POINT (-2500943.825599395 6365849.188795893),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,8,33,82,8,0,0,0
971,971,3707 hudson street,shaughnessy,49.252101,-123.134899,7980000,5,4,POINT (-2500042.113742917 6366937.397287074),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,7,shaughnessy,5.545280997,45,8.115008062,5,50,153,5,0,0,0
972,972,788 w 19th ave,south cambie,49.254059,-123.121662,3879000,4,4,POINT (-2499021.422395871 6366531.116568124),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,5,107,248,2,3,0,0
973,973,950 w 17th ave,south cambie,49.255966,-123.126198,2898000,0,1,POINT (-2499190.903284457 6366933.244243885),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,14,92,257,8,5,0,1
974,974,937 w 18th ave,south cambie,49.255551,-123.125406,2850000,5,3,POINT (-2499167.051195256 6366854.663989194),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,18,88,239,8,9,0,1
975,975,756 w 22nd ave,south cambie,49.251345,-123.121503,3998000,4,4,POINT (-2499200.575631738 6366247.015728408),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,3,93,204,3,0,0,0
976,976,638 w 17th ave,south cambie,49.255812,-123.118959,2899999,8,4,POINT (-2498718.388321578 6366586.206634203),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,33,148,253,7,24,0,2
977,977,5650 oak st #208,south cambie,49.234715,-123.127612,849000,2,2,POINT (-2500771.415287523 6364830.342888334),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,15,38,98,12,1,1,1
978,978,871 w 33rd ave,south cambie,49.241609,-123.124533,849900,1,1,POINT (-2500083.686454821 6365392.6167607),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,10,45,96,5,4,1,0
979,979,688 w 29th ave,south cambie,49.244967,-123.120027,4990000,5,4,POINT (-2499547.955658918 6365528.8784077),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,9,48,121,7,1,1,0
980,980,5189 cambie st #501,south cambie,49.237902,-123.116631,2088000,3,3,POINT (-2499815.055876704 6364652.718514094),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,12,33,92,10,2,0,0
981,981,3379 heather st,south cambie,49.255423,-123.120533,2650000,6,3,POINT (-2498850.671925223 6366618.566695325),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,5,152,253,2,3,0,0
982,982,585 w 26th avenue,south cambie,49.247719,-123.117975,2299900,4,3,POINT (-2499218.514211026 6365715.675064148),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,18,62,136,14,4,0,0
983,983,557 w 26th avenue,south cambie,49.24771,-123.117467,2199900,4,3,POINT (-2499185.219433625 6365691.506149295),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,18,61,133,14,4,0,0
984,984,627 w 39th avenue,south cambie,49.235667,-123.118886,9000000,4,2,POINT (-2500121.93839476 6364527.939267052),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,18,32,87,14,2,2,0
985,985,206 528 w king edward avenue,south cambie,49.248669,-123.11692,799000,1,1,POINT (-2499081.645925241 6365764.294168135),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,19,62,134,15,4,0,0
986,986,505 3228 tupper street,south cambie,49.256398,-123.115578,699900,1,1,POINT (-2498451.692309876 6366491.252248629),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,46,144,246,12,31,0,3
987,987,ph2 668 w 16th avenue,south cambie,49.256719,-123.119065,1258800,2,2,POINT (-2498662.048877493 6366683.568638441),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,30,169,255,10,18,0,2
988,988,563 w 26th avenue,south cambie,49.248237,-123.117478,2133900,3,3,POINT (-2499149.110188432 6365745.766550414),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,18,62,135,14,4,0,0
989,989,756 w 26th avenue,south cambie,49.247789,-123.121506,1698000,2,4,POINT (-2499449.415048355 6365884.436369663),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,11,58,126,3,6,1,1
990,990,3728 heather street,south cambie,49.252237,-123.119876,3728000,6,4,POINT (-2499029.571851101 6366263.530853574),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,2,95,228,2,0,0,0
991,991,950 w 17th avenue,south cambie,49.255966,-123.126198,2898000,0,2,POINT (-2499190.903284457 6366933.244243885),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,14,92,257,8,5,0,1
992,992,688 w 29th avenue,south cambie,49.244967,-123.120027,4990000,5,4,POINT (-2499547.955658918 6365528.8784077),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,6,south cambie,2.693112989,21,7.797667637,9,48,121,7,1,1,0
993,993,231 e pender st #209,strathcona,49.280617,-123.098724,478000,1,1,POINT (-2495633.905658066 6368190.489054628),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,81,234,383,24,53,0,4
994,994,730 hawks ave,strathcona,49.277678,-123.08707,1299000,3,3,POINT (-2495061.621818706 6367357.962168005),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,11,41,178,9,2,0,0
995,995,431 heatley ave,strathcona,49.280531,-123.089821,1599900,2,3,POINT (-2495045.866565857 6367774.70314339),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,19,66,188,14,5,0,0
996,996,646 union st,strathcona,49.277229,-123.090532,1690000,4,2,POINT (-2495324.022281567 6367470.419153224),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,9,99,204,7,2,0,0
997,997,548 georgia st e #2,strathcona,49.278177,-123.092362,1388000,3,2,POINT (-2495379.902194239 6367650.768290068),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,12,149,230,9,3,0,0
998,998,762 e pender st,strathcona,49.279895,-123.088165,1698000,3,3,POINT (-2494979.801815978 6367634.139310984),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,18,47,181,14,4,0,0
999,999,1133 keefer st,strathcona,49.279386,-123.080493,1490000,5,2,POINT (-2494503.401033212 6367231.579265695),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,15,44,127,11,4,0,0
1000,1000,548 georgia st e #1,strathcona,49.278177,-123.092362,799000,2,2,POINT (-2495379.902194239 6367650.768290068),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,12,149,230,9,3,0,0
1001,1001,1152 georgia st e,strathcona,49.277968,-123.08008,2550000,5,4,POINT (-2494574.887384313 6367068.067449922),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,15,45,152,8,7,0,0
1002,1002,110 prior st,strathcona,49.276483,-123.098475,1299000,3,3,POINT (-2495906.202196858 6367757.48135186),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,97,208,399,49,45,0,3
1003,1003,983 hastings st e #202,strathcona,49.28134,-123.084033,669000,2,1,POINT (-2494603.129873717 6367592.665938641),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,14,42,79,10,4,0,0
1004,1004,1204 983 e hastings street,strathcona,49.281639,-123.078845,724900,1,1,POINT (-2494236.056546418 6367386.075490851),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,14,48,124,9,4,0,1
1005,1005,268 w 1st avenue,strathcona,49.268485,-123.098107,774900,1,1,POINT (-2496440.57213916 6366924.897396512),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,23,180,336,13,10,0,0
1006,1006,409 289 alexander street,strathcona,49.284431,-123.09843,825000,1,2,POINT (-2495347.736898692 6368566.01866926),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,41,156,353,15,23,0,3
1007,1007,1161 keefer street,strathcona,49.279381,-123.079889,2399000,5,5,POINT (-2494463.443450962 6367203.467023003),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,16,44,132,10,6,0,0
1008,1008,730 hawks avenue,strathcona,49.277678,-123.08707,1299000,3,3,POINT (-2495061.621818706 6367357.962168005),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,11,41,178,9,2,0,0
1009,1009,1128 e pender street,strathcona,49.280291,-123.080584,1175000,2,2,POINT (-2494446.258280582 6367328.047911433),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,15,43,113,11,4,0,0
1010,1010,803 983 e hastings street,strathcona,49.281393,-123.08681,599900,1,1,POINT (-2494784.727824241 6367724.993171809),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,15,39,149,10,5,0,0
1011,1011,209 231 e pender street,strathcona,49.280617,-123.098724,478000,1,1,POINT (-2495633.905658066 6368190.489054628),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,19,strathcona,5.404318387,19,3.515707003,81,234,383,24,53,0,4
1012,1012,453 e 47th ave,sunset,49.227715,-123.095493,1828000,2,2,POINT (-2499114.640058322 6362645.993855224),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,4,102,137,4,0,0,0
1013,1013,445 e 57th ave #2,sunset,49.218602,-123.09638,1478000,5,4,POINT (-2499810.558366603 6361756.653528296),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,0,63,117,0,0,0,0
1014,1014,275 e 65th ave,sunset,49.211978,-123.100764,1999900,4,4,POINT (-2500566.406133685 6361281.315451591),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,14,31,54,9,4,0,1
1015,1015,474 e 43rd ave #204,sunset,49.230805,-123.094791,429000,1,1,POINT (-2498851.858595052 6362929.175227565),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,22,97,142,12,8,0,2
1016,1016,198 e 44th ave,sunset,49.230136,-123.1019,1250000,3,3,POINT (-2499373.640591457 6363186.19193273),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,17,44,135,14,2,0,1
1017,1017,6384 windsor st,sunset,49.226523,-123.084808,1980000,6,3,POINT (-2498483.793417722 6362035.545806179),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,6,89,127,6,0,0,0
1018,1018,352 w 62nd ave,sunset,49.214071,-123.099064,1249900,2,2,POINT (-2500306.525139479 6361417.099909477),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,14,38,75,10,3,0,1
1019,1019,603 e 57th ave,sunset,49.218537,-123.092892,2998000,7,6,POINT (-2499581.933996822 6361590.412676351),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,8,52,118,7,1,0,0
1020,1020,8006 chester st,sunset,49.212378,-123.089172,1980000,5,4,POINT (-2499763.419704441 6360791.643267527),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,14,23,70,10,4,0,0
1021,1021,40 e 46th ave #1,sunset,49.228272,-123.104959,2149000,5,4,POINT (-2499708.302180682 6363135.992180943),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,13,44,84,9,3,0,1
1022,1022,1362 e 60th ave,sunset,49.215236,-123.078257,1580000,5,2,POINT (-2498834.04060738 6360583.994467),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,14,26,71,12,2,0,0
1023,1023,288 e 59th ave,sunset,49.216461,-123.100018,3288000,8,8,POINT (-2500203.32720919 6361704.659879464),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,9,33,90,7,2,0,0
1024,1024,812 e 51st ave,sunset,49.223276,-123.087828,1249000,4,3,POINT (-2498912.421756409 6361842.339829589),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,26,64,126,11,12,0,3
1025,1025,250 e 54th ave,sunset,49.220757,-123.100626,1498000,4,4,POINT (-2499943.821183412 6362170.873152986),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,12,35,119,7,4,0,1
1026,1026,433 sw marine dr #501,sunset,49.211409,-123.096518,918000,2,2,POINT (-2500322.270768549 6361028.912216607),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,6,33,53,3,3,0,0
1027,1027,1290 e 48th ave,sunset,49.225929,-123.080296,2198000,7,4,POINT (-2498223.702585874 6361768.557517633),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,15,38,127,12,2,0,1
1028,1028,758 e 60th ave #1,sunset,49.21538,-123.089055,1188000,3,3,POINT (-2499545.929424439 6361092.666789296),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,10,27,92,8,2,0,0
1029,1029,625 e 44th ave,sunset,49.230373,-123.092097,1750000,7,6,POINT (-2498702.012324817 6362761.84571009),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,45,82,135,16,27,0,2
1030,1030,453 e 47th avenue,sunset,49.227715,-123.095493,1828000,2,2,POINT (-2499114.640058322 6362645.993855224),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,4,102,137,4,0,0,0
1031,1031,1362 e 60th avenue,sunset,49.215236,-123.078257,1580000,5,2,POINT (-2498834.04060738 6360583.994467),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,14,26,71,12,2,0,0
1032,1032,250 e 54th avenue,sunset,49.220757,-123.100626,1498000,4,4,POINT (-2499943.821183412 6362170.873152986),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,12,35,119,7,4,0,1
1033,1033,1290 e 48th avenue,sunset,49.225929,-123.080296,2198000,7,4,POINT (-2498223.702585874 6361768.557517633),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450,20,sunset,8.137247623,32,3.932533638,15,38,127,12,2,0,1
