,street address,Zip/Postal Code,Latitude,Longitude,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area
621,37 Vine Ave,M6P1V6,43.66642,-79.466366,High Park,West Toronto,1199000,4 bds,3 ba,,0,0,3,3,60,3,41,11,0,19,0,0,0,0,2
622,25 Janus Ct,M2H1S3,43.807397,-79.369761,Hillcrest Village,North York,3688000,5 bds,7 ba,"5,300 sqft",0,0,4,0,29,0,0,1,0,2,0,0,0,0,1
623,19 Hedgewood Rd,M2L1L4,43.743342,-79.397858,Silver Hills,North York,5380000,5 bds,5 ba,,0,1,1,0,35,0,0,2,0,5,0,0,0,0,0
624,500 Donlands Ave,M4J3S7,43.696155,-79.346168,East Toronto,East York,799900,3 bds,2 ba,,0,0,2,1,57,1,7,3,0,2,0,0,0,0,0
625,435 Meadowvale Rd,M1C1S6,43.78853,-79.161669,Highland Creek,Scarborough,969900,3 bds,5 ba,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
626,133 Cordella Ave,M6N2K1,43.679261,-79.4857,The Junction North,York,899000,6 bds,1 ba,,0,0,7,1,49,1,5,2,0,3,0,0,0,0,0
627,97 Post Rd,M3B1J3,43.738724,-79.367822,Don Mills North,North York,8888000,7 bds,10 ba,,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0
628,7 Wortham Dr,M1G1W5,43.762929,-79.224939,Woburn,Scarborough,1149000,6 bds,2 ba,,0,0,8,2,28,0,8,2,0,25,0,0,0,0,1
629,25 Lower Simcoe St #318,M5J3A1,43.641411,-79.383308,Harbourfront East,Downtown Toronto,969000,3 bds,2 ba,,0,3,0,10,31,19,109,77,0,159,0,0,0,0,6
630,503 Beecroft Rd #905,M2N0A2,43.778232,-79.417772,Willowdale South,North York,663000,2 bds,2 ba,,0,1,6,1,61,1,68,19,0,14,0,0,0,0,1
631,52 Forest Manor Rd #521,M2J0E2,43.772384,-79.344395,Fairview,North York,629900,2 bds,2 ba,,0,1,4,2,40,0,2,3,0,16,0,0,0,0,0
632,30 Herons Hill Way #506,M2J0A7,43.774938,-79.335458,Fairview,North York,668000,2 bds,2 ba,,0,0,3,1,16,1,11,4,0,19,0,0,0,0,0
633,25 Bamburgh Cir #929,M1W3W2,43.815497,-79.325582,L'Amoreaux West,Scarborough,460000,2 bds,2 ba,,0,0,3,2,29,0,24,0,0,0,0,0,0,0,0
634,13 Riverlea Rd,M9P2B1,43.699382,-79.522934,Westmount,Etobicoke,2088000,4 bds,4 ba,,0,0,1,0,46,0,7,6,0,11,0,0,0,0,1
635,70 Annie Craig Dr #807,M8V0G2,43.624739,-79.478962,Humber Bay Shores,Etobicoke,889900,3 bds,2 ba,,0,0,1,1,23,0,12,8,0,9,0,0,0,0,0
636,50 Merchant Ln #105,M6P4J6,43.656875,-79.445518,High Park,West Toronto,808800,3 bds,2 ba,,0,3,4,5,38,11,30,20,0,28,0,0,0,0,1
637,2 Dailing Gate #19,M1B1Z8,43.791144,-79.229702,Rouge,Scarborough,599000,4 bds,3 ba,,0,0,8,1,41,0,5,4,0,5,0,0,0,0,0
638,61 Fulbert Cres,M1S1C5,43.790312,-79.287079,Agincourt,Scarborough,1648000,6 bds,4 ba,,0,1,3,0,43,0,2,0,0,7,0,0,0,0,0
639,435 Middlefield Rd #56,M1S5W1,43.808839,-79.256579,Agincourt,Scarborough,848800,4 bds,4 ba,,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0
640,10 Edgecliff Golfway #317,M3C3A3,43.719222,-79.326516,Flemingdon Park,North York,560000,3 bds,2 ba,"1,100 sqft",0,0,2,1,31,0,3,1,0,2,0,0,0,0,0
641,460 Adelaide St E #820,M5A0E7,43.652787,-79.3668,Harbourfront,Downtown Toronto,675000,1 bd,2 ba,,0,0,9,8,68,10,72,40,0,38,0,0,0,0,1
642,203 Medland St,M6P2N6,43.66441,-79.466577,High Park,West Toronto,1998000,4 bds,6 ba,,0,0,5,1,62,3,38,9,0,9,0,0,0,0,2
643,21 Markbrook Ln #407,M9V5E4,43.758626,-79.587586,Albion Gardens,Etobicoke,569999,2 bds,2 ba,,0,0,2,1,17,0,3,0,0,2,0,0,0,0,1
644,3 Marine Parade Dr #808,M8V3Z5,43.630233,-79.47622,Humber Bay Shores,Etobicoke,499000,2 bds,2 ba,,0,0,0,0,19,0,8,7,0,7,0,0,0,0,0
645,4 Park Vis #1006,M4B3M8,43.697968,-79.299349,Woodbine Gardens,East York,565000,2 bds,2 ba,,0,0,4,0,53,0,0,0,0,1,0,0,0,0,0
646,135 Village Green Sq #418,M1S0G4,43.777872,-79.280751,Agincourt,Scarborough,549000,2 bds,2 ba,,0,1,0,1,28,0,8,5,0,9,0,0,0,0,0
647,61 Markbrook Ln #509,M9V5E7,43.759225,-79.585149,Albion Gardens,Etobicoke,549000,2 bds,2 ba,,0,0,2,1,17,0,3,0,0,2,0,0,0,0,1
648,67 Lake Promenade,M8W1A2,43.590523,-79.522767,Alderwood,Etobicoke,9200000,5 bds,9 ba,,0,0,11,0,6,1,8,6,0,18,0,0,0,0,0
649,296 Torresdale Ave #17,M2R3N3,43.7896,-79.45287,Willowdale West,North York,699000,4 bds,4 ba,,0,0,3,2,31,0,8,2,0,8,0,0,0,0,0
650,262 Senlac Rd,M2R1P8,43.770953,-79.428126,Willowdale West,North York,3149995,6 bds,6 ba,,0,0,4,0,25,0,0,1,0,1,0,0,0,0,0
651,32 Forest Manor Rd #416,M2J0C2,43.771726,-79.344794,Fairview,North York,688888,2 bds,2 ba,809 sqft,0,1,5,2,41,0,2,3,0,16,0,0,0,0,0
652,423 Guildwood Pkwy,M1E1R3,43.750362,-79.185067,Guildwood,Scarborough,2999990,5 bds,6 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,470 Front St W #1301,M5V0V6,43.642512,-79.395988,CN Tower,Downtown Toronto,724900,1 bd,1 ba,,0,0,3,12,9,21,135,51,0,71,0,0,0,0,6
654,3237 Bayview Ave #510,M2K0G1,43.790112,-79.392793,Bayview Village,North York,599000,2 bds,2 ba,,0,0,4,1,35,0,0,0,0,0,0,0,0,0,0
655,25 Broadway Ave UNIT 1105,M4P1T7,43.709918,-79.395912,Davisville North,Central Toronto,688000,2 bds,1 ba,,0,1,5,10,59,7,69,31,3,56,0,0,0,0,4
656,70 Thomas Mulholland Dr #8,M3K0A5,43.73587,-79.478063,CFB Toronto,North York,1387888,5 bds,4 ba,,0,0,4,0,16,0,2,0,0,2,0,0,0,0,0
657,15 B Medford Ave,M1L4G1,43.695692,-79.271575,Clairlea,Scarborough,1399900,4 bds,4 ba,,0,0,0,0,56,4,6,1,0,1,0,0,0,0,0
658,106 Yardley Ave,M4B2B1,43.713354,-79.300924,Woodbine Gardens,East York,1275000,3 bds,3 ba,,0,0,5,0,46,0,7,0,0,4,0,0,0,0,1
659,129 McMahon Dr #TOWNHOUSE 03,M2K0C2,43.767654,-79.371136,Bayview Village,North York,1368000,3 bds,4 ba,,0,3,1,0,33,0,3,4,0,4,0,0,0,0,0
660,73 Richmond St W #L02,M5H4E8,43.650733,-79.382286,Adelaide,Downtown Toronto,379000,Studio,1 ba,,0,8,28,12,63,38,245,148,0,285,0,0,0,0,11
661,213 Macdonell Ave,M6R2A4,43.64631,-79.439954,Parkdale,West Toronto,1399900,4 bds,2 ba,,0,0,10,6,23,7,46,23,0,26,0,0,0,0,3
662,38 Dan Leckie Way #1607,M5V2V6,43.637492,-79.398104,CN Tower,Downtown Toronto,628000,2 bds,1 ba,,0,0,2,7,12,6,53,25,0,18,0,0,0,0,3
663,11 Charlotte St #402,M5V0M6,43.646378,-79.39367,CN Tower,Downtown Toronto,575000,1 bd,1 ba,,0,2,11,13,7,28,188,72,0,130,0,0,0,0,6
664,9 Michael Power Pl E #615,M9A0A5,43.644663,-79.529405,Islington Avenue,Etobicoke,499000,1 bd,1 ba,,0,1,2,2,68,3,18,6,1,18,0,0,0,0,0
665,3220 Sheppard Ave E #1506,M1T3K3,43.777968,-79.312305,Clarks Corners,Scarborough,508000,1 bd,1 ba,,0,0,3,1,36,0,2,1,0,3,0,0,0,0,1
666,8 Tippett Rd #801,M3H0E7,43.732384,-79.446637,Bathurst Manor,North York,509000,1 bd,1 ba,,0,2,4,0,55,0,6,6,0,26,0,0,0,0,0
667,3 Everson Dr #528,M2N7C2,43.756938,-79.406496,Willowdale South,North York,559000,1 bd,1 ba,,0,1,0,5,37,0,16,9,0,25,0,0,0,0,0
668,121 Ford St #109,M6N3A1,43.673343,-79.462184,The Junction North,York,960000,2 bds,3 ba,,0,0,3,2,43,3,32,12,0,16,0,0,0,0,1
669,20 Tubman Ave #2307,M5A0M8,43.660593,-79.359349,Harbourfront,Downtown Toronto,559999,2 bds,1 ba,,2,0,6,6,29,1,29,15,0,13,0,0,0,0,0
670,19 Western Battery Rd #2310,M6K3N9,43.63957,-79.411329,Brockton,West Toronto,599999,3 bds,2 ba,,0,1,1,5,27,6,49,28,0,25,0,0,0,0,2
671,111 3rd St,M8V2Y1,43.603827,-79.501393,Humber Bay Shores,Etobicoke,999988,3 bds,2 ba,,0,0,4,1,16,0,16,2,0,13,0,0,0,0,1
672,45 Strader Ave,M6C1R1,43.693481,-79.44039,Humewood-Cedarvale,York,699999,3 bds,2 ba,,0,1,6,0,50,0,18,7,0,16,0,0,0,0,0
673,224 Coronation Dr,M1E2J4,43.762523,-79.181993,Guildwood,Scarborough,989000,3 bds,2 ba,,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1
674,8 Rosebank Dr #16H,M1B5Z3,43.791844,-79.237284,Rouge,Scarborough,539000,2 bds,1 ba,,0,0,4,2,44,0,7,2,0,9,0,0,0,0,0
675,28 Empress Ave #1916,M2N6Z7,43.769982,-79.411745,Willowdale South,North York,779900,2 bds,2 ba,,0,2,7,4,30,0,68,21,1,33,0,0,0,0,1
676,319 Laird Dr,M4G3X7,43.716006,-79.365486,Leaside,East York,1499999,3 bds,2 ba,,5,0,2,1,30,0,6,3,0,4,0,0,0,0,0
677,128 Hazelton Ave #801,M5R2E5,43.674903,-79.39488,The Annex,Central Toronto,8325000,3 bds,4 ba,,0,4,25,3,59,5,69,33,0,30,0,0,0,0,0
678,18 Kipling Grove Ct,M9B0C6,43.662635,-79.551649,Cloverdale,Etobicoke,1299999,3 bds,4 ba,,0,0,6,0,31,0,0,0,0,0,0,0,0,0,0
679,488 Roselawn Ave,M5N1J8,43.70797,-79.414299,Roselawn,Central Toronto,2050000,4 bds,2 ba,,0,0,3,1,34,2,17,6,0,4,0,0,0,0,0
680,3 Sutherland Ave,M4C1R8,43.691634,-79.289858,Woodbine Heights,East York,899000,5 bds,3 ba,,0,1,5,3,61,0,6,3,0,12,0,0,0,0,1
681,33 Edwin Ave,M6P3Z5,43.662925,-79.454429,High Park,West Toronto,2900000,7 bds,10 ba,,0,3,7,3,55,4,16,13,0,17,0,0,0,0,0
682,21 Fusilier Dr,M1L0C2,43.717232,-79.279496,Clairlea,Scarborough,899900,3 bds,3 ba,,0,1,1,1,40,0,1,0,0,0,0,0,0,0,0
683,121 Valley Stream Dr,M1V2A4,43.821396,-79.262866,Agincourt North,Scarborough,799800,5 bds,2 ba,,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0
684,1216 - 801 King Street W,,43.642734,-79.40707,Niagara,,595000,1,1,,0,0,2,6,25,11,77,36,0,31,0,0,0,0,4
685,136 Regina Ave,,43.725842,-79.442193,Englemount Lawrence,,1649900,5,2,,0,1,3,0,57,0,0,3,0,1,0,0,0,0,0
686,36 Summerfield Cres,,43.660051,-79.572874,Eringate Centennial West Deane,,1100000,4,2,,0,0,10,0,31,0,0,0,0,2,0,0,0,0,1
687,128 Shropshire Dr,,43.758979,-79.281764,Dorset Park,,1149000,4,2,,0,0,0,0,27,0,10,3,0,2,0,0,0,0,0
688,1233 - 35 Viking Lane,,43.639707,-79.535225,Islington City Centre West,,697800,2,2,,0,2,1,1,75,2,14,8,2,13,0,0,0,0,1
689,2476  Islington Ave,,43.728461,-79.56107,Rexdale Kipling,,1100000,6,4,,0,0,4,1,36,0,8,1,0,4,0,0,0,0,1
690,1901 - 195 McCaul St,,43.6567,-79.392206,Kensington Chinatown,,1905871,3,3,,8,3,83,9,37,17,190,102,0,109,0,0,0,0,4
691,LPh 01 - 10 Meadowglen Pl,,43.774291,-79.229879,Woburn,,598000,3,2,,0,0,7,0,23,0,9,3,0,17,0,0,0,0,0
692,74 Mortimer Ave,,43.684804,-79.353377,Broadview North,,1159000,4,3,,0,1,12,2,56,2,41,14,1,10,0,0,0,0,1
693,161 Parkhurst Blvd,,43.710267,-79.365619,Leaside,,1546499,2,2,,0,0,4,3,45,0,12,6,0,8,0,0,0,0,0
694,802 - 290 Adelaide Street W,,43.647816,-79.391122,Waterfront Communities West,,950000,2,2,,1,3,11,12,11,29,209,96,0,171,0,0,0,0,5
695,D9 - 108 Finch Avenue W,,43.778025,-79.424741,Newtonbrook West,,1100000,4,3,,0,0,10,1,33,0,5,5,0,5,0,0,0,0,1
696,46 Singleton Rd,,43.733528,-79.298509,Wexford Maryvale,,850000,4,2,,0,0,2,2,34,0,1,3,0,8,0,0,0,0,0
697,905 - 398 Front St E,,43.653005,-79.357169,Waterfront Communities East,,819900,2,2,,0,0,3,2,36,2,16,19,0,7,0,0,0,0,0
698,209 - 369 Sorauren Ave,,43.649997,-79.444632,Roncesvalles,,599000,1,1,,0,0,8,6,22,8,34,16,0,24,0,0,0,0,3
699,26 Winona Dr,,43.675393,-79.43073,Wychwood,,1429000,4,2,,0,0,3,2,56,3,38,12,0,12,0,0,0,0,0
700,826 - 35 Bastion St,,43.637197,-79.403572,Niagara,,649000,1,1,,0,0,2,5,17,6,41,21,0,10,0,0,0,0,3
701,5j Brussels Street,,43.626893,-79.491403,Stonegate Queensway,,1199900,3,3,,0,0,3,0,32,0,11,3,0,5,0,0,0,0,0
702,49 - 5 William Jackson Way,,43.600769,-79.512121,New Toronto,,695000,2,2,,0,0,20,0,26,1,15,5,0,9,0,0,0,0,2
703,909 - 7 Lorraine Drive,,43.77874,-79.417139,Willowdale West,,595999,2,1,,0,1,6,1,64,1,69,18,0,14,0,0,0,0,1
704,83 Lascelles Blvd,,43.701853,-79.401854,Yonge Eglinton,,4295000,5,4,,0,2,1,5,70,8,56,24,1,49,0,0,0,0,4
705,608 - 801 Sheppard Ave W,,43.752922,-79.449493,Clanton Park,,589900,2,2,,0,0,4,0,28,0,7,2,0,8,0,0,0,0,0
706,408 - 801 King St W,,43.642734,-79.40707,Niagara,,599000,2,1,,0,0,2,6,25,11,77,36,0,31,0,0,0,0,4
707,1301 - 10 Park Lawn Rd,,43.623213,-79.483931,Mimico,,889999,2,2,,0,0,2,1,27,0,15,10,0,15,0,0,0,0,0
708,8 - 275 Van Dusen Boulevard,,43.63981,-79.529475,Islington City Centre West,,1099000,3,2,,0,2,1,2,65,2,10,6,2,14,0,0,0,0,1
709,501 - 2045 Lake Shore Blvd W,,43.637539,-79.399222,Mimico,,875000,2,2,,0,0,2,6,11,8,56,25,0,17,0,0,0,0,4
710,254 Salem Ave,,43.667018,-79.434545,Dovercourt Wallace Emerson Junction,,1099000,3,3,,0,1,3,4,60,7,26,12,0,23,0,0,0,0,2
711,216 Wallace Ave,,43.662268,-79.445568,Dovercourt Wallace Emerson Junction,,999999,3,2,,0,2,4,7,54,6,19,15,0,18,0,0,0,0,1
712,478 Merton St,,43.699434,-79.38152,Mount Pleasant East,,1399000,3,2,,0,0,4,0,41,1,32,5,0,5,0,0,0,0,1
713,501 - 2464 Weston Rd,,43.708257,-79.534202,Weston,,449900,1,1,,0,0,0,1,30,0,4,1,0,4,0,0,0,0,0
714,304 Withrow Avenue,,43.672677,-79.340596,Blake Jones,,1199000,4,2,,0,2,8,4,44,2,23,17,0,23,0,0,0,0,0
715,2809 - 2 Sonic Way,,43.719497,-79.336408,Flemingdon Park,,499900,1,1,,0,0,0,1,35,0,7,0,0,4,0,0,0,0,1
716,105 - 7 Watkinson Avenue,,43.665107,-79.460013,Junction Area,,999999,3,2,,0,0,6,1,55,3,21,10,0,9,0,0,0,0,1
717,2510 - 1926 Lake Shore Boulevard W,,43.635856,-79.467386,South Parkdale,,1199900,3,2,,0,0,0,0,24,0,0,1,0,1,0,0,0,0,0
718,79 Elder Avenue,,43.598997,-79.527244,Long Branch,,1198500,3,2,,0,0,12,0,20,3,10,5,0,22,0,0,0,0,0
719,340 Mortimer Avenue,,43.688028,-79.339301,Danforth Village East York,,1275000,4,2,,0,1,2,2,62,2,15,6,0,6,0,0,0,0,0
720,506 - 760 The Queensway S,,43.626178,-79.504717,Stonegate Queensway,,515000,2,1,,0,0,7,0,39,2,21,4,1,14,0,0,0,0,1
721,411 - 10 De Boers Drive,,43.75177,-79.463834,York University Heights,,729000,3,2,,0,1,1,1,46,0,4,3,0,6,0,0,0,0,0
722,1004 - 125 George Appleton Way,,43.725725,-79.479422,Downsview Roding Cfb,,649999,3,2,,0,0,4,1,27,0,3,2,0,8,0,0,0,0,1
723,89 Cree Ave,,43.731936,-79.228243,Cliffcrest,,999900,4,2,,0,1,8,0,26,1,4,0,0,2,0,0,0,0,1
724,101 Harewood Ave,,43.722271,-79.234402,Cliffcrest,,899000,2,1,,0,0,9,2,40,1,9,0,0,6,0,0,0,0,1
725,4703 - 35 Balmuto St,,43.669472,-79.387488,Bay Street Corridor,,1399000,2,3,,2,4,48,10,71,12,123,62,0,85,0,0,0,0,2
726,2103 - 60 Brian Harrison Way,,43.774024,-79.258007,Bendale,,549900,2,1,,0,0,1,2,57,0,6,10,0,38,0,0,0,0,3
727,3002 - 20 Bruyeres Mews,,43.637552,-79.4008,Niagara,,1099000,2,2,,0,0,2,6,13,8,51,26,0,15,0,0,0,0,3
728,1005 - 8 Dovercourt Rd,,43.641637,-79.421844,Little Portugal,,665000,2,1,,0,1,3,7,39,8,79,31,0,32,0,0,0,0,2
729,1707 - 2020 Bathrust St,,43.700578,-79.425623,Forest Hill South,,469000,1,1,,0,0,3,1,48,1,17,3,0,6,0,0,0,0,1
730,2034 - 3043 Finch Ave,,43.746064,-79.563237,Humbermede,,469000,2,1,,0,0,6,1,20,0,8,1,0,4,0,0,0,0,1
731,165 Armour Blvd,,43.742751,-79.430794,Lansing Westgate,,2850000,6,4,,0,0,2,0,25,0,10,2,0,5,0,0,0,0,0
732,901 - 100 Quebec Ave,,43.655658,-79.46824,High Park North,,1149900,3,2,,0,3,5,0,40,4,11,6,0,10,0,0,0,0,1
733,140 - 1173 Dundas St E,,43.664423,-79.34184,South Riverdale,,949900,1,2,,0,0,6,3,26,3,43,21,0,21,0,0,0,0,0
734,206 - 5 Greystone Walk Dr,,43.645415,-79.387361,Kennedy Park,,498000,3,2,,0,4,6,14,23,27,166,95,0,183,0,0,0,0,7
735,329 - 155 Merchants' Wharf Avenue,,43.646203,-79.361412,Waterfront Communities East,,750000,1,1,,0,0,1,2,49,2,18,18,0,13,0,0,0,0,0
736,3007 - 181 Wynford Dr,,43.725064,-79.328704,Banbury Don Mills,,759900,3,2,,0,0,0,0,28,0,2,1,0,1,0,0,0,0,0
737,3 Clayhall Cres,,43.751371,-79.499078,York University Heights,,1149000,4,2,,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0
738,10 - 1321 Gerrard St E,,43.67114,-79.326224,Greenwood Coxwell,,750000,2,1,,0,0,3,2,29,0,16,4,0,5,0,0,0,0,0
740,15 Braddock Road,,43.719486,-79.584801,West Humber Clairville,,959900,4,2,,0,0,1,0,23,0,0,1,0,2,0,0,0,0,0
741,712 - 159 Dundas Street N,,43.657124,-79.375394,Church Yonge Corridor,,538000,1,1,,0,4,47,14,48,20,146,87,0,154,0,0,0,0,8
742,51 - 5 William Jackson Way,,43.600769,-79.512121,New Toronto,,806000,2,2,,0,0,20,0,26,1,15,5,0,9,0,0,0,0,2
743,818 - 323 Richmond St E,,43.653384,-79.368447,Moss Park,,899000,2,2,,0,0,7,8,64,13,89,41,0,51,0,0,0,0,3
744,27 Cameo Cres,,43.677017,-79.491542,Rockcliffe Smythe,,995000,7,3,,0,0,5,1,51,0,2,0,0,5,0,0,0,0,0
745,48 Shaftesbury Ave,,43.682521,-79.38967,Rosedale Moore Park,,3445000,4,5,,0,2,5,2,35,2,40,14,0,14,0,0,0,0,3
746,96 King High Ave,,43.740725,-79.446355,Clanton Park,,1599900,7,5,,0,1,4,0,28,0,5,1,0,1,0,0,0,0,0
747,10 Dearbourne Ave,,43.675665,-79.357432,North Riverdale,,1189000,5,2,,0,1,15,2,20,3,35,15,1,12,0,0,0,0,1
748,212 - 5 Richgrove Dr,,43.676833,-79.564206,Willowridge Martingrove Richview,,679000,2,2,,0,0,5,0,38,0,0,3,0,2,0,0,0,0,0
749,9 Joseph Salsberg Lane,,43.644349,-79.404053,Niagara,,1300000,3,2,,0,0,4,6,18,12,116,48,0,61,0,0,0,0,4
750,193 Brickworks Lane,,43.675683,-79.469543,Junction Area,,914900,3,4,,0,0,1,3,52,2,19,3,0,19,0,0,0,0,1
751,709 - 2191 Yonge St,,43.705666,-79.39739,Mount Pleasant West,,549800,2,1,,0,2,6,11,78,10,71,32,3,63,0,0,0,0,5
752,1201 - 195 Redpath Avenue,,43.7101,-79.393425,Mount Pleasant West,,557000,2,1,,0,1,6,10,60,7,67,29,3,51,0,0,0,0,4
753,76 Highhill Drive,,43.776605,-79.311642,Tam O'shanter Sullivan,,1080000,4,4,,0,0,3,1,29,0,2,1,0,3,0,0,0,0,1
754,413 - 600 Fleet St W,,43.636698,-79.400078,Niagara,,449000,1,1,,0,0,1,6,12,8,44,22,0,17,0,0,0,0,3
755,78 Ashridge Dr,,43.815736,-79.268628,Agincourt North,,998000,5,3,,0,0,8,0,34,0,7,0,0,0,0,0,0,0,0
756,3632a St Clair Avenue E,,43.709125,-79.293489,Cliffcrest,,699900,4,4,,0,0,3,0,59,0,4,1,0,4,0,0,0,0,1
757,3306 - 14 York St,,43.641931,-79.381365,Waterfront Communities West,,699000,2,1,,0,4,0,10,37,20,104,80,0,162,0,0,0,0,6
758,681 Scarlett Rd,,43.694225,-79.51913,Humber Heights,,1650000,6,4,,0,1,2,0,36,0,9,5,0,11,0,0,0,0,1
759,208 Holmes Ave,,43.781146,-79.399927,Willowdale East,,3350000,7,7,,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0
760,718 - 30 Meadowglen Pl,,43.774774,-79.230498,Woburn,,599000,2,2,,0,0,7,0,28,0,9,3,0,19,0,0,0,0,0
761,Th5 - 118 Finch Avenue,,43.833506,-79.1526,Newtonbrook West,,899000,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,824 - 231 Fort York Blvd,,43.636971,-79.406075,Niagara,,619000,2,1,,0,0,1,5,18,4,26,18,0,16,0,0,0,0,3
763,195 Brookdale Ave,,43.728471,-79.409622,Lawrence Park North,,1995000,3,4,,0,1,0,3,44,1,18,12,0,12,0,0,0,0,3
764,671a - 671 Browns Line,,43.59841,-79.543717,Alderwood,,1298000,4,2,,0,0,2,0,27,3,9,6,0,9,0,0,0,0,1
765,1517 - 87 Peter St,,43.646776,-79.392435,Waterfront Communities West,,635000,2,1,,0,2,11,11,7,31,187,78,0,140,0,0,0,0,5
766,301 - 200 Manitoba Street,,43.634873,-79.420868,Mimico,,879999,2,2,,0,1,0,4,27,4,25,12,0,23,0,0,0,0,0
767,1220 - 460 Adelaide Street E,,43.652787,-79.3668,Moss Park,,499900,1,1,,0,0,9,8,68,10,72,40,0,38,0,0,0,0,1
768,301 - 1350 York Mills Rd,,43.763222,-79.319141,Parkwoods Donalda,,549900,2,1,,0,0,6,0,34,1,2,3,0,8,0,0,0,0,1
769,501 Palmerston Boulevard,,43.662755,-79.412626,Palmerston Little Italy,,3199000,7,3,,0,2,14,4,32,13,138,35,0,35,0,0,0,0,1
770,3905 - 117 Mcmahon Drive,,43.767209,-79.370405,Bayview Village,,650000,1,1,,0,3,1,0,33,0,3,4,0,4,0,0,0,0,0
771,Ph120 - 460 Adelaide St E,,43.652787,-79.3668,Moss Park,,1038888,3,2,,0,0,9,8,68,10,72,40,0,38,0,0,0,0,1
772,2107 - 1 Palace Pier Crt,,43.631482,-79.472638,Mimico,,665000,2,1,,0,0,0,0,26,0,5,4,0,4,0,0,0,0,0
773,2014 - 1001 Bay St,,43.665465,-79.387068,Bay Street Corridor,,1050000,2,2,,6,6,60,15,75,17,150,91,0,120,0,0,0,0,3
774,Th05 - 101 Erskine Ave,,43.711659,-79.39535,Mount Pleasant West,,2100000,4,4,,0,1,5,10,58,7,54,27,3,51,0,0,0,0,4
775,428 - 12 Douro Street,,43.640766,-79.412339,Niagara,,899000,3,2,,0,1,2,4,30,7,57,35,0,26,0,0,0,0,2
776,2201 - 70 Forest Manor Rd,,43.689144,-79.404683,Henry Farm,,599000,2,2,,0,0,4,2,42,0,8,5,1,6,0,0,0,0,0
777,121 - 7 Kenaston Gardens,,43.767167,-79.386112,Bayview Village,,598999,2,2,,0,1,2,1,26,0,2,3,0,4,0,0,0,0,0
778,205 - 2550 Lawrence Ave E,,43.727297,-79.391084,Dorset Park,,589000,3,2,,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0
779,1604 - 20 Edward St,,43.657059,-79.382187,Bay Street Corridor,,568800,1,1,,6,7,43,16,68,17,192,114,0,214,0,0,0,0,9
780,229 Craven Rd,,43.669466,-79.319759,Greenwood Coxwell,,989000,4,3,,0,0,2,2,29,1,19,5,0,12,0,0,0,0,0
781,11 Ashton Manr,,43.720735,-79.50042,Stonegate Queensway,,2190000,4,2,,0,0,3,1,20,0,7,1,2,2,0,0,0,0,0
782,703 - 55 De Boers Dr,,43.75177,-79.463834,York University Heights,,539000,1,1,,0,1,1,1,46,0,4,3,0,6,0,0,0,0,0
783,137 Benleigh Drive,,43.762537,-79.238934,Woburn,,1299975,7,3,,0,0,5,0,28,0,4,1,0,4,0,0,0,0,0
784,1304 - 330 Mccowan Rd,,43.737512,-79.238359,Eglinton East,,559000,3,2,,0,1,2,1,31,0,5,1,0,1,0,0,0,0,0
785,129 Brookhaven Dr,,43.70416,-79.495728,Brookhaven Amesbury,,999000,5,2,,0,0,6,1,41,0,13,2,0,9,0,0,0,0,0
786,321 - 451 The West Mall,,43.645415,-79.387361,Etobicoke West Mall,,585000,2,1,,0,4,6,14,23,27,166,95,0,183,0,0,0,0,7
787,53 Codsell Ave,,43.757679,-79.443357,Bathurst Manor,,1199900,4,3,,0,0,2,1,20,0,6,1,0,7,0,0,0,0,1
788,511 - 3 Everson Dr,,43.756938,-79.406496,Willowdale East,,729000,3,2,,0,1,0,5,37,0,16,9,0,25,0,0,0,0,0
789,1202 Islington Ave,,43.643159,-79.523086,Islington City Centre West,,1199000,3,2,,0,1,11,2,48,2,14,4,0,13,0,0,0,0,0
790,4 Muskox Drive,,43.81036,-79.18447,Rouge,,1410000,4,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,1233 - 15 Merchants' Wharf Road,,43.645111,-79.364299,Waterfront Communities East,,999000,2,2,,0,0,2,5,49,4,30,23,0,23,0,0,0,0,1
792,703 - 355 Bedford Park Avenue,,43.724197,-79.416891,Bedford Park Nortown,,5495000,3,4,,0,0,2,2,30,0,11,4,0,6,0,0,0,0,1
793,8 Blakley Ave,,43.671695,-79.481214,Rockcliffe Smythe,,949800,3,2,,1,0,2,0,43,1,17,6,0,14,0,0,0,0,0
