,street address,Zip/Postal Code,Latitude,Longitude,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area
153,203 Parkmount Rd,M4J4V5,43.682084,-79.32556,East Toronto,East York,799000,4 bds,3 ba,,1,2,5,1,51,2,6,5,0,6,0,0,0,0,0
154,7 Doncaster Ave,M4C1Y4,43.690493,-79.308029,Woodbine Heights,East York,1389000,3 bds,4 ba,,0,3,4,0,59,2,10,7,0,6,0,0,0,0,1
155,42 Charles St E #2810,M4Y0B7,43.669355,-79.384182,Church and Wellesley,Downtown Toronto,649000,1 bd,1 ba,,2,5,49,15,68,16,131,69,0,106,0,0,0,0,3
157,29 Tarsus Cres,M1C3W6,43.79372,-79.183513,Highland Creek,Scarborough,1250000,5 bds,4 ba,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
158,101 Dunloe Rd,M5P2T7,43.696392,-79.413647,Forest Hill North,Central Toronto,13990000,5 bds,7 ba,,0,0,2,2,32,1,17,8,0,7,0,0,0,0,0
159,2 Bellefair Ave UNIT 306,M4L3T8,43.670263,-79.300053,The Beaches West,East Toronto,707000,1 bd,1 ba,,0,0,2,5,26,3,25,5,0,13,0,0,0,0,2
160,225 Sumach St #2511,M5A0P8,43.661007,-79.360355,Harbourfront,Downtown Toronto,749900,2 bds,2 ba,,2,0,6,6,28,1,31,17,0,9,0,0,0,0,0
161,20 Edward St #1719,M5G0C5,43.657059,-79.382187,Central Bay Street,Downtown Toronto,579000,1 bd,1 ba,,6,7,43,16,68,17,192,114,0,214,0,0,0,0,9
162,117 Omni Dr #15,M1P5A5,43.771256,-79.261225,Dorset Park,Scarborough,599900,3 bds,3 ba,,0,0,2,2,43,1,5,10,0,38,0,0,0,0,2
163,8 Telegram Mews #622,M5V3Z5,43.640493,-79.394916,CN Tower,Downtown Toronto,499000,2 bds,2 ba,,0,0,2,10,10,14,112,43,0,64,0,0,0,0,4
164,104 Albany Ave,M5R3C4,43.668716,-79.411569,The Annex,Central Toronto,2790000,5 bds,4 ba,,0,4,12,5,54,5,101,32,0,35,0,0,0,0,1
165,4060 Lawrence Ave E #108,M1E4V4,43.766351,-79.197594,Guildwood,Scarborough,483900,3 bds,3 ba,,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0
166,20 Blue Jays Way #1106,M5V3W6,43.643797,-79.391668,CN Tower,Downtown Toronto,850000,3 bds,2 ba,,0,2,5,9,7,30,161,66,0,126,0,0,0,0,4
167,17 Zorra St #701,M8Z0C8,43.621292,-79.52083,Kingsway Park South West,Etobicoke,469900,1 bd,1 ba,,0,0,0,1,37,1,5,8,0,11,0,0,0,0,0
168,897 Sheppard Ave W #202,M3H2T4,43.751649,-79.455201,Bathurst Manor,North York,489000,1 bd,1 ba,713 sqft,0,1,3,0,50,0,5,2,0,4,0,0,0,0,0
169,77 Charles St W #906,M5S0B2,43.667717,-79.390434,Harbord,Downtown Toronto,2999000,2 bds,2 ba,,2,6,85,10,75,11,115,72,0,82,0,0,0,0,2
170,125 Alicewood Ct,M9V3Y1,43.730833,-79.596435,Albion Gardens,Etobicoke,899999,4 bds,2 ba,940 sqft,1,0,5,1,38,0,1,1,0,6,0,0,0,0,0
171,300 Mill Rd #A31,M9C4W7,43.638084,-79.583984,Bloordale Gardens,Etobicoke,649000,2 bds,2 ba,,0,0,3,0,17,1,0,2,0,2,0,0,0,0,1
172,40 Fern Ave,M6R1K1,43.646039,-79.441856,Parkdale,West Toronto,1799000,4 bds,3 ba,,0,0,10,4,25,8,53,25,0,29,0,0,0,0,3
173,290 Adelaide St W #2405,M5V1N1,43.647816,-79.391122,CN Tower,Downtown Toronto,988000,3 bds,2 ba,,1,3,11,12,11,29,209,96,0,171,0,0,0,0,5
174,78 Harrison Garden Blvd #2305,M2N7E2,43.756049,-79.407113,Willowdale South,North York,978000,3 bds,3 ba,,0,1,0,5,39,0,18,9,0,25,0,0,0,0,0
175,104 Natal Ave,M1N3V6,43.714075,-79.254723,Birch Cliff,Scarborough,1059000,3 bds,2 ba,,0,1,2,2,52,1,3,0,0,6,0,0,0,0,1
176,214 Antibes Dr,M2R3H8,43.781975,-79.448556,Willowdale West,North York,768000,4 bds,3 ba,,0,0,4,0,24,0,0,2,0,0,0,0,0,0,0
177,503 Beecroft Rd #515,M2N0A2,43.778232,-79.417772,Willowdale South,North York,648800,2 bds,1 ba,,0,1,6,1,61,1,68,19,0,14,0,0,0,0,1
178,163 Brickworks Ln,M6N5H8,43.675475,-79.468816,The Junction North,York,910000,3 bds,4 ba,,0,0,0,4,50,2,21,3,0,19,0,0,0,0,1
179,56 Amiens Rd,M1E3S8,43.776434,-79.188258,Guildwood,Scarborough,900000,4 bds,2 ba,,0,0,0,0,0,0,0,6,0,12,0,0,0,0,1
180,50 Ordnance St #1703,M6K0C9,43.639789,-79.409842,Brockton,West Toronto,549900,1 bd,1 ba,,0,0,2,4,28,8,50,30,0,27,0,0,0,0,2
181,140 Brookside Dr,M4E2M2,43.680619,-79.306407,The Beaches,East Toronto,999888,4 bds,3 ba,,0,2,2,1,40,2,10,7,0,2,0,0,0,0,1
182,130 River St #2806,M5A0R8,43.661484,-79.358579,Harbourfront,Downtown Toronto,429900,1 bd,2 ba,,2,0,7,5,23,1,36,15,0,14,0,0,0,0,0
183,2885 Bayview Ave UNIT 717,M2K0A3,43.768608,-79.388063,Bayview Village,North York,689000,2 bds,2 ba,,0,1,3,1,26,0,3,3,0,5,0,0,0,0,0
184,20 Gladstone Ave #417,M6J0E9,43.643481,-79.427721,Little Portugal,West Toronto,729000,2 bds,2 ba,,0,0,4,8,25,7,76,29,0,36,0,0,0,0,2
185,570 Oriole Pkwy,M4R2C2,43.705679,-79.406974,North Toronto West,Central Toronto,2395000,5 bds,4 ba,,0,1,2,3,50,4,29,14,0,24,0,0,0,0,2
186,23 Radwell Cres,M1V2J4,43.81922,-79.289585,Agincourt North,Scarborough,899000,5 bds,4 ba,,0,0,3,0,36,0,13,0,0,0,0,0,0,0,0
187,1603 Eglinton Ave W #504,M6E0A1,43.697042,-79.443072,Caledonia-Fairbanks,York,768000,3 bds,2 ba,,0,1,5,2,49,0,21,3,0,18,0,0,0,0,1
189,48 Gondola Cres,M1G2J3,43.767244,-79.209421,Woburn,Scarborough,899000,4 bds,2 ba,,0,0,6,0,27,0,1,0,0,6,0,0,0,0,2
190,314 Rosemary Rd,M5P3E3,43.696839,-79.421627,Forest Hill North,Central Toronto,10995000,6 bds,9 ba,,0,0,3,1,50,0,13,2,0,6,0,0,0,0,1
191,18 Oaken Gtwy #18,M2P2A1,43.753729,-79.405545,York Mills West,North York,999000,3 bds,2 ba,,0,0,0,3,34,0,10,7,0,10,0,0,0,0,0
192,88 Turtle Island Rd #5,M6A2M7,43.722474,-79.444115,Lawrence Heights,North York,899500,3 bds,3 ba,,0,2,2,1,69,0,2,6,0,30,0,0,0,0,0
193,2 Garden Cir,M4G2X8,43.694975,-79.375138,Leaside,East York,2150000,4 bds,2 ba,,0,0,3,0,25,0,3,2,0,1,0,0,0,0,0
194,4978 Yonge St UNIT 1911,M2N7G8,43.76562,-79.412725,Willowdale South,North York,529900,1 bd,1 ba,,0,2,4,7,32,0,38,20,1,35,0,0,0,0,1
195,18 Earnbridge St,M6K1N3,43.643518,-79.432357,Brockton,West Toronto,1999999,4 bds,4 ba,"2,148 sqft",1,0,7,6,29,6,50,25,0,33,0,0,0,0,2
196,73 Maclean Ave,M4E2Z8,43.670799,-79.290289,The Beaches,East Toronto,2349000,5 bds,5 ba,,0,0,3,3,8,1,23,4,0,8,0,0,0,0,2
197,3 Biggar Ave,M6H2N5,43.678959,-79.433611,Dovercourt Village,West Toronto,1795000,5 bds,3 ba,,0,0,5,1,40,3,40,14,0,13,0,0,0,0,0
198,20 Fletcher Pl,M9R1K6,43.6912,-79.546078,Kingsview Village,Etobicoke,899000,3 bds,2 ba,,0,0,4,0,25,0,1,2,0,1,0,0,0,0,0
199,20 Niagara St #PENTHOUSE 1,M5V3L8,43.642374,-79.400916,CN Tower,Downtown Toronto,6298800,2 bds,3 ba,"4,022 sqft",0,0,3,10,14,13,116,42,0,46,0,0,0,0,6
200,474 Russell Hill Rd,M5P2S7,43.697789,-79.413426,Forest Hill North,Central Toronto,16895000,5 bds,6 ba,,0,0,2,1,33,1,15,7,0,4,0,0,0,0,0
201,1346 Danforth Rd #901,M1J0A9,43.743558,-79.244826,Scarborough Village,Scarborough,475000,2 bds,1 ba,,0,0,3,0,42,0,6,1,0,3,0,0,0,0,1
202,112 Laurel Ave,M1K3J9,43.72521,-79.258113,East Birchmount Park,Scarborough,829900,4 bds,2 ba,,0,2,4,1,46,0,3,0,0,0,0,0,0,0,0
203,20 Joe Shuster Way #202,M6K0A3,43.640144,-79.423917,Brockton,West Toronto,399000,1 bd,1 ba,,0,1,3,6,39,6,64,29,0,29,0,0,0,0,1
204,11 Kingsway Cres,M8X2P9,43.653748,-79.504572,The Kingsway,Etobicoke,7950000,5 bds,7 ba,,0,1,2,0,22,2,8,1,1,4,0,0,0,0,2
205,270 Brighton Ave,M3H4E9,43.757593,-79.458141,Bathurst Manor,North York,1898000,5 bds,3 ba,,0,0,2,0,46,0,7,3,0,8,0,0,0,0,0
206,38 S Kingslea Dr,M8Y2A4,43.641624,-79.496401,Humber Bay,Etobicoke,5000000,5 bds,6 ba,,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0
207,63 Ward St,M6H4A5,43.664115,-79.446402,Dovercourt Village,West Toronto,899900,4 bds,2 ba,,0,2,3,5,64,4,14,13,0,15,0,0,0,0,1
208,816 Lansdowne Ave #1015,M6H4K6,43.665661,-79.447378,Dovercourt Village,West Toronto,580000,1 bd,1 ba,,0,2,4,4,61,2,11,11,0,13,0,0,0,0,1
209,80 Chiswell Cres,M2N6E1,43.780901,-79.391894,Willowdale South,North York,1678000,4 bds,4 ba,,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0
210,6 Esterbrooke Ave #82,M2J2C2,43.779624,-79.352763,Fairview,North York,579000,2 bds,1 ba,,0,1,3,2,43,2,1,3,0,5,0,0,0,0,0
211,160 Howland Ave,M5R3B6,43.670989,-79.411014,The Annex,Central Toronto,2999999,4 bds,4 ba,,0,3,12,5,49,5,81,25,0,29,0,0,0,0,1
212,58 Marine Parade Dr #1110,M8V4G1,43.627469,-79.477128,Humber Bay Shores,Etobicoke,1110000,3 bds,2 ba,"1,275 sqft",0,0,0,1,20,0,11,8,0,9,0,0,0,0,0
213,223 Kennedy Rd,M1N3P4,43.706363,-79.257097,Birch Cliff,Scarborough,699900,4 bds,3 ba,,0,0,2,2,37,1,4,0,0,4,0,0,0,0,1
214,28A Wilberton Rd,M4V1Z3,43.694932,-79.401617,Deer Park,Central Toronto,3848000,5 bds,5 ba,,0,1,2,2,49,5,21,9,1,13,0,0,0,0,2
215,20 Stewart St #204,M5V1H6,43.643775,-79.400667,CN Tower,Downtown Toronto,595900,1 bd,1 ba,,0,0,5,12,11,16,132,50,0,51,0,0,0,0,8
216,17 Maughan Cres,M4L3E4,43.670022,-79.316003,The Beaches West,East Toronto,1749000,3 bds,3 ba,,0,0,2,2,20,1,16,6,0,10,0,0,0,0,0
217,101 Clearbrooke Cir,M9W2E9,43.721799,-79.561522,Northwest,Etobicoke,998800,4 bds,3 ba,,0,0,4,1,27,0,8,0,0,7,0,0,0,0,0
218,85 The Bridle Path,M3C2P1,43.732687,-79.364782,Flemingdon Park,North York,28900000,9 bds,11 ba,,0,0,2,0,22,0,1,0,0,0,0,0,0,0,0
219,85 Emmett Ave #1012,M6M5A2,43.686963,-79.50605,Del Ray,York,499999,4 bds,2 ba,,8,0,3,0,43,0,1,2,0,1,0,0,0,0,0
221,11 Thornwood Rd,M4W2R8,43.681926,-79.385029,Rosedale,Downtown Toronto,20000000,5 bds,8 ba,,0,1,10,1,34,1,22,6,0,4,0,0,0,0,0
222,10 Blakley Ave,M6N3Y5,43.671732,-79.481226,The Junction North,York,548000,3 bds,2 ba,,1,0,2,0,44,1,17,6,0,14,0,0,0,0,0
223,17 Strath Humber Ct,M9A4C8,43.661667,-79.515797,Islington Avenue,Etobicoke,2289000,6 bds,5 ba,,0,0,2,1,25,0,1,2,0,5,0,0,0,0,1
224,7 Appleby Ct,M9B5A1,43.654048,-79.549576,Cloverdale,Etobicoke,16900000,7 bds,9 ba,,0,0,1,0,27,0,1,0,0,4,0,0,0,0,0
225,18 Munro Park Ave,M4E3M3,43.671794,-79.283123,The Beaches,East Toronto,6999000,5 bds,5 ba,,0,0,4,0,2,1,12,3,0,4,0,0,0,0,0
226,7 Brimley Rd S #D78,M1M3W3,43.706276,-79.231863,Cliffcrest,Scarborough,490000,1 bd,2 ba,,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0
227,20/22 Park Lane Cir,M3B1Z7,43.633001,-79.354953,Don Mills North,North York,29990000,8bds,9ba,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
228,19 Country Ln,M2L1E1,43.74036,-79.380766,Silver Hills,North York,19388000,7bds,11ba,,0,0,3,1,24,0,1,2,0,3,0,0,0,0,0
229,88 Forest Heights Blvd,M2L2K8,43.760595,-79.378477,Silver Hills,North York,29800000,8bds,11ba,,0,1,2,0,13,0,0,0,0,0,0,0,0,0,0
230,45 Park Lane Cir,M3C2N3,43.730085,-79.369058,Flemingdon Park,North York,29800000,6bds,9ba,,3,0,10,0,16,0,0,0,0,0,0,0,0,0,0
231,27 South Dr,M4W1R2,43.677229,-79.382582,Rosedale,Downtown Toronto,20800000,6bds,9ba,,0,2,9,6,48,5,49,25,0,33,0,0,0,0,0
232,17 Ardwold Gate,M5R2W1,43.678881,-79.407258,The Annex,Central Toronto,34500000,8bds,11ba,,0,1,6,2,53,1,9,6,0,8,0,0,0,0,0
233,36 Old Colony Rd,M2L2J8,43.758104,-79.382893,Silver Hills,North York,6380000,4bds,4ba,,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0
234,253 Dunvegan Rd,M5P2P5,43.699453,-79.414977,Forest Hill North,Central Toronto,9885000,7bds,9ba,,0,0,3,1,36,1,14,6,0,3,0,0,0,0,0
235,45 Bayview Rdg,M2L1E3,43.741938,-79.387871,Silver Hills,North York,22500000,8bds,10ba,,0,0,2,1,24,0,1,2,0,3,0,0,0,0,0
236,112 Mason Blvd,M5M3E3,43.741214,-79.412096,Bedford Park,North York,4249990,4bds,4ba,,0,1,2,0,37,0,2,3,0,5,0,0,0,0,0
237,220 Victoria St #806,M5B2R6,43.654877,-79.379218,Ryerson,Downtown Toronto,599000,3bds,2ba,,0,5,38,18,59,22,207,126,0,218,0,0,0,0,12
238,27 Devondale Ave,M2R2C9,43.777838,-79.435334,Willowdale West,North York,2388000,4bds,4ba,,0,0,5,0,44,0,1,2,0,4,0,0,0,0,0
239,45 Pegasus Trl,M1G3N6,43.780196,-79.221561,Woburn,Scarborough,1188000,7bds,4ba,,0,0,10,0,8,0,0,3,0,3,0,0,0,0,0
240,73 Fishleigh Dr,M1N1H3,43.701371,-79.245529,Birch Cliff,Scarborough,2580000,5bds,2ba,,0,0,1,3,7,1,4,0,0,4,0,0,0,0,1
241,1 Lake Shore Dr,M8V1Y9,43.601114,-79.497504,Humber Bay Shores,Etobicoke,4250000,4bds,4ba,,0,0,3,1,7,0,11,2,0,11,0,0,0,0,1
242,12 Gradwell Dr,M1M2M9,43.71325,-79.235129,Cliffcrest,Scarborough,2750000,5bds,4ba,,0,0,3,1,20,0,5,0,0,3,0,0,0,0,0
243,79 John St,M9N1J6,43.703998,-79.515164,Weston,York,799000,5bds,2ba,,4,1,6,0,46,0,12,8,0,12,0,0,0,0,1
244,20 Moccasin Trl,M3C1Y7,43.731688,-79.339069,Flemingdon Park,North York,1498800,4bds,3ba,,0,0,2,3,37,1,16,6,0,7,0,0,0,0,0
245,55 Lynnhaven Rd,M6A2K7,43.721312,-79.439612,Lawrence Heights,North York,3269999,6bds,7ba,,0,2,3,1,51,0,1,3,0,4,0,0,0,0,0
246,129 Clansman Blvd,M2H1Y3,43.802346,-79.361476,Hillcrest Village,North York,1399900,4bds,4ba,,0,0,4,1,45,0,1,1,0,2,0,0,0,0,2
247,62 Portico Dr,M1G3R6,43.780543,-79.219347,Woburn,Scarborough,999900,5bds,2ba,,0,0,7,0,6,0,0,2,0,1,0,0,0,0,0
248,579 Indian Rd,M6P2C3,43.65804,-79.456608,High Park,West Toronto,2999999,9bds,5ba,,0,3,7,4,49,5,18,14,0,24,0,0,0,0,1
249,6 Elward Blvd,M1L3L2,43.691459,-79.281882,Clairlea,Scarborough,569900,3bds,2ba,,0,1,3,3,60,0,3,3,0,9,0,0,0,0,1
250,483 Dupont St #103,M6G1Y6,43.672797,-79.415295,Christie,Downtown Toronto,849900,0bds,1ba,,0,2,8,5,52,0,48,22,0,18,0,0,0,0,0
251,55 Regency Sq,M1E1N4,43.752281,-79.194912,Guildwood,Scarborough,1299000,5bds,2ba,,0,0,0,1,2,0,0,1,0,4,0,0,0,0,1
252,30 High Point Rd,M3C2R3,43.731817,-79.368833,Flemingdon Park,North York,28000000,8bds,13ba,,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0
253,200 Murison Blvd UNIT 67,M1B3R9,43.800088,-79.202935,Rouge,Scarborough,499900,3bds,2ba,,0,0,3,1,33,0,0,0,0,1,0,0,0,0,0
254,10 Greenyards Dr,M2M2R6,43.79625,-79.40879,Newtonbrook,North York,1799000,5bds,3ba,,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0
255,23 Elba Ave,M1L4E9,43.699375,-79.274278,Clairlea,Scarborough,499999,3bds,2ba,,0,0,0,0,40,0,1,0,0,1,0,0,0,0,0
256,24 Sophia Dr,M1H1Z4,43.762867,-79.227694,Cedarbrae,Scarborough,799000,3 bds,1 ba,,0,0,5,1,25,0,8,3,0,24,0,0,0,0,1
257,1 Strathgowan Ave #403,M4N0B3,43.718724,-79.400268,Lawrence Park,Central Toronto,1700000,2 bds,3 ba,,0,1,4,4,44,1,19,10,0,7,0,0,0,0,1
258,501 Adelaide St W #909,M5V0R3,43.645422,-79.401295,CN Tower,Downtown Toronto,539900,1 bd,1 ba,,1,0,5,12,13,15,150,60,0,70,0,0,0,0,7
259,15 Helmsdale Cres,M9V3X8,43.747239,-79.603316,Albion Gardens,Etobicoke,1199900,7 bds,4 ba,,0,0,6,0,16,0,1,0,0,9,0,0,0,0,0
260,55 Deanscroft Sq,M1E4W8,43.764897,-79.176426,Guildwood,Scarborough,875000,4 bds,3 ba,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261,191 Parkmount Rd,M4J4V5,43.681804,-79.325548,East Toronto,East York,1139000,4 bds,4 ba,,1,2,5,1,48,2,6,5,0,6,0,0,0,0,0
262,21 Iceboat Ter PENTHOUSE 10,M5V4A9,43.640393,-79.397362,CN Tower,Downtown Toronto,2950000,4 bds,4 ba,,0,0,2,12,10,12,108,41,0,47,0,0,0,0,7
263,78 Carr St #TOWNHOUSE 32,M5T1B7,43.649695,-79.403974,Chinatown,Downtown Toronto,699000,2 bds,2 ba,,1,0,6,9,14,19,242,81,0,93,0,0,0,0,7
264,650 Sheppard Ave E #215,M2K3E4,43.768577,-79.381429,Bayview Village,North York,569988,2 bds,1 ba,,0,2,1,1,19,0,4,5,0,7,0,0,0,0,0
265,1778 Dufferin St,M6E3P4,43.680272,-79.444278,Caledonia-Fairbanks,York,997000,5 bds,4 ba,,0,0,5,1,56,1,43,18,0,15,0,0,0,0,0
266,33 Shore Breeze Dr E #1208,M8V0G1,43.623886,-79.479223,Humber Bay Shores,Etobicoke,685000,2 bds,1 ba,,0,0,1,1,23,0,11,8,0,9,0,0,0,0,0
267,24 Coventry St,M1L0H1,43.692746,-79.276677,Clairlea,Scarborough,929900,3 bds,3 ba,,0,0,2,0,52,2,5,1,0,1,0,0,0,0,0
268,21 Groverdale Rd,M9C3M7,43.650171,-79.575026,Bloordale Gardens,Etobicoke,1275000,3 bds,2 ba,,0,0,3,0,35,1,0,2,0,7,0,0,0,0,1
269,80 Curzon St,M4M3B4,43.665284,-79.332659,Studio District,East Toronto,988000,3 bds,2 ba,,0,0,7,2,38,4,27,11,0,21,0,0,0,0,0
270,8 Trent Ave #1205,M4C0A6,43.688207,-79.295862,Woodbine Heights,East York,749900,3 bds,2 ba,,0,2,8,2,61,0,11,7,0,11,0,0,0,0,2
271,65 Huntingdale Blvd UNIT 1507,M1W2P1,43.795184,-79.324378,L'Amoreaux West,Scarborough,685000,3 bds,2 ba,,0,0,5,0,30,0,2,2,0,6,0,0,0,0,2
272,198 Lawlor Ave,M4E3M1,43.685388,-79.290756,The Beaches,East Toronto,1324900,4 bds,2 ba,,0,0,7,3,43,2,17,8,0,18,0,0,0,0,2
273,408 Browns Line S #312,M5W3T9,43.601697,-79.545232,Stn A PO Boxes 25 The Esplanade,Downtown Toronto,689900,2 bds,2 ba,,0,0,2,2,19,2,8,5,0,6,0,0,0,0,0
274,1 King St W #1501,M5H1A1,43.648987,-79.37807,Adelaide,Downtown Toronto,399900,2 bds,1 ba,,0,7,20,13,67,33,187,126,0,227,0,0,0,0,11
275,25 Clark St,M4M1M5,43.660183,-79.347772,Studio District,East Toronto,1475000,3 bds,3 ba,,1,0,3,3,14,5,44,17,0,16,0,0,0,0,0
276,64 Chandler Dr,M1G1Z3,43.765412,-79.220644,Woburn,Scarborough,899000,5 bds,2 ba,,0,0,8,2,31,0,7,0,0,23,0,0,0,0,1
277,10 Capreol Ct #902,M5V4B3,43.640268,-79.396014,CN Tower,Downtown Toronto,599000,2 bds,1 ba,,0,0,2,11,10,12,108,41,0,54,0,0,0,0,4
278,215 Mill Rd,M9C1Y1,43.633835,-79.57625,Bloordale Gardens,Etobicoke,1479000,4 bds,3 ba,,0,0,4,0,24,1,0,2,1,2,0,0,0,0,2
279,100 Rosethorn Ave,M6N3L1,43.679352,-79.463314,The Junction North,York,1250000,3 bds,2 ba,,0,0,1,2,44,1,23,4,0,13,0,0,0,0,1
280,98 Spruce Hill Rd,M4E3G4,43.675156,-79.290203,The Beaches,East Toronto,2899999,4 bds,4 ba,,0,0,8,3,19,3,31,9,0,12,0,0,0,0,2
281,63 Bannatyne Dr,M2L2P2,43.761125,-79.370406,Silver Hills,North York,5598000,5 bds,7 ba,,0,1,4,0,19,0,0,3,0,1,0,0,0,0,0
282,533 Richmond St W PENTHOUSE 2,M5V3Y1,43.646874,-79.400841,CN Tower,Downtown Toronto,3800000,3 bds,3 ba,,1,0,5,11,10,15,196,74,0,86,0,0,0,0,7
283,8 Lee Centre Dr #702,M1H3H8,43.780823,-79.247602,Cedarbrae,Scarborough,375888,1 bd,1 ba,,0,0,3,0,41,0,5,2,0,3,0,0,0,0,1
284,30 Nelson St #PENTHOUSE 101,M5V0H5,43.649062,-79.388476,CN Tower,Downtown Toronto,3950000,3 bds,3 ba,,2,4,11,11,28,30,222,125,0,208,0,0,0,0,8
285,9 Overton Pl,M3B1H1,43.741095,-79.345984,Don Mills North,North York,1850000,4 bds,4 ba,,0,0,4,2,38,1,15,6,0,13,0,0,0,0,1
286,1328 Birchmount Rd #PENTHOUSE 9,M1R0B6,43.748506,-79.286068,Maryvale,Scarborough,698000,3 bds,2 ba,"1,115 sqft",0,0,4,2,26,0,7,3,0,9,0,0,0,0,1
287,717 Greenwood Ave,M4J4B6,43.683375,-79.332915,East Toronto,East York,1029000,3 bds,2 ba,,0,2,3,1,51,2,4,6,0,7,0,0,0,0,0
288,200 Woodbine Ave #601,M4L3P2,43.668935,-79.306142,The Beaches West,East Toronto,4899000,4 bds,5 ba,,0,0,1,3,20,3,16,4,0,10,0,0,0,0,0
289,8 Attila Ct,M9V4E5,43.736459,-79.597189,Albion Gardens,Etobicoke,949900,4 bds,3 ba,,1,0,5,1,44,0,0,2,0,11,0,0,0,0,0
290,62 Kent Rd,M4L2X6,43.667307,-79.321014,The Beaches West,East Toronto,995000,3 bds,2 ba,,0,0,3,2,26,1,20,4,0,11,0,0,0,0,0
291,200 Russell Hill Rd #502,M4V0B6,43.681737,-79.406631,Deer Park,Central Toronto,16995000,6 bds,7 ba,,0,1,7,4,46,1,8,8,0,10,0,0,0,0,0
292,45 Oldham Rd,M9A2B9,43.677488,-79.542254,Islington Avenue,Etobicoke,1629000,4 bds,3 ba,,0,0,4,0,23,0,0,2,0,5,0,0,0,0,1
293,29 Portico Dr,M1G3R5,43.779069,-79.22196,Woburn,Scarborough,1249999,7 bds,4 ba,,0,0,10,0,8,0,0,3,0,5,0,0,0,0,0
294,11 Brunel Ct #5005,M5V3Y3,43.639441,-79.393173,CN Tower,Downtown Toronto,570000,1 bd,1 ba,,0,0,2,12,7,8,90,37,0,61,0,0,0,0,5
295,103 Old Colony Rd,M2L2K3,43.758834,-79.374583,Silver Hills,North York,19995000,6 bds,11 ba,,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0
296,175 Teddington Park Ave,M4N2C7,43.734233,-79.396869,Lawrence Park,Central Toronto,14680000,6 bds,9 ba,,0,0,0,0,33,1,10,8,0,8,0,0,0,0,2
297,6 Wyndcliff Cres,M4A2K1,43.735574,-79.318059,Victoria Village,North York,1429900,4 bds,2 ba,,0,0,3,1,22,0,0,1,0,2,0,0,0,0,1
298,40 Sylvan Valleyway #523,M5M4M3,43.724203,-79.415282,Bedford Park,North York,889000,2 bds,2 ba,,0,0,2,2,31,0,11,4,0,6,0,0,0,0,1
299,167 Wineva Ave,M4E2T5,43.672156,-79.295951,The Beaches,East Toronto,1649900,4 bds,4 ba,,0,0,6,4,19,3,29,6,0,12,0,0,0,0,2
300,10 Gateway Blvd #402,M3C3A1,43.709781,-79.332708,Flemingdon Park,North York,499000,2 bds,2 ba,,0,0,4,1,29,0,4,0,0,3,0,0,0,0,1
301,2200 Lake Shore Blvd W #818,M8V1A4,43.622743,-79.481934,Humber Bay Shores,Etobicoke,530000,1 bd,1 ba,,0,0,2,1,23,0,16,9,0,12,0,0,0,0,0
302,8 Rosebank Dr #7H,M1B5Z3,43.791844,-79.237284,Rouge,Scarborough,528000,2 bds,1 ba,,0,0,4,2,44,0,7,2,0,9,0,0,0,0,0
303,31 Antler St,M6P3R2,43.663867,-79.44993,High Park,West Toronto,1099900,5 bds,2 ba,,0,3,5,4,63,2,11,14,0,13,0,0,0,0,0
305,130 Neptune Dr #607,M6A1X5,43.730295,-79.441115,Lawrence Heights,North York,539333,3 bds,2 ba,,0,1,4,1,49,0,8,2,0,3,0,0,0,0,0
306,557 Logan Ave,M4K3B6,43.669004,-79.345758,The Danforth West,East Toronto,799000,3 bds,2 ba,,1,0,6,3,15,1,29,15,0,16,0,0,0,0,0
307,302 Richview Ave,M5P3G5,43.695952,-79.422548,Forest Hill North,Central Toronto,2799000,4 bds,5 ba,,0,0,2,1,48,1,13,2,0,6,0,0,0,0,1
308,1 Monarchdale Ave,M6M2S6,43.698966,-79.493874,Del Ray,York,849900,4 bds,3 ba,,0,0,2,1,25,0,7,3,0,7,0,0,0,0,1
309,5 Wray Ct,M9V4K4,43.755083,-79.593103,Albion Gardens,Etobicoke,799990,4 bds,3 ba,,0,0,7,1,30,0,2,0,0,3,0,0,0,0,0
310,56 Branstone Rd,M6E4E4,43.692013,-79.453838,Caledonia-Fairbanks,York,1150000,3 bds,2 ba,,0,0,3,1,45,1,16,2,0,13,0,0,0,0,2
311,5 Mabelle Ave #2328,M9A0C8,43.646719,-79.525449,Islington Avenue,Etobicoke,749000,3 bds,2 ba,,0,1,11,2,58,4,19,4,0,17,0,0,0,0,0
