,street address,Zip/Postal Code,Latitude,Longitude,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area
740,15 Braddock Road,,43.719486,-79.584801,West Humber Clairville,,959900,4,2,,0,0,8,1,54,0,4,1,0,9,0,0,0,0,0
741,712 - 159 Dundas Street N,,43.657124,-79.375394,Church Yonge Corridor,,538000,1,1,,3,9,54,34,155,37,319,172,0,290,0,0,0,0,13
742,51 - 5 William Jackson Way,,43.600769,-79.512121,New Toronto,,806000,2,2,,0,0,28,1,38,2,22,9,0,24,0,0,0,0,2
743,818 - 323 Richmond St E,,43.653384,-79.368447,Moss Park,,899000,2,2,,0,3,46,21,131,27,184,110,0,164,0,0,0,0,8
744,27 Cameo Cres,,43.677017,-79.491542,Rockcliffe Smythe,,995000,7,3,,0,0,8,1,120,2,28,7,0,23,0,0,0,0,0
745,48 Shaftesbury Ave,,43.682521,-79.38967,Rosedale Moore Park,,3445000,4,5,,0,4,18,8,101,4,91,41,1,49,0,0,0,0,3
746,96 King High Ave,,43.740725,-79.446355,Clanton Park,,1599900,7,5,,0,1,7,0,69,0,18,4,0,9,0,0,0,0,0
747,10 Dearbourne Ave,,43.675665,-79.357432,North Riverdale,,1189000,5,2,,2,3,22,6,55,4,64,23,1,20,0,0,0,0,1
748,212 - 5 Richgrove Dr,,43.676833,-79.564206,Willowridge Martingrove Richview,,679000,2,2,,0,0,14,0,70,0,0,3,0,2,0,0,0,0,0
749,9 Joseph Salsberg Lane,,43.644349,-79.404053,Niagara,,1300000,3,2,,1,0,8,21,37,24,290,112,0,119,0,0,0,0,11
750,193 Brickworks Lane,,43.675683,-79.469543,Junction Area,,914900,3,4,,0,0,7,4,95,4,67,15,0,26,0,0,0,0,2
751,709 - 2191 Yonge St,,43.705666,-79.39739,Mount Pleasant West,,549800,2,1,,0,2,10,11,120,13,102,44,3,69,0,0,0,0,7
752,1201 - 195 Redpath Avenue,,43.7101,-79.393425,Mount Pleasant West,,557000,2,1,,0,2,10,11,103,11,93,40,3,66,0,0,0,0,7
753,76 Highhill Drive,,43.776605,-79.311642,Tam O'shanter Sullivan,,1080000,4,4,,0,0,9,2,65,0,11,2,0,11,0,0,0,0,2
754,413 - 600 Fleet St W,,43.636698,-79.400078,Niagara,,449000,1,1,,0,0,3,12,24,16,137,55,0,60,0,0,0,0,7
755,78 Ashridge Dr,,43.815736,-79.268628,Agincourt North,,998000,5,3,,0,0,13,1,76,0,7,0,0,0,0,0,0,0,0
756,3632a St Clair Avenue E,,43.709125,-79.293489,Cliffcrest,,699900,4,4,,0,0,7,0,100,0,8,1,0,4,0,0,0,0,1
757,3306 - 14 York St,,43.641931,-79.381365,Waterfront Communities West,,699000,2,1,,0,6,3,20,68,46,240,146,0,257,0,0,0,0,14
758,681 Scarlett Rd,,43.694225,-79.51913,Humber Heights,,1650000,6,4,,8,1,9,1,100,0,14,11,0,23,0,0,0,0,1
759,208 Holmes Ave,,43.781146,-79.399927,Willowdale East,,3350000,7,7,,0,0,6,1,72,0,0,0,0,0,0,0,0,0,0
760,718 - 30 Meadowglen Pl,,43.774774,-79.230498,Woburn,,599000,2,2,,0,0,13,0,58,0,10,7,0,22,0,0,0,0,0
761,Th5 - 118 Finch Avenue,,43.833506,-79.1526,Newtonbrook West,,899000,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,824 - 231 Fort York Blvd,,43.636971,-79.406075,Niagara,,619000,2,1,,0,1,4,10,37,13,113,51,0,42,0,0,0,0,4
763,195 Brookdale Ave,,43.728471,-79.409622,Lawrence Park North,,1995000,3,4,,0,1,3,3,90,2,40,15,0,15,0,0,0,0,3
764,671a - 671 Browns Line,,43.59841,-79.543717,Alderwood,,1298000,4,2,,0,0,4,2,48,4,13,9,0,14,0,0,0,0,2
765,1517 - 87 Peter St,,43.646776,-79.392435,Waterfront Communities West,,635000,2,1,,5,6,37,24,48,42,403,193,0,295,0,0,0,0,14
766,301 - 200 Manitoba Street,,43.634873,-79.420868,Mimico,,879999,2,2,,1,1,2,6,51,7,69,37,0,38,0,0,0,0,1
767,1220 - 460 Adelaide Street E,,43.652787,-79.3668,Moss Park,,499900,1,1,,0,2,34,19,113,26,153,86,0,104,0,0,0,0,7
768,301 - 1350 York Mills Rd,,43.763222,-79.319141,Parkwoods Donalda,,549900,2,1,,0,0,12,0,81,1,12,5,0,20,0,0,0,0,3
769,501 Palmerston Boulevard,,43.662755,-79.412626,Palmerston Little Italy,,3199000,7,3,,1,4,52,8,82,22,229,79,0,90,0,0,0,0,4
770,3905 - 117 Mcmahon Drive,,43.767209,-79.370405,Bayview Village,,650000,1,1,,0,3,3,0,54,0,6,5,0,4,0,0,0,0,3
771,Ph120 - 460 Adelaide St E,,43.652787,-79.3668,Moss Park,,1038888,3,2,,0,2,34,19,113,26,153,86,0,104,0,0,0,0,7
772,2107 - 1 Palace Pier Crt,,43.631482,-79.472638,Mimico,,665000,2,1,,0,0,1,1,44,0,10,8,0,8,0,0,0,0,0
773,2014 - 1001 Bay St,,43.665465,-79.387068,Bay Street Corridor,,1050000,2,2,,7,10,186,26,142,26,273,167,0,249,0,0,0,0,6
774,Th05 - 101 Erskine Ave,,43.711659,-79.39535,Mount Pleasant West,,2100000,4,4,,0,1,8,10,97,9,92,36,3,64,0,0,0,0,6
775,428 - 12 Douro Street,,43.640766,-79.412339,Niagara,,899000,3,2,,0,1,5,10,50,15,147,67,0,68,0,0,0,0,5
776,2201 - 70 Forest Manor Rd,,43.689144,-79.404683,Henry Farm,,599000,2,2,,0,3,12,4,96,5,32,18,1,22,0,0,0,0,4
777,121 - 7 Kenaston Gardens,,43.767167,-79.386112,Bayview Village,,598999,2,2,,0,2,4,2,50,0,9,4,0,10,0,0,0,0,0
778,205 - 2550 Lawrence Ave E,,43.727297,-79.391084,Dorset Park,,589000,3,2,,1,1,9,1,73,1,5,6,0,5,0,0,0,0,1
779,1604 - 20 Edward St,,43.657059,-79.382187,Bay Street Corridor,,568800,1,1,,7,11,105,29,128,61,390,225,0,387,0,0,0,0,14
780,229 Craven Rd,,43.669466,-79.319759,Greenwood Coxwell,,989000,4,3,,0,0,5,2,52,3,25,6,0,16,0,0,0,0,0
781,11 Ashton Manr,,43.720735,-79.50042,Stonegate Queensway,,2190000,4,2,,1,0,10,4,58,0,12,4,2,18,0,0,0,0,1
782,703 - 55 De Boers Dr,,43.75177,-79.463834,York University Heights,,539000,1,1,,0,1,4,2,71,0,8,4,0,8,0,0,0,0,0
783,137 Benleigh Drive,,43.762537,-79.238934,Woburn,,1299975,7,3,,0,0,8,0,64,0,13,4,0,21,0,0,0,0,1
784,1304 - 330 Mccowan Rd,,43.737512,-79.238359,Eglinton East,,559000,3,2,,0,1,9,1,75,1,9,1,0,6,0,0,0,0,1
785,129 Brookhaven Dr,,43.70416,-79.495728,Brookhaven Amesbury,,999000,5,2,,0,0,8,2,70,0,18,6,0,17,0,0,0,0,1
786,321 - 451 The West Mall,,43.645415,-79.387361,Etobicoke West Mall,,585000,2,1,,5,8,14,24,67,54,383,206,0,361,0,0,0,0,18
787,53 Codsell Ave,,43.757679,-79.443357,Bathurst Manor,,1199900,4,3,,0,0,5,1,48,0,8,1,0,8,0,0,0,0,1
788,511 - 3 Everson Dr,,43.756938,-79.406496,Willowdale East,,729000,3,2,,0,3,3,8,78,0,33,16,0,39,0,0,0,0,1
789,1202 Islington Ave,,43.643159,-79.523086,Islington City Centre West,,1199000,3,2,,0,2,12,3,100,7,26,9,1,25,0,0,0,0,1
790,4 Muskox Drive,,43.81036,-79.18447,Rouge,,1410000,4,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,1233 - 15 Merchants' Wharf Road,,43.645111,-79.364299,Waterfront Communities East,,999000,2,2,,0,0,6,9,91,19,89,47,0,47,0,0,0,0,2
792,703 - 355 Bedford Park Avenue,,43.724197,-79.416891,Bedford Park Nortown,,5495000,3,4,,0,0,3,2,46,1,30,6,0,8,0,0,0,0,2
793,8 Blakley Ave,,43.671695,-79.481214,Rockcliffe Smythe,,949800,3,2,,1,0,7,2,129,2,46,11,0,29,0,0,0,0,1
794,414 - 15 Lower Jarvis St,,43.645272,-79.369349,Waterfront Communities East,,525000,1,1,,0,4,9,17,106,29,148,104,0,149,0,0,0,0,11
795,4906 - 2191 Yonge St,,43.705666,-79.39739,Mount Pleasant West,,1290000,3,3,,0,2,10,11,120,13,102,44,3,69,0,0,0,0,7
796,203 - 195 Poplar Plains Rd,,43.682361,-79.402109,Casa Loma,,1499000,1,2,,0,3,14,7,102,3,59,23,1,26,0,0,0,0,3
797,708 - 168 King St E,,43.650812,-79.371199,Moss Park,,695000,2,2,,0,5,44,24,132,32,218,146,0,249,0,0,0,0,12
798,810 - 38 Widmer St,,43.64818,-79.391974,Waterfront Communities West,,588000,2,1,,7,7,55,29,56,43,423,221,0,344,0,0,0,0,15
799,2604 - 500 Sherbourne St,,43.667976,-79.375573,North St. Jamestown,,649000,2,1,,2,6,60,30,121,20,195,96,0,149,0,0,0,0,4
800,411 - 188 Cumberland St,,43.669828,-79.394109,Yorkville,,689000,1,1,,8,8,155,12,125,21,175,104,0,115,0,0,0,0,3
801,84 Pandora Circ,,43.765568,-79.231436,Woburn,,878000,3,1,,0,0,14,1,60,0,17,7,0,35,0,0,0,0,1
802,244 Gowan Avenue,,43.689592,-79.343813,Danforth Village East York,,1145000,3,1,,0,2,12,4,119,3,40,12,0,13,0,0,0,0,0
803,L06 - 73 Richmond St W,,43.650733,-79.382286,Bay Street Corridor,,599900,0,1,,6,10,60,34,108,57,395,227,0,412,0,0,0,0,17
804,2310 - 40 Homewood Ave,,43.664229,-79.375535,Cabbagetown South St. Jamestown,,439900,1,1,,2,7,64,34,129,24,247,122,0,204,0,0,0,0,6
805,604 - 188 Cumberland St,,43.669828,-79.394109,Yorkville,,1200000,3,2,,8,8,155,12,125,21,175,104,0,115,0,0,0,0,3
806,504 - 1103 Leslie Street,,43.720267,-79.347933,Banbury Don Mills,,795000,3,2,,0,0,1,1,61,0,10,1,0,3,0,0,0,0,0
807,46 - 2012 Martin Grove Rd,,43.741867,-79.594194,West Humber Clairville,,709000,4,2,,1,0,19,1,79,0,7,4,0,35,0,0,0,0,2
808,Ph16 - 80 Vanauley St,,43.649677,-79.399231,Kensington Chinatown,,679000,2,1,,7,2,79,20,31,41,377,163,0,210,0,0,0,0,12
809,1504 - 56 Annie Craig Dr,,43.625363,-79.478731,Mimico,,760000,3,1,,0,0,2,1,37,0,16,11,0,13,0,0,0,0,0
810,6 Balfour Ave,,43.69059,-79.300945,East End Danforth,,999000,3,3,,0,4,10,3,120,2,17,10,0,15,0,0,0,0,3
812,58b Tecumseth St,,43.642555,-79.40522,Niagara,,1288800,3,3,,1,0,8,16,39,18,209,93,0,113,0,0,0,0,8
813,1205 - 5795 Yonge St,,43.681624,-79.391716,Newtonbrook East,,799000,2,2,,0,4,17,10,101,6,98,44,1,55,0,0,0,0,3
814,2506 - 33 Mill St,,43.650316,-79.360978,Waterfront Communities East,,679800,2,1,,0,0,9,10,86,10,61,43,0,36,0,0,0,0,1
815,26 Breadner Dr,,43.6931,-79.560049,Willowridge Martingrove Richview,,1149000,4,2,,0,0,8,0,67,0,1,1,0,6,0,0,0,0,0
817,908 - 65 Annie Craig Drive,,43.624631,-79.478535,Mimico,,1650000,3,2,,0,0,2,1,36,0,16,10,0,13,0,0,0,0,0
818,25 Windhill Cres,,43.746687,-79.543139,Humbermede,,799000,4,3,,0,0,4,0,37,0,20,3,0,14,0,0,0,0,0
819,1108 - 10 Torresdale Ave,,43.772736,-79.452183,Westminister Branson,,918000,3,3,,1,0,6,0,51,0,1,3,0,3,0,0,0,0,0
820,1171 Roselawn Ave,,43.699345,-79.454393,Briar Hill Belgravia,,2699000,3,1,,0,0,8,3,87,1,26,6,0,26,0,0,0,0,2
821,801 - 8 Tippett Road,,43.732384,-79.446637,Clanton Park,,459000,1,1,,0,2,6,1,101,0,21,11,0,35,0,0,0,0,0
822,404 Horner Ave,,43.604414,-79.534016,Alderwood,,1499900,3,4,,0,0,6,0,61,6,18,8,0,25,0,0,0,0,1
823,110 Allenby Ave,,43.713629,-79.544542,Elms Old Rexdale,,1399000,6,5,,0,0,6,2,50,1,11,2,0,19,0,0,0,0,0
824,162 Abbeywood Tr,,43.749649,-79.363305,Banbury Don Mills,,2680000,4,4,,0,0,9,1,50,1,15,5,0,10,0,0,0,0,2
825,71 Riverwood Pkwy,,43.64146,-79.493483,Stonegate Queensway,,2399000,5,3,,0,2,6,0,60,2,8,4,1,5,0,0,0,0,0
827,108 - 37 Four Winds Dr,,43.765261,-79.493675,York University Heights,,625000,3,2,,0,2,27,3,85,1,16,11,0,46,0,0,0,0,0
828,3606 - 575 Bloor St E,,43.671713,-79.372389,Rosedale Moore Park,,578000,1,1,,1,4,30,16,78,9,92,35,0,43,0,0,0,0,1
829,1105 - 2067 Lake Shore Boulevard W,,43.631453,-79.431636,Mimico,,750000,2,2,,1,0,4,4,37,4,46,22,0,29,0,0,0,0,1
830,54-175 Trudelle Street,,43.741138,-79.237028,Eglinton East,,800000,4,4,,0,1,5,1,68,0,6,2,0,5,0,0,0,0,1
831,521 The Kingsway,,43.672331,-79.5436,Princess Rosethorn,,2438000,4,3,,0,0,12,0,62,0,0,3,0,5,0,0,0,0,1
832,302 - 99 Foxbar Rd,,43.686594,-79.400463,Yonge St. Clair,,1479000,2,2,,0,3,10,7,106,7,54,22,1,28,0,0,0,0,4
833,44 Ladysbridge Drive,,43.767444,-79.205814,Morningside,,795900,3,2,,1,0,7,0,29,0,1,2,0,9,0,0,0,0,2
834,3036 - 68 Corporate Drive,,43.780535,-79.251006,Woburn,,639900,3,2,,0,0,4,1,100,0,12,14,0,43,0,0,0,0,4
835,36 Ridge Road,,43.722761,-79.49388,Downsview Roding Cfb,,779000,1,1,,1,0,11,2,51,0,4,3,2,4,0,0,0,0,1
836,48 Dubray Ave,,43.729476,-79.479441,Downsview Roding Cfb,,1298000,3,3,,1,0,10,1,50,0,8,4,0,11,0,0,0,0,1
837,512 - 55 East Liberty,,43.638615,-79.412742,Niagara,,799000,2,2,,0,1,4,8,50,13,117,58,0,49,0,0,0,0,4
838,Th1 - 220 George St,,43.655797,-79.373035,Moss Park,,1500000,3,3,,1,6,52,33,154,34,289,157,0,262,0,0,0,0,13
839,1 - 130 Clinton St,,43.657285,-79.414971,Palmerston Little Italy,,998000,3,2,,1,3,24,9,66,26,284,88,0,98,0,0,0,0,6
840,293 Chaplin Cres,,43.701923,-79.415895,Forest Hill South,,2795000,5,4,,0,0,4,2,90,2,28,10,0,9,0,0,0,0,1
841,1109 - 2645 Kipling Ave W,,43.746807,-79.583798,Mount Olive Silverstone Jamestown,,479900,2,2,,0,0,15,1,57,0,6,3,0,19,0,0,0,0,2
842,407 - 10 Meadowglen Pl,,43.774291,-79.229879,Woburn,,499900,2,1,,0,0,13,0,59,0,11,7,0,24,0,0,0,0,0
843,26 Dellbrook Crescent,,43.755306,-79.573696,Humber Summit,,1100000,4,2,,0,0,12,0,38,1,7,2,0,6,0,0,0,0,1
844,716 - 20 Dean Park Road,,43.696626,-79.340371,Rouge,,614900,2,2,,0,0,3,3,121,1,21,8,0,19,0,0,0,0,1
845,10 Cedar Springs Grove,,43.768408,-79.45904,Bathurst Manor,,1550000,4,3,,1,0,3,2,57,0,9,2,0,8,0,0,0,0,0
846,605 - 55 Delisle Ave,,43.688292,-79.397092,Yonge St. Clair,,3195000,3,3,,0,3,10,4,85,7,52,21,1,22,0,0,0,0,5
847,82 Roseneath Gdns,,43.684602,-79.435774,Oakwood Vaughan,,999000,4,2,,0,0,14,1,84,3,66,24,0,24,0,0,0,0,0
848,7 Woodycrest Ave,,43.680213,-79.34178,Danforth,,1388000,5,3,,0,4,21,6,107,6,61,29,0,30,0,0,0,0,0
849,50 St Andrews Boulevard,,43.686034,-79.374469,Kingsview Village The Westway,,1199900,4,2,,0,0,12,0,56,0,1,3,0,0,0,0,0,0,0
850,114 - 371 Orton Park Rd,,43.779744,-79.215376,Morningside,,699000,3,2,,1,0,11,1,35,0,2,5,0,6,0,0,0,0,1
851,105 - 39 Pemberton Ave,,43.781088,-79.412829,Newtonbrook East,,624000,1,1,,0,2,11,3,110,1,82,29,1,21,0,0,0,0,2
852,32 Farley Cres,,43.681564,-79.561956,Willowridge Martingrove Richview,,1299000,4,3,,0,0,10,0,79,0,0,3,0,6,0,0,0,0,0
853,31 Taunton Rd,,43.70712,-79.38803,Mount Pleasant East,,1100000,3,2,,0,2,11,12,108,12,106,38,3,66,0,0,0,0,6
854,612 - 3237 Bayview Ave,,43.684212,-79.365215,Bayview Woods Steeles,,619000,3,2,,0,1,12,1,60,1,9,6,1,8,0,0,0,0,1
855,627 - 150 Logan Avenue,,43.658054,-79.341682,South Riverdale,,1300000,3,2,,0,0,6,5,50,9,63,29,0,34,0,0,0,0,0
856,6 Neelands Cres,,43.792673,-79.205176,Morningside,,990000,4,3,,1,0,5,2,54,0,1,5,0,8,0,0,0,0,0
857,70 Watney Cres,,43.744208,-79.504555,Glenfield Jane Heights,,975000,4,3,,0,0,20,2,71,0,7,0,0,6,0,0,0,0,0
858,2 - 7 Warwick Ave,,43.694839,-79.42456,Humewood Cedarvale,,592000,2,1,,0,2,9,2,96,2,36,12,0,17,0,0,0,0,2
859,17 Chapais Cres,,43.782877,-79.142635,Centennial Scarborough,,1247300,4,3,,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1
860,28 Joel Swirsky Blvd,,43.746583,-79.45106,Clanton Park,,2599900,5,6,,0,2,6,0,72,0,8,3,0,9,0,0,0,0,0
861,1004 - 10 Park Lawn Rd,,43.623213,-79.483931,Mimico,,689999,2,2,,0,0,3,1,47,0,26,11,0,19,0,0,0,0,1
862,939 - 18 Mondeo Dr,,43.76543,-79.288231,Dorset Park,,499975,1,1,,0,0,0,2,53,1,10,6,0,5,0,0,0,0,0
863,4308 - 8 Eglinton Ave E,,43.707141,-79.397703,Mount Pleasant West,,758000,2,2,,0,2,9,11,118,13,102,43,3,69,0,0,0,0,7
864,80 Shandon Drive,,43.767431,-79.31443,Wexford Maryvale,,1379900,7,4,,0,0,10,1,80,1,14,6,0,19,0,0,0,0,3
865,8 Park Hill Road,,43.698945,-79.437815,Forest Hill North,,1698000,4,3,,0,2,9,3,96,1,42,16,0,30,0,0,0,0,3
866,186 Silverthorn Ave,,43.678699,-79.461834,Weston Pellam Park,,1099000,3,3,,0,0,4,4,86,2,40,14,0,21,0,0,0,0,1
867,1009 - 714 The West Mall W,,43.655688,-79.57154,Eringate Centennial West Deane,,573900,3,2,,0,0,13,0,69,1,2,2,0,7,0,0,0,0,1
868,1408 - 725 Don Mills Rd,,43.711436,-79.333347,Flemingdon Park,,299000,1,1,,0,0,4,1,72,0,10,0,0,9,0,0,0,0,1
869,1001 - 30 Old Mill Rd,,43.651158,-79.492337,Kingsway South,,2995000,3,3,,0,2,3,0,51,3,22,8,1,8,0,0,0,0,2
870,1028 - 125 Omni Dr,,43.771029,-79.260134,Bendale,,438000,1,1,,0,0,3,2,86,1,9,11,0,41,0,0,0,0,3
871,3202 - 8 York St,,43.640486,-79.380812,Waterfront Communities West,,1098000,2,2,,0,6,1,18,62,44,215,128,0,237,0,0,0,0,14
872,297 Bain Avenue,,43.67298,-79.341437,Blake Jones,,1399000,3,2,,0,3,17,8,77,6,85,42,0,41,0,0,0,0,0
873,48 Ardgowan Cres,,43.812243,-79.271403,Agincourt North,,898000,4,3,,0,0,14,0,67,0,7,0,0,0,0,0,0,0,0
874,18 Epsom Ave,,43.691601,-79.308027,Woodbine Lumsden,,1549000,4,3,,0,3,8,0,110,2,20,10,0,11,0,0,0,0,2
875,122 Barker Ave,,43.694213,-79.317341,Danforth Village East York,,1349000,3,3,,1,2,8,2,136,2,17,11,0,16,0,0,0,0,1
876,1507 - 60 Pavane Linkway,,43.711279,-79.322982,Flemingdon Park,,400000,2,1,,0,0,5,1,82,0,6,1,0,4,0,0,0,0,1
877,316 - 60 Southport St,,43.638786,-79.473838,High Park Swansea,,858000,3,2,,0,1,1,1,60,2,19,8,0,15,0,0,0,0,0
878,413 - 835 St Clair Ave W,,43.68015,-79.431791,Wychwood,,669000,1,1,,0,0,12,2,110,6,71,27,0,30,0,0,0,0,1
879,11 Prince Rupert Ave,,43.658463,-79.453849,High Park North,,1849000,4,4,,0,4,10,5,104,11,53,29,0,37,0,0,0,0,1
880,418 - 150 Sudbury St,,43.641504,-79.424224,Little Portugal,,599900,2,1,,1,1,11,12,60,12,118,51,0,64,0,0,0,0,3
881,100 Roe Ave,,43.733405,-79.41572,Lawrence Park North,,3188800,5,5,,0,0,4,2,70,2,40,13,0,14,0,0,0,0,3
882,21 - 115 Long Branch Ave,,43.591894,-79.532985,Long Branch,,799000,2,3,,0,0,7,0,34,4,15,9,0,25,0,0,0,0,1
883,710 - 108 Peter St,,43.647679,-79.393277,Waterfront Communities West,,588000,2,1,,7,6,51,24,45,40,411,199,0,297,0,0,0,0,15
884,619 - 96 Strachan Ave,,43.64106,-79.411892,Niagara,,798000,2,2,,0,1,5,11,50,15,147,66,0,75,0,0,0,0,5
885,418 - 135 Village Green Sq,,43.777872,-79.280751,Agincourt South Malvern West,,549000,2,2,,0,1,2,2,58,0,17,7,0,14,0,0,0,0,0
886,181 Earlscourt Ave,,43.682609,-79.449359,Corso Italia Davenport,,799900,3,2,,0,0,9,1,97,1,58,23,0,25,0,0,0,0,1
887,501 - 9 Valhalla Inn Rd,,43.641041,-79.559565,Islington City Centre West,,549000,2,1,,0,0,6,0,74,2,6,6,0,12,0,0,0,0,2
888,702 - 4 The Kingsway,,43.635076,-79.472421,Kingsway South,,2698000,2,3,,0,0,1,0,49,0,7,6,0,8,0,0,0,0,0
889,502 - 31 Four Winds Dr,,43.765261,-79.493675,York University Heights,,545000,2,1,,0,2,27,3,85,1,16,11,0,46,0,0,0,0,0
891,120 Neilson Dr,,43.63417,-79.567166,Markland Wood,,1848000,4,5,,0,0,6,1,76,2,8,8,1,11,0,0,0,0,3
893,91 Hollyberry Tr,,43.80804,-79.348956,Hillcrest Village,,1125000,4,2,,0,0,7,0,85,0,6,0,0,0,0,0,0,0,0
894,302 - 36 Zorra St,,43.663368,-79.324904,Islington City Centre West,,565000,2,1,,0,0,6,4,52,5,33,9,0,20,0,0,0,0,0
895,43 Snowshoe Millway,,43.750779,-79.380064,St. Andrew Windfields,,1399900,4,3,,0,0,6,1,42,0,1,2,0,3,0,0,0,0,0
896,314 - 60 George Butchart Dr,,43.736561,-79.483201,Downsview Roding Cfb,,505000,1,1,,0,0,10,2,48,0,7,2,0,13,0,0,0,0,2
897,303 - 70 Old Sheppard Ave,,43.778274,-79.336511,Pleasant View,,520000,2,1,,0,1,7,3,78,1,15,6,0,21,0,0,0,0,0
898,3105 - 30 Nelson St,,43.649062,-79.388476,Waterfront Communities West,,599800,2,1,,6,10,61,29,76,53,443,246,0,407,0,0,0,0,19
899,1103 - 10 Dean Park Rd,,43.804217,-79.168775,Rouge,,579900,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,100 Rusty Crestway,,43.788441,-79.355423,Don Valley Village,,859000,3,2,,0,0,12,4,79,2,17,4,0,7,0,0,0,0,4
901,3203 - 180 University Avenue,,43.648996,-79.386154,Bay Street Corridor,,1559000,2,2,,6,10,58,30,85,60,413,239,0,416,0,0,0,0,18
902,805 - 160 Vanderhoof Avenue,,43.714359,-79.353187,Thorncliffe Park,,659999,2,2,,0,0,0,3,70,0,16,8,0,19,0,0,0,0,1
903,521 - 255 The Donway W,,43.739826,-79.346034,Banbury Don Mills,,729000,2,2,,0,0,10,3,70,1,16,7,0,13,0,0,0,0,1
904,4005 - 319 Jarvis St,,43.659814,-79.375308,Moss Park,,735000,1,1,,3,6,57,35,147,38,321,160,0,273,0,0,0,0,12
905,258 Byng Ave E,,43.780324,-79.398837,Willowdale East,,1598000,4,2,,0,0,5,1,68,0,0,0,0,0,0,0,0,0,0
906,118 High Park Ave,,43.657524,-79.467411,High Park North,,1988000,8,3,,0,3,8,2,104,8,58,18,0,25,0,0,0,0,2
907,127 Weir Cres,,43.773648,-79.196582,West Hill,,1150000,3,3,,1,0,1,1,14,0,2,8,0,13,0,0,0,0,2
908,1510 - 35 Hayden St E,,43.66955,-79.384654,Church Yonge Corridor,,655000,1,1,,5,8,104,24,143,21,199,114,0,159,0,0,0,0,4
909,1602 - 10 Deerlick Crt,,43.759433,-79.332085,Parkwoods Donalda,,690000,2,2,,0,0,12,0,71,0,8,3,0,7,0,0,0,0,1
910,221 - 251 Jarvis St,,43.657325,-79.374332,Moss Park,,488000,1,1,,1,6,54,34,152,36,306,158,0,272,0,0,0,0,13
911,Gph3 - 8 Widmer St,,43.646752,-79.391805,Waterfront Communities West,,1290000,3,2,,5,6,36,28,50,41,409,200,0,313,0,0,0,0,15
912,161 August Avenue,,43.652934,-79.401168,Oakridge,,1279000,5,4,,7,2,113,16,41,41,386,151,0,178,0,0,0,0,11
913,354 Ranee Ave,,43.722078,-79.455298,Yorkdale Glen Park,,2688000,5,5,,0,3,7,3,106,0,31,18,0,48,0,0,0,0,1
914,7b Clintwood Gate,,43.748509,-79.312891,Parkwoods Donalda,,898000,3,3,,0,0,13,2,80,1,17,6,0,23,0,0,0,0,2
915,21 Treelawn Pkwy,,43.711385,-79.470803,Maple Leaf,,1398000,4,4,,0,0,7,1,76,0,8,4,1,8,0,0,0,0,1
916,1006 Mount Pleasant Rd,,43.714199,-79.392613,Mount Pleasant East,,999000,3,1,,0,1,8,10,94,7,80,32,3,56,0,0,0,0,5
917,5 Rosehill Ave 607,,43.686128,-79.392887,Rosedale Moore Park,,889000,2,2,,0,3,11,4,97,6,55,21,1,21,0,0,0,0,4
918,1717 - 4725 Sheppard Ave E,,43.790016,-79.254657,Agincourt South Malvern West,,417171,2,1,,0,0,4,1,68,1,10,6,0,8,0,0,0,0,1
919,1222 - 75 Bamburgh Circ,,43.815063,-79.327295,Steeles,,615000,2,2,,0,0,6,2,94,0,30,0,0,0,0,0,0,0,0
920,1511 - 70 Temperance St,,43.650465,-79.382209,Bay Street Corridor,,850000,3,2,,6,10,59,34,109,57,396,227,0,411,0,0,0,0,17
921,3 Langevin Cres,,43.780088,-79.146196,Centennial Scarborough,,1267800,4,3,,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1
922,48 Westbrook Ave,,43.693539,-79.306305,Woodbine Lumsden,,1099000,3,3,,0,3,8,0,119,2,18,10,0,11,0,0,0,0,2
923,408 - 155 Legion Rd N,,43.623942,-79.488447,Mimico,,550000,1,1,,0,1,11,1,75,3,38,12,0,23,0,0,0,0,1
924,1102 - 20 Laidlaw St,,43.640503,-79.426858,South Parkdale,,745000,3,1,,1,1,12,12,61,12,119,49,0,54,0,0,0,0,4
925,149 Sharpecroft Blvd,,43.750414,-79.489371,York University Heights,,995900,4,2,,0,2,9,3,82,1,9,1,0,8,0,0,0,0,1
926,37 Holley Ave,,43.706346,-79.52964,Weston,,825000,3,2,,0,0,3,1,87,0,9,6,0,11,0,0,0,0,1
927,Unit 12 - 57 Finch Avenue W,,43.778324,-79.420761,Willowdale West,,799999,3,3,,0,2,13,2,107,1,81,29,1,20,0,0,0,0,2
928,409 - 3 Rowntree Rd,,43.681222,-79.460569,Mount Olive Silverstone Jamestown,,650000,2,2,,0,0,3,6,85,3,33,12,0,21,0,0,0,0,2
