Street address,City,State,Zip Code,Country,Latitude,Longitude,Postal code,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage
2209 Alder St, Vancouver,BC,V6H2R8,Canada,49.265802,-123.131605,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$1,199,000",2 bds,2 ba,"1,550 sqft"
1177 Hornby St #203, Vancouver,BC,V6Z2E9,Canada,49.278837,-123.128065,V6Z,SW Downtown,Vancouver,"C$638,000",1 bd,1 ba,665 sqft
2843 W 44th Ave, Vancouver,BC,V6N3K1,Canada,49.232135,-123.168845,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$5,990,000",6 bds,6 ba,"5,044 sqft"
445 W 2nd Ave #TOWNHOUSE 101, Vancouver,BC,V5Y0E8,Canada,49.266828,-123.113794,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$1,328,000",2 bds,3 ba,"1,411 sqft"
1408 Robson St #1006, Vancouver,BC,V6G1B9,Canada,49.28808,-123.13083,V6G,NW West End / Stanley Park,Vancouver,"C$3,380,000",2 bds,2 ba,935 sqft
557 E 20th Ave, Vancouver,BC,V5V1M7,Canada,49.253106,-123.092568,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$2,288,000",6 bds,4 ba,"1,981 sqft"
822 Homer St #1303, Vancouver,BC,V6B6M3,Canada,49.279045,-123.116954,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$858,000",2 bds,2 ba,837 sqft
1717 Haro St #401, Vancouver,BC,V6G1H1,Canada,49.290223,-123.135177,V6G,NW West End / Stanley Park,Vancouver,"C$659,000",1 bd,1 ba,667 sqft
583 Beach Cres #1003, Vancouver,BC,V6Z3E6,Canada,49.273589,-123.129221,V6Z,SW Downtown,Vancouver,"C$1,849,900",2 bds,2 ba,"1,238 sqft"
3814 W 15th Ave, Vancouver,BC,V6R2Z9,Canada,49.258712,-123.1885,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$1,880,000",3 bds,3 ba,"1,471 sqft"
1191 W 40th Ave, Vancouver,BC,V6M1V1,Canada,49.23528,-123.132242,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$4,398,000",5 bds,2 ba,"3,470 sqft"
1331 Alberni St #2701, Vancouver,BC,V6E4S1,Canada,49.288352,-123.127898,V6E,SE West End / Davie Village,Vancouver,"C$1,998,000",3 bds,3 ba,"1,614 sqft"
455 Beach Cres #1102, Vancouver,BC,V6Z3E5,Canada,49.272668,-123.127769,V6Z,SW Downtown,Vancouver,"C$1,338,000",2 bds,2 ba,"1,160 sqft"
6210 Larch St, Vancouver,BC,V6M4C6,Canada,49.230031,-123.16252,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$4,199,000",6 bds,7 ba,"3,535 sqft"
1050 Chilco St #503, Vancouver,BC,V6G2R8,Canada,49.290238,-123.142748,V6G,NW West End / Stanley Park,Vancouver,"C$399,900",1 bd,1 ba,569 sqft
1234 Pendrell St #102, Vancouver,BC,V6E1L6,Canada,49.282739,-123.133262,V6E,SE West End / Davie Village,Vancouver,"C$749,900",2 bds,1 ba,860 sqft
1965 E 37th Ave, Vancouver,BC,V5P1E9,Canada,49.236934,-123.066233,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$2,100,000",5 bds,4 ba,"2,249 sqft"
3615 Georgia St E, Vancouver,BC,V5K2M2,Canada,49.278475,-123.0253,V5K,North Hastings-Sunrise,Vancouver,"C$1,938,000",6 bds,4 ba,"2,029 sqft"
2715 E Pender St #2, Vancouver,BC,V5K2B9,Canada,49.280519,-123.048778,V5K,North Hastings-Sunrise,Vancouver,"C$1,598,000",3 bds,3 ba,"2,006 sqft"
688 Fairchild Rd #204, Vancouver,BC,V5Z4P7,Canada,49.230828,-123.120572,V5Z,East Fairview / South Cambie,Vancouver,"C$968,000",2 bds,2 ba,"1,056 sqft"
1131 Homer St, Vancouver,BC,V6B0B1,Canada,49.276189,-123.12245,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$1,175,900",2 bds,2 ba,"1,130 sqft"
46 King Edward Ave W, Vancouver,BC,V5Y2H7,Canada,49.24855,-123.106148,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$1,699,900",3 bds,3 ba,"1,484 sqft"
928 Richards St #2002, Vancouver,BC,V6B6P6,Canada,49.278357,-123.119901,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$549,000",1 bd,1 ba,495 sqft
550 Taylor St UNIT 1610, Vancouver,BC,V6B1R1,Canada,49.279776,-123.10558,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$649,000",1 bd,1 ba,589 sqft
1159 Main St #805, Vancouver,BC,V6A4B6,Canada,49.274261,-123.100494,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$1,098,000",3 bds,2 ba,"1,183 sqft"
871 W 33rd Ave, Vancouver,BC,V5V3A4,Canada,49.241609,-123.124533,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$849,900",1 bd,1 ba,542 sqft
1255 Seymour St PENTHOUSE 3401, Vancouver,BC,V6B0H1,Canada,49.276039,-123.126471,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$2,349,000",2 bds,3 ba,"1,415 sqft"
1837 Matthews Ave, Vancouver,BC,V6J2T4,Canada,49.251583,-123.146601,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$6,298,000",6 bds,7 ba,"7,871 sqft"
4078 Knight St #523, Vancouver,BC,V5N5Y9,Canada,49.248893,-123.075391,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$799,900",2 bds,2 ba,807 sqft
1238 W 45th Ave, Vancouver,BC,V6M2G7,Canada,49.230128,-123.133482,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$6,688,000",10 bds,10 ba,"6,057 sqft"
2411 Heather St #1801, Vancouver,BC,V5Z0B7,Canada,49.264583,-123.120097,V5Z,East Fairview / South Cambie,Vancouver,"C$2,990,000",3 bds,2 ba,"1,556 sqft"
2119 E 29th Ave #1, Vancouver,BC,V5N2Z2,Canada,49.245166,-123.062331,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,499,900",3 bds,4 ba,"1,443 sqft"
4652 Victoria Dr, Vancouver,BC,V5N4N9,Canada,49.243247,-123.064884,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,180,000",3 bds,2 ba,"1,252 sqft"
2055 Pendrell St #1605, Vancouver,BC,V6G1T9,Canada,49.290618,-123.144258,V6G,NW West End / Stanley Park,Vancouver,"C$1,549,000",2 bds,2 ba,"1,114 sqft"
16 Lakewood Dr #305, Vancouver,BC,V5L4L1,Canada,49.284536,-123.061412,V5L,North Grandview- Woodland,Vancouver,"C$570,000",2 bds,1 ba,807 sqft
3806 W 3rd Ave, Vancouver,BC,V6R1M4,Canada,49.269297,-123.187861,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$3,568,000",3 bds,2 ba,"1,868 sqft"
1136 E 10th Ave, Vancouver,BC,V5T2B7,Canada,49.261189,-123.08052,V5T,East Mount Pleasant,Vancouver,"C$2,099,900",5 bds,2 ba,"2,168 sqft"
1417 E 27th Ave, Vancouver,BC,V5N2W5,Canada,49.246662,-123.075282,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,399,000",3 bds,3 ba,"1,495 sqft"
1637 Angus Dr, Vancouver,BC,V6J4H2,Canada,49.254735,-123.14173,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$12,988,000",12 bds,12 ba,"12,195 sqft"
4769 Belmont Ave, Vancouver,BC,V6T1A8,Canada,49.275514,-123.217758,V6T,UBC,Vancouver,"C$32,000,000",1 bd,1 ba,640 sqft
5584 Mackenzie St, Vancouver,BC,V6N1H2,Canada,49.235982,-123.169781,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$3,098,000",5 bds,3 ba,"3,044 sqft"
3402 Osler St, Vancouver,BC,V6H2W3,Canada,49.255587,-123.131849,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$19,990,000",6 bds,10 ba,"9,655 sqft"
3852 W 50th Ave, Vancouver,BC,V6N3V5,Canada,49.226214,-123.189675,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$5,380,000",5 bds,6 ba,"4,027 sqft"
1307 W 41st Ave, Vancouver,BC,V6M1X4,Canada,49.234482,-123.135094,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$4,399,000",4 bds,2 ba,"2,800 sqft"
4575 Alexandra St, Vancouver,BC,V6J4C9,Canada,49.244421,-123.141555,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$4,777,000",5 bds,5 ba,"4,246 sqft"
2112 Prince Edward St, Vancouver,BC,V5T3M3,Canada,49.265872,-123.095414,V5T,East Mount Pleasant,Vancouver,"C$2,299,000",3 bds,4 ba,"1,720 sqft"
1981 W 19th Ave, Vancouver,BC,V6J2P2,Canada,49.254698,-123.150072,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$7,990,000",7 bds,6 ba,"6,639 sqft"
1238 Seymour St #1401, Vancouver,BC,V6B6J3,Canada,49.275778,-123.125761,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$4,218,000",7 bds,7 ba,"6,555 sqft"
2239 Saint Catherines St #301, Vancouver,BC,V5T4M9,Canada,49.264578,-123.085505,V5T,East Mount Pleasant,Vancouver,"C$875,000",2 bds,2 ba,869 sqft
4417 W 16th Ave, Vancouver,BC,V6R3E7,Canada,49.258606,-123.206867,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$2,299,000",3 bds,3 ba,"1,589 sqft"
1200 Alberni St #2903, Vancouver,BC,V6E1A6,Canada,49.28687,-123.12674,V6E,SE West End / Davie Village,Vancouver,"C$1,388,000",3 bds,2 ba,"1,141 sqft"
5288 Melbourne St #1905, Vancouver,BC,V5R6E6,Canada,49.234589,-123.028988,V5R,South Renfrew- Collingwood,Vancouver,"C$869,000",3 bds,2 ba,996 sqft
6836 Arbutus St, Vancouver,BC,V6P5S7,Canada,49.22343,-123.154671,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$9,980,000",8 bds,9 ba,"8,655 sqft"
2047 Mannering Ave, Vancouver,BC,V5N3C2,Canada,49.240907,-123.064039,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,728,800",4 bds,2 ba,"2,018 sqft"
1335 Howe St #1504, Vancouver,BC,V6Z0H1,Canada,49.276569,-123.129609,V6Z,SW Downtown,Vancouver,"C$2,998,000",3 bds,3 ba,"1,720 sqft"
6076 Angus Dr, Vancouver,BC,V6M3P1,Canada,49.231128,-123.147432,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$9,580,000",6 bds,7 ba,"5,209 sqft"
889 Pacific St #1606, Vancouver,BC,V6Z2P5,Canada,49.27632,-123.13079,V6Z,SW Downtown,Vancouver,"C$1,350,000",2 bds,2 ba,950 sqft
2243 Oak St, Vancouver,BC,V6H3W6,Canada,49.265755,-123.127872,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$2,149,000",3 bds,2 ba,"1,991 sqft"
5380 Oben St #1609, Vancouver,BC,V5R6H7,Canada,49.235142,-123.026165,V5R,South Renfrew- Collingwood,Vancouver,"C$699,000",2 bds,2 ba,913 sqft
1691 W 41st Ave, Vancouver,BC,V6M1X9,Canada,49.234766,-123.144399,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$7,999,800",5 bds,3 ba,"5,467 sqft"
939 Homer St #1907, Vancouver,BC,V6B2W6,Canada,49.278115,-123.119485,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$885,000",2 bds,2 ba,912 sqft
2851 Heather St #604, Vancouver,BC,V5Z0A2,Canada,49.260073,-123.120956,V5Z,East Fairview / South Cambie,Vancouver,"C$1,250,000",3 bds,2 ba,"1,090 sqft"
4863 Rupert St, Vancouver,BC,V5R2J6,Canada,49.240586,-123.038292,V5R,South Renfrew- Collingwood,Vancouver,"C$1,899,000",7 bds,2 ba,"2,208 sqft"
1396 Burnaby St #201, Vancouver,BC,V6E1P9,Canada,49.282669,-123.137432,V6E,SE West End / Davie Village,Vancouver,"C$799,900",2 bds,1 ba,889 sqft
760 Kingsway #208, Vancouver,BC,V5V3C1,Canada,49.255851,-123.088796,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$700,000",2 bds,1 ba,768 sqft
260 W 63rd Ave, Vancouver,BC,V5X2H8,Canada,49.213139,-123.111568,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$2,460,000",5 bds,5 ba,"2,523 sqft"
6299 Angus Dr, Vancouver,BC,V6M3P2,Canada,49.229058,-123.148374,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$9,880,000",6 bds,6 ba,"5,272 sqft"
830 E 7th Ave #111, Vancouver,BC,V5T4J2,Canada,49.26404,-123.086412,V5T,East Mount Pleasant,Vancouver,"C$399,900",Studio,1 ba,439 sqft
6388 Wiltshire St, Vancouver,BC,V6M3M4,Canada,49.228099,-123.146082,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$12,980,000",6 bds,8 ba,"7,324 sqft"
1178 Laurier Ave, Vancouver,BC,V6H1Y5,Canada,49.250332,-123.130784,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$13,800,000",6 bds,8 ba,"8,515 sqft"
3166 E 5th Ave, Vancouver,BC,V5M1P1,Canada,49.265378,-123.037434,V5M,South Hastings-Sunrise / North Renfrew- Collingwood,Vancouver,"C$2,288,000",5 bds,4 ba,"2,232 sqft"
4687 W 15th Ave, Vancouver,BC,V6R3B5,Canada,49.259633,-123.214851,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$2,550,000",3 bds,4 ba,"1,537 sqft"
3088 Laurel St, Vancouver,BC,V5Z3T5,Canada,49.258406,-123.124134,V5Z,East Fairview / South Cambie,Vancouver,"C$979,000",2 bds,1 ba,874 sqft
5884 Ormidale St, Vancouver,BC,V5R4R3,Canada,49.230522,-123.024647,V5R,South Renfrew- Collingwood,Vancouver,"C$1,899,000",5 bds,3 ba,"2,402 sqft"
1355 Harwood St #203, Vancouver,BC,V6E3W3,Canada,49.282084,-123.137655,V6E,SE West End / Davie Village,Vancouver,"C$949,000",2 bds,2 ba,"1,063 sqft"
288 E 59th Ave, Vancouver,BC,V5X1X9,Canada,49.216461,-123.100018,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$3,288,000",8 bds,8 ba,"3,513 sqft"
2891 E 19th Ave, Vancouver,BC,V5M2R9,Canada,49.25343,-123.045223,V5M,South Hastings-Sunrise / North Renfrew- Collingwood,Vancouver,"C$1,680,000",5 bds,4 ba,"1,699 sqft"
5723 Balsam St PENTHOUSE 1, Vancouver,BC,V6M4B8,Canada,49.234394,-123.16177,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$999,800",2 bds,2 ba,"1,062 sqft"
938 Smithe St #1515, Vancouver,BC,V6Z3H8,Canada,49.283215,-123.125593,V6Z,SW Downtown,Vancouver,"C$688,800",1 bd,1 ba,607 sqft
88 W 1st Ave #602, Vancouver,BC,V5Y0K2,Canada,49.270596,-123.106408,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$710,000",1 bd,1 ba,563 sqft
2415 W 6th Ave, Vancouver,BC,V6K1W2,Canada,49.266274,-123.16041,V6K,Central Kitsilano / Greektown,Vancouver,"C$1,358,000",2 bds,2 ba,"1,072 sqft"
3133 Riverwalk Ave #318, Vancouver,BC,V5S0A7,Canada,49.206257,-123.040733,V5S,Killarney,Vancouver,"C$769,900",2 bds,2 ba,901 sqft
938 Beatty St, Vancouver,BC,V6Z3G6,Canada,49.276389,-123.116312,V6Z,SW Downtown,Vancouver,"C$999,999",1 bd,2 ba,"1,093 sqft"
1917 E 22nd Ave, Vancouver,BC,V5N2R2,Canada,49.250552,-123.066455,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,599,000",4 bds,2 ba,"1,787 sqft"
1333 Hornby St #601, Vancouver,BC,V6Z2C1,Canada,49.277062,-123.130919,V6Z,SW Downtown,Vancouver,"C$469,300",1 bd,1 ba,472 sqft
3429 W 42nd Ave, Vancouver,BC,V6N3H3,Canada,49.234078,-123.18096,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$4,276,000",5 bds,4 ba,"2,888 sqft"
1902 Blenheim St, Vancouver,BC,V6K4H9,Canada,49.269223,-123.177348,V6K,Central Kitsilano / Greektown,Vancouver,"C$3,750,000",10 bds,7 ba,"4,445 sqft"
3579 W 50th Ave, Vancouver,BC,V6N3V3,Canada,49.226887,-123.184548,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$3,880,000",5 bds,5 ba,"3,315 sqft"
E 35th Ave #1391, Vancouver,BC,V5W1A6,Canada,49.238207,-123.081391,V5W,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,"C$1,988,000",6 bds,3 ba,"2,420 sqft"
1226 W 26th Ave, Vancouver,BC,V6H2A9,Canada,49.247972,-123.132751,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$2,049,900",3 bds,4 ba,"1,802 sqft"
1568 Alberni St #PENTHOUSE 1, Vancouver,BC,V6G1A5,Canada,49.289738,-123.131183,V6G,NW West End / Stanley Park,Vancouver,"C$18,900,000",3 bds,5 ba,"4,346 sqft"
2731 Sophia St, Vancouver,BC,V5T3L1,Canada,49.260314,-123.097529,V5T,East Mount Pleasant,Vancouver,"C$949,000",2 bds,1 ba,928 sqft
1718 W 61st Ave, Vancouver,BC,V6P2C3,Canada,49.215709,-123.146443,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$5,998,000",6 bds,7 ba,"4,343 sqft"
667 Howe St #4801, Vancouver,BC,V6C0B5,Canada,49.283705,-123.119032,V6C,Waterfront / Coal Harbour / Canada Place,Vancouver,"C$18,880,000",4 bds,7 ba,"7,214 sqft"
1564 W 26th Ave, Vancouver,BC,V6J2W9,Canada,49.248098,-123.140657,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$5,280,000",5 bds,4 ba,"3,877 sqft"
1615 Frances St #201, Vancouver,BC,V5L1Z3,Canada,49.27965,-123.071845,V5L,North Grandview- Woodland,Vancouver,"C$878,000",2 bds,2 ba,927 sqft
4677 Simpson Ave, Vancouver,BC,V6R1C2,Canada,49.274643,-123.214067,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$11,580,000",5 bds,5 ba,"4,190 sqft"
5961 Churchill St, Vancouver,BC,V6M3H4,Canada,49.23189,-123.142042,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$14,588,000",5 bds,8 ba,"6,402 sqft"
6615 Balsam St, Vancouver,BC,V6P5W8,Canada,49.226012,-123.161976,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$15,700,000",7 bds,8 ba,"6,912 sqft"
6188 Adera St, Vancouver,BC,V6M3J6,Canada,49.229828,-123.142947,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$16,880,000",6 bds,8 ba,"7,103 sqft"
2537 Trinity St, Vancouver,BC,V5K1E3,Canada,49.289998,-123.053696,V5K,North Hastings-Sunrise,Vancouver,"C$1,999,000",5 bds,3 ba,"2,418 sqft"
3592 Turner St, Vancouver,BC,V5K2H9,Canada,49.278829,-123.026117,V5K,North Hastings-Sunrise,Vancouver,"C$1,099,000",3 bds,4 ba,"1,315 sqft"
3449 W 7th Ave, Vancouver,BC,V6R1W2,Canada,49.265744,-123.180899,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$2,898,000",5 bds,4 ba,"2,489 sqft"
4938 Arbutus St, Vancouver,BC,V6M3W1,Canada,49.241702,-123.153154,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$5,880,000",5 bds,3 ba,"2,374 sqft"
3199 Saint George St, Vancouver,BC,V5T3R9,Canada,49.256755,-123.094078,V5T,East Mount Pleasant,Vancouver,"C$1,499,000",3 bds,2 ba,"1,294 sqft"
811 Helmcken St #1702, Vancouver,BC,V6Z1B1,Canada,49.279247,-123.125531,V6Z,SW Downtown,Vancouver,"C$828,000",2 bds,2 ba,806 sqft
3438 Sawmill Cres #319, Vancouver,BC,V5S0E3,Canada,49.205784,-123.032766,V5S,Killarney,Vancouver,"C$599,800",1 bd,1 ba,601 sqft
1012 Beach Ave #402, Vancouver,BC,V6E1T7,Canada,49.277405,-123.134727,V6E,SE West End / Davie Village,Vancouver,"C$1,999,000",2 bds,2 ba,"1,606 sqft"
3731 W 6th Ave #106, Vancouver,BC,V6R1T8,Canada,49.26716,-123.18637,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$585,800",1 bd,1 ba,735 sqft
3746 Inverness St, Vancouver,BC,V5V4V9,Canada,49.251179,-123.079646,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$1,449,900",6 bds,4 ba,"2,050 sqft"
5189 Connaught Dr, Vancouver,BC,V6M3G2,Canada,49.239228,-123.143001,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$8,800,000",6 bds,6 ba,"6,129 sqft"
2248 E 3rd Ave, Vancouver,BC,V5N1J1,Canada,49.267491,-123.058959,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,625,000",3 bds,3 ba,"2,352 sqft"
5266 Fraser St, Vancouver,BC,V5W2Y9,Canada,49.237262,-123.090078,V5W,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,"C$1,498,800",3 bds,2 ba,"1,464 sqft"
5555 Victoria Dr #225, Vancouver,BC,V5P4Y3,Canada,49.234005,-123.065906,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$699,000",2 bds,2 ba,"1,127 sqft"
2783 W 8th Ave, Vancouver,BC,V6K2B7,Canada,49.265184,-123.168051,V6K,Central Kitsilano / Greektown,Vancouver,"C$1,899,000",4 bds,3 ba,"1,380 sqft"
1625 E 8th Ave, Vancouver,BC,V5N1T6,Canada,49.263461,-123.07134,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,545,000",3 bds,2 ba,"1,502 sqft"
1332 W 47th Ave, Vancouver,BC,V6M2L8,Canada,49.228392,-123.135827,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$5,990,000",5 bds,7 ba,"4,732 sqft"
2828 Wall St, Vancouver,BC,V5K1B2,Canada,49.291182,-123.045857,V5K,North Hastings-Sunrise,Vancouver,"C$2,299,000",4 bds,4 ba,"2,083 sqft"
2433 Broadway W, Vancouver,BC,V6K2E8,Canada,49.26424,-123.160905,V6K,Central Kitsilano / Greektown,Vancouver,"C$1,798,000",3 bds,4 ba,"1,583 sqft"
1130 Ironwork Pass, Vancouver,BC,V6H3P1,Canada,49.268132,-123.128577,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$1,248,800",2 bds,2 ba,"1,245 sqft"
1251 Cardero St #1102, Vancouver,BC,V6G2H9,Canada,49.284994,-123.139881,V6G,NW West End / Stanley Park,Vancouver,"C$399,000",1 bd,1 ba,592 sqft
4465 Skeena St, Vancouver,BC,V5R2L8,Canada,49.244847,-123.028936,V5R,South Renfrew- Collingwood,Vancouver,"C$1,699,000",4 bds,4 ba,"2,520 sqft"
548 Georgia St E #2, Vancouver,BC,V6A1Z9,Canada,49.278177,-123.092362,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$1,388,000",3 bds,2 ba,"1,832 sqft"
3418 Adanac St #11, Vancouver,BC,V5K5H5,Canada,49.2768,-123.030082,V5K,North Hastings-Sunrise,Vancouver,"C$969,000",3 bds,2 ba,"1,358 sqft"
1559 E 41st Ave, Vancouver,BC,V5P1K3,Canada,49.232936,-123.073512,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$1,399,000",3 bds,2 ba,"1,642 sqft"
1166 E 11th Ave #1, Vancouver,BC,V5T2G3,Canada,49.260284,-123.079823,V5T,East Mount Pleasant,Vancouver,"C$1,998,800",4 bds,4 ba,"1,621 sqft"
2238 Eton St PENTHOUSE 6, Vancouver,BC,V5L1C8,Canada,49.287252,-123.05848,V5L,North Grandview- Woodland,Vancouver,"C$543,000",1 bd,1 ba,650 sqft
688 W 29th Ave, Vancouver,BC,V5Z2H9,Canada,49.244967,-123.120027,V5Z,East Fairview / South Cambie,Vancouver,"C$4,990,000",5 bds,4 ba,"1,998 sqft"
3132 W 7th Ave, Vancouver,BC,V6K2A1,Canada,49.265614,-123.174671,V6K,Central Kitsilano / Greektown,Vancouver,"C$1,628,000",2 bds,2 ba,"1,124 sqft"
3850 Point Grey Rd, Vancouver,BC,V6R1B4,Canada,49.271533,-123.188906,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$6,888,000",4 bds,5 ba,"5,011 sqft"
2707 E 26th Ave, Vancouver,BC,V5R1M1,Canada,49.247327,-123.048814,V5R,South Renfrew- Collingwood,Vancouver,"C$1,399,000",3 bds,4 ba,"1,285 sqft"
2121 W 6th Ave #215, Vancouver,BC,V6K1V5,Canada,49.266657,-123.153534,V6K,Central Kitsilano / Greektown,Vancouver,"C$1,449,000",3 bds,2 ba,"1,267 sqft"
233 Abbott St #306, Vancouver,BC,V6B2K7,Canada,49.283322,-123.106927,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$419,900",1 bd,1 ba,510 sqft
762 E Pender St, Vancouver,BC,V6A1V7,Canada,49.279895,-123.088165,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$1,698,000",3 bds,3 ba,"1,711 sqft"
5187 Culloden St, Vancouver,BC,V5W3R5,Canada,49.237759,-123.079439,V5W,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,"C$2,589,000",5 bds,4 ba,"2,894 sqft"
1119 Pendrell St, Vancouver,BC,V6E1L3,Canada,49.281546,-123.130237,V6E,SE West End / Davie Village,Vancouver,"C$2,350,000",2 bds,3 ba,"1,675 sqft"
3522 SW Marine Dr, Vancouver,BC,V6N3Z2,Canada,49.229891,-123.182894,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$3,999,999",3 bds,4 ba,"3,085 sqft"
1460 Bute St #201, Vancouver,BC,V6E2A7,Canada,49.279255,-123.136797,V6E,SE West End / Davie Village,Vancouver,"C$2,980,000",2 bds,2 ba,"1,477 sqft"
