"Street address",City,State,"Zip/Postal Code",Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"142 E 27th Ave"," Vancouver",BC,V5V2K4,Canada,49.247028,-123.102357,1,rooftop,142,"E 27th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1386 Nicola St #24"," Vancouver",BC,V6G2G2,Canada,49.282452,-123.140146,1,rooftop,1386,"Nicola St",#,24,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"601 Jervis St"," Vancouver",BC,V6E3M5,Canada,49.288547,-123.125844,0.79,nearest_rooftop_match,610,"Jervis St",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"833 Seymour St #607"," Vancouver",BC,V6B0G4,Canada,49.280497,-123.119756,1,rooftop,833,"Seymour St",#,607,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3161 W 4th Ave #205"," Vancouver",BC,V6K1R6,Canada,49.268705,-123.174915,1,rooftop,3161,"W 4th Ave",#,205,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1959 W 15th Ave"," Vancouver",BC,V6J2L2,Canada,49.25788,-123.149851,0.9,nearest_rooftop_match,1960,"W 15th Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"185 W 45th Ave"," Vancouver",BC,V5Y2W2,Canada,49.229855,-123.110477,1,rooftop,185,"W 45th Ave",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1775 Quebec St #607"," Vancouver",BC,V5T0E3,Canada,49.269514,-123.103314,1,rooftop,1775,"Quebec St",#,607,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5288 Melbourne St #1205"," Vancouver",BC,V5R6E6,Canada,49.234589,-123.028988,0.66,nearest_rooftop_match,5430,"Melbourne St",#,1205,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1480 Howe St #5601"," Vancouver",BC,V6Z0G5,Canada,49.274891,-123.131173,1,rooftop,1480,"Howe St",#,5601,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2645 W 6th Ave"," Vancouver",BC,V6K1W6,Canada,49.266824,-123.16538,1,rooftop,2645,"W 6th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1372 Seymour St #4102"," Vancouver",BC,V6B0L1,Canada,49.27459,-123.127563,1,rooftop,1372,"Seymour St",#,4102,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"988 W 54th Ave #203"," Vancouver",BC,V6P1M9,Canada,49.221676,-123.137879,0.6,street_center,,"W 54th Ave",#,203,Vancouver,BC,,V6P,CA,"CanVec+ by Natural Resources Canada"
"5665 Boundary Rd #2807"," Vancouver",BC,V5R0E4,Canada,49.233386,-123.024471,0.81,nearest_rooftop_match,5575,"Boundary Rd",#,2807,Vancouver,BC,,V5R,CA,Province
"5650 Oak St #208"," Vancouver",BC,V6M2V6,Canada,49.234715,-123.127612,1,rooftop,5650,"Oak St",#,208,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1288 Georgia St W PENTHOUSE 5"," Vancouver",BC,V6E4R3,Canada,49.288097,-123.126151,0.79,nearest_rooftop_match,1281,"W Georgia St",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4309 Locarno Cres"," Vancouver",BC,V6R1G2,Canada,49.269064,-123.203404,1,rooftop,4309,"Locarno Cres",,,Vancouver,BC,,V6R,CA,Province
"1283 Howe St #2504"," Vancouver",BC,V6Z0E3,Canada,49.277218,-123.128625,1,rooftop,1283,"Howe St",#,2504,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4569 W 2nd Ave"," Vancouver",BC,V6R1K7,Canada,49.271603,-123.210982,1,rooftop,4569,"W 2nd Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2741 Hastings St E #200"," Vancouver",BC,V5K1Z8,Canada,49.281423,-123.048362,1,rooftop,2741,"E Hastings St",#,200,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1080 Wolfe Ave"," Vancouver",BC,V6H1V8,Canada,49.254646,-123.129873,1,rooftop,1080,"Wolfe Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1500 Hornby St #1805"," Vancouver",BC,V6Z2R1,Canada,49.275736,-123.131665,0.89,nearest_rooftop_match,1488,"Hornby St",#,1805,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"51 E 27th Ave"," Vancouver",BC,V5V2K2,Canada,49.247524,-123.104159,1,rooftop,51,"E 27th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"830 E 7th Ave #211"," Vancouver",BC,V5T4J2,Canada,49.26404,-123.086412,1,rooftop,830,"E 7th Ave",#,211,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"311 E 6th Ave #405"," Vancouver",BC,V5T0G9,Canada,49.265607,-123.098523,1,rooftop,311,"E 6th Ave",#,405,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"750 W 6th Ave"," Vancouver",BC,V5Z0C8,Canada,49.265658,-123.121194,1,rooftop,750,"W 6th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2925 McGill St"," Vancouver",BC,V5K1H8,Canada,49.289001,-123.04321,1,rooftop,2925,"McGill St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"40 E 46th Ave #1"," Vancouver",BC,V5W1Z1,Canada,49.228272,-123.104959,1,rooftop,40,"E 46th Ave",#,1,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1726 W 32nd Ave"," Vancouver",BC,V6J3A7,Canada,49.243344,-123.144295,1,rooftop,1726,"W 32nd Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2032 E 22nd Ave"," Vancouver",BC,V5N2R4,Canada,49.250008,-123.06413,1,rooftop,2032,"E 22nd Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3885 W 35th Ave"," Vancouver",BC,V6N2N8,Canada,49.240751,-123.190514,1,rooftop,3885,"W 35th Ave",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3138 Riverwalk Ave #312"," Vancouver",BC,V5S0B6,Canada,49.205651,-123.040863,1,rooftop,3138,"Riverwalk Ave",#,312,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1907 E 38th Ave"," Vancouver",BC,V5P1G6,Canada,49.235477,-123.067132,1,rooftop,1907,"E 38th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1502 Island Park Walk #107"," Vancouver",BC,V6H3Z8,Canada,49.270581,-123.139126,1,rooftop,1502,"Island Park Walk",#,107,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"964 W 15th Ave"," Vancouver",BC,V5Z1R9,Canada,49.25762,-123.126543,1,rooftop,964,"W 15th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4638 Gladstone St #1510"," Vancouver",BC,V5N4Y8,Canada,49.242466,-123.062508,0.82,nearest_rooftop_match,4718,"Gladstone St",#,1510,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2335 W 18th Ave"," Vancouver",BC,V6L1A7,Canada,49.256582,-123.158831,1,rooftop,2335,"W 18th Ave",,,Vancouver,BC,,V6L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3888 W 13th Ave"," Vancouver",BC,V6R2S8,Canada,49.260558,-123.190619,1,rooftop,3888,"W 13th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1362 E 60th Ave"," Vancouver",BC,V5X2A9,Canada,49.215236,-123.078257,1,rooftop,1362,"E 60th Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6011 Macdonald St"," Vancouver",BC,V6N1E5,Canada,49.231692,-123.167833,1,rooftop,6011,"Macdonald St",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2033 W 7th Ave #305"," Vancouver",BC,V6J1T3,Canada,49.265839,-123.151582,1,rooftop,2033,"W 7th Ave",#,305,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2838 Birch St #3"," Vancouver",BC,V6H2T6,Canada,49.260004,-123.133506,1,rooftop,2838,"Birch St",#,3,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"7123 Selkirk St"," Vancouver",BC,V6P6J4,Canada,49.221187,-123.133918,1,rooftop,7123,"Selkirk St",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"939 W 7th Ave #26"," Vancouver",BC,V5Z1C4,Canada,49.265369,-123.125488,1,rooftop,939,"W 7th Ave",#,26,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1211 Melville St #2404"," Vancouver",BC,V6E0A7,Canada,49.288385,-123.124397,1,rooftop,1211,"Melville St",#,2404,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"8410 Cornerstone St"," Vancouver",BC,V5S4S1,Canada,49.207854,-123.033394,0.6,street_center,,"Cornerstone St",,,Vancouver,BC,,V5S,CA,"CanVec+ by Natural Resources Canada"
"1375 King Edward Ave W"," Vancouver",BC,V6H2A1,Canada,49.249817,-123.135915,1,rooftop,1375,"W King Edward Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2311 W 8th Ave"," Vancouver",BC,V6K2A8,Canada,49.265068,-123.158095,0.9,nearest_rooftop_match,2315,"W 8th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1199 Marinaside Cres UNIT 3002"," Vancouver",BC,V6Z2Y2,Canada,49.273129,-123.120638,0.9,nearest_rooftop_match,1201,"Marinaside Cres",Unit,3002,Vancouver,BC,,V6Z,CA,Province
"3998 Granville St"," Vancouver",BC,V6H3L2,Canada,49.250458,-123.13867,1,rooftop,3998,"Granville St",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"667 Howe St #4601"," Vancouver",BC,V6C0B5,Canada,49.283705,-123.119032,1,rooftop,667,"Howe St",#,4601,Vancouver,BC,,V6C,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1591 Nanton Ave"," Vancouver",BC,V6J2X3,Canada,49.247697,-123.141284,1,rooftop,1591,"Nanton Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2209 Alder St"," Vancouver",BC,V6H2R8,Canada,49.265802,-123.131605,0.89,nearest_rooftop_match,2203,"Alder St",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1177 Hornby St #203"," Vancouver",BC,V6Z2E9,Canada,49.278837,-123.128065,1,rooftop,1177,"Hornby St",#,203,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2843 W 44th Ave"," Vancouver",BC,V6N3K1,Canada,49.232135,-123.168845,1,rooftop,2843,"W 44th Ave",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"445 W 2nd Ave #TOWNHOUSE 101"," Vancouver",BC,V5Y0E8,Canada,49.266828,-123.113794,0.7,nearest_rooftop_match,450,"W 2nd Ave",#,TOWNHOUSE,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1408 Robson St #1006"," Vancouver",BC,V6G1B9,Canada,49.28808,-123.13083,0.89,nearest_rooftop_match,1400,"Robson St",#,1006,Vancouver,BC,,V6G,CA,Province
"557 E 20th Ave"," Vancouver",BC,V5V1M7,Canada,49.253106,-123.092568,1,rooftop,557,"E 20th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"822 Homer St #1303"," Vancouver",BC,V6B6M3,Canada,49.279045,-123.116954,1,rooftop,822,"Homer St",#,1303,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1717 Haro St #401"," Vancouver",BC,V6G1H1,Canada,49.290223,-123.135177,1,rooftop,1717,"Haro St",#,401,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"583 Beach Cres #1003"," Vancouver",BC,V6Z3E6,Canada,49.273589,-123.129221,1,rooftop,583,"Beach Cres",#,1003,Vancouver,BC,,V6Z,CA,Province
"3814 W 15th Ave"," Vancouver",BC,V6R2Z9,Canada,49.258712,-123.1885,1,rooftop,3814,"W 15th Ave",,,Vancouver,BC,,V6R,CA,Province
"1191 W 40th Ave"," Vancouver",BC,V6M1V1,Canada,49.23528,-123.132242,1,rooftop,1191,"W 40th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1331 Alberni St #2701"," Vancouver",BC,V6E4S1,Canada,49.288352,-123.127898,1,rooftop,1331,"Alberni St",#,2701,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"455 Beach Cres #1102"," Vancouver",BC,V6Z3E5,Canada,49.272668,-123.127769,1,rooftop,455,"Beach Cres",#,1102,Vancouver,BC,,V6Z,CA,Province
"6210 Larch St"," Vancouver",BC,V6M4C6,Canada,49.230031,-123.16252,1,rooftop,6210,"Larch St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1050 Chilco St #503"," Vancouver",BC,V6G2R8,Canada,49.290238,-123.142748,1,rooftop,1050,"Chilco St",#,503,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1234 Pendrell St #102"," Vancouver",BC,V6E1L6,Canada,49.282739,-123.133262,1,rooftop,1234,"Pendrell St",#,102,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1965 E 37th Ave"," Vancouver",BC,V5P1E9,Canada,49.236934,-123.066233,1,rooftop,1965,"E 37th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3615 Georgia St E"," Vancouver",BC,V5K2M2,Canada,49.278475,-123.0253,1,rooftop,3615,"E Georgia St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2715 E Pender St #2"," Vancouver",BC,V5K2B9,Canada,49.280519,-123.048778,1,rooftop,2715,"E Pender St",#,2,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"688 Fairchild Rd #204"," Vancouver",BC,V5Z4P7,Canada,49.230828,-123.120572,1,rooftop,688,"Fairchild Rd",#,204,Vancouver,BC,,V5Z,CA,Province
"1131 Homer St"," Vancouver",BC,V6B0B1,Canada,49.276189,-123.12245,0.9,nearest_rooftop_match,1133,"Homer St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"46 King Edward Ave W"," Vancouver",BC,V5Y2H7,Canada,49.24855,-123.106148,1,rooftop,46,"W King Edward Ave",,,Vancouver,BC,,V5Y,CA,Province
"928 Richards St #2002"," Vancouver",BC,V6B6P6,Canada,49.278357,-123.119901,1,rooftop,928,"Richards St",#,2002,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"550 Taylor St UNIT 1610"," Vancouver",BC,V6B1R1,Canada,49.279776,-123.10558,1,rooftop,550,"Taylor St",Unit,1610,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1159 Main St #805"," Vancouver",BC,V6A4B6,Canada,49.274261,-123.100494,1,rooftop,1159,"Main St",#,805,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"871 W 33rd Ave"," Vancouver",BC,V5V3A4,Canada,49.241609,-123.124533,0.8,nearest_rooftop_match,869,"W 33rd Ave",,,Vancouver,BC,,V5Z,CA,Province
"1255 Seymour St PENTHOUSE 3401"," Vancouver",BC,V6B0H1,Canada,49.276039,-123.126471,1,rooftop,1255,"Seymour St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1837 Matthews Ave"," Vancouver",BC,V6J2T4,Canada,49.251583,-123.146601,1,rooftop,1837,"Matthews Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4078 Knight St #523"," Vancouver",BC,V5N5Y9,Canada,49.248893,-123.075391,1,rooftop,4078,"Knight St",#,523,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1238 W 45th Ave"," Vancouver",BC,V6M2G7,Canada,49.230128,-123.133482,1,rooftop,1238,"W 45th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2411 Heather St #1801"," Vancouver",BC,V5Z0B7,Canada,49.264583,-123.120097,0.82,nearest_rooftop_match,2331,"Heather St",#,1801,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2119 E 29th Ave #1"," Vancouver",BC,V5N2Z2,Canada,49.245166,-123.062331,1,rooftop,2119,"E 29th Ave",#,1,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4652 Victoria Dr"," Vancouver",BC,V5N4N9,Canada,49.243247,-123.064884,0.9,nearest_rooftop_match,4650,"Victoria Dr",,,Vancouver,BC,,V5N,CA,Province
"2055 Pendrell St #1605"," Vancouver",BC,V6G1T9,Canada,49.290618,-123.144258,1,rooftop,2055,"Pendrell St",#,1605,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"16 Lakewood Dr #305"," Vancouver",BC,V5L4L1,Canada,49.284536,-123.061412,1,rooftop,16,"Lakewood Dr",#,305,Vancouver,BC,,V5L,CA,Province
"3806 W 3rd Ave"," Vancouver",BC,V6R1M4,Canada,49.269297,-123.187861,1,rooftop,3806,"W 3rd Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1136 E 10th Ave"," Vancouver",BC,V5T2B7,Canada,49.261189,-123.08052,1,rooftop,1136,"E 10th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1417 E 27th Ave"," Vancouver",BC,V5N2W5,Canada,49.246662,-123.075282,1,rooftop,1417,"E 27th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1637 Angus Dr"," Vancouver",BC,V6J4H2,Canada,49.254735,-123.14173,1,rooftop,1637,"Angus Dr",,,Vancouver,BC,,V6J,CA,Province
"4769 Belmont Ave"," Vancouver",BC,V6T1A8,Canada,49.275514,-123.217758,1,rooftop,4769,"Belmont Ave",,,Vancouver,BC,,V6T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5584 Mackenzie St"," Vancouver",BC,V6N1H2,Canada,49.235982,-123.169781,1,rooftop,5584,"Mackenzie St",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3402 Osler St"," Vancouver",BC,V6H2W3,Canada,49.255587,-123.131849,1,rooftop,3402,"Osler St",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3852 W 50th Ave"," Vancouver",BC,V6N3V5,Canada,49.226214,-123.189675,1,rooftop,3852,"W 50th Ave",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1307 W 41st Ave"," Vancouver",BC,V6M1X4,Canada,49.234482,-123.135094,1,rooftop,1307,"W 41st Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4575 Alexandra St"," Vancouver",BC,V6J4C9,Canada,49.244421,-123.141555,1,rooftop,4575,"Alexandra St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2112 Prince Edward St"," Vancouver",BC,V5T3M3,Canada,49.265872,-123.095414,0.89,nearest_rooftop_match,2118,"Prince Edward St",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1981 W 19th Ave"," Vancouver",BC,V6J2P2,Canada,49.254698,-123.150072,1,rooftop,1981,"W 19th Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1238 Seymour St #1401"," Vancouver",BC,V6B6J3,Canada,49.275778,-123.125761,1,rooftop,1238,"Seymour St",#,1401,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2239 Saint Catherines St #301"," Vancouver",BC,V5T4M9,Canada,49.264578,-123.085505,1,rooftop,2239,"St Catherines St",#,301,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4417 W 16th Ave"," Vancouver",BC,V6R3E7,Canada,49.258606,-123.206867,1,rooftop,4417,"W 16th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1200 Alberni St #2903"," Vancouver",BC,V6E1A6,Canada,49.28687,-123.12674,1,rooftop,1200,"Alberni St",#,2903,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5288 Melbourne St #1905"," Vancouver",BC,V5R6E6,Canada,49.234589,-123.028988,0.66,nearest_rooftop_match,5430,"Melbourne St",#,1905,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6836 Arbutus St"," Vancouver",BC,V6P5S7,Canada,49.22343,-123.154671,1,rooftop,6836,"Arbutus St",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2047 Mannering Ave"," Vancouver",BC,V5N3C2,Canada,49.240907,-123.064039,1,rooftop,2047,"Mannering Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1335 Howe St #1504"," Vancouver",BC,V6Z0H1,Canada,49.276569,-123.129609,1,rooftop,1335,"Howe St",#,1504,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6076 Angus Dr"," Vancouver",BC,V6M3P1,Canada,49.231128,-123.147432,1,rooftop,6076,"Angus Dr",,,Vancouver,BC,,V6M,CA,Province
"889 Pacific St #1606"," Vancouver",BC,V6Z2P5,Canada,49.27632,-123.13079,1,rooftop,889,"Pacific St",#,1606,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2243 Oak St"," Vancouver",BC,V6H3W6,Canada,49.265755,-123.127872,0.86,nearest_rooftop_match,2201,"Oak St",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5380 Oben St #1609"," Vancouver",BC,V5R6H7,Canada,49.235142,-123.026165,1,rooftop,5380,"Oben St",#,1609,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1691 W 41st Ave"," Vancouver",BC,V6M1X9,Canada,49.234766,-123.144399,1,rooftop,1691,"W 41st Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"939 Homer St #1907"," Vancouver",BC,V6B2W6,Canada,49.278115,-123.119485,1,rooftop,939,"Homer St",#,1907,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2851 Heather St #604"," Vancouver",BC,V5Z0A2,Canada,49.260073,-123.120956,1,rooftop,2851,"Heather St",#,604,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4863 Rupert St"," Vancouver",BC,V5R2J6,Canada,49.240586,-123.038292,1,rooftop,4863,"Rupert St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1396 Burnaby St #201"," Vancouver",BC,V6E1P9,Canada,49.282669,-123.137432,0.9,rooftop,1396,"Burnaby St",#,201,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"760 Kingsway #208"," Vancouver",BC,V5V3C1,Canada,49.255851,-123.088796,1,rooftop,760,Kingsway,#,208,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"260 W 63rd Ave"," Vancouver",BC,V5X2H8,Canada,49.213139,-123.111568,1,rooftop,260,"W 63rd Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6299 Angus Dr"," Vancouver",BC,V6M3P2,Canada,49.229058,-123.148374,1,rooftop,6299,"Angus Dr",,,Vancouver,BC,,V6M,CA,Province
"830 E 7th Ave #111"," Vancouver",BC,V5T4J2,Canada,49.26404,-123.086412,1,rooftop,830,"E 7th Ave",#,111,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6388 Wiltshire St"," Vancouver",BC,V6M3M4,Canada,49.228099,-123.146082,1,rooftop,6388,"Wiltshire St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1178 Laurier Ave"," Vancouver",BC,V6H1Y5,Canada,49.250332,-123.130784,1,rooftop,1178,"Laurier Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
