OBJECTID,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
1231,GO-20232248674,2023,9/26/2023 5:00:00 AM,1730,2023,9/26/2023 5:00:00 AM,1737,D52,Streets/Roadways/Highway,NO,NO,,,,,2SLGBTQ+,,NO,Assault,095,Annex (95),095,Annex (95),NO
1232,GO-20232256336,2023,9/27/2023 5:00:00 AM,1356,2023,9/27/2023 5:00:00 AM,1614,D52,Other Commercial / Corporate Places ,NO,NO,,,,,2SLGBTQ+,,NO,Harassing Communications,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),YES
1233,GO-20232273506,2023,9/29/2023 5:00:00 AM,1730,2023,9/29/2023 5:00:00 AM,1732,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,Gay,,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
1234,GO-20232271589,2023,9/29/2023 5:00:00 AM,700,2023,9/29/2023 5:00:00 AM,1447,D11,Non-Commercial/Non for Profit,NO,NO,,,,,,Transgender,NO,"Mischief To Religious Property, Educational Institutions, Etc.",171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),NO
1235,GO-20232282820,2023,9/30/2023 5:00:00 AM,2055,2023,9/30/2023 5:00:00 AM,2100,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Muslim,,,NO,Criminal Harassment,072,Regent Park (72),072,Regent Park (72),NO
1236,GO-20232380950,2023,9/30/2023 5:00:00 AM,700,2023,10/13/2023 5:00:00 AM,1028,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,Transgender,YES,Harassing Communications,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO
1237,GO-20232302937,2023,10/1/2023 5:00:00 AM,2356,2023,10/3/2023 5:00:00 AM,1131,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,Ukrainian,,,,,NO,Theft,012,Markland Wood (12),012,Markland Wood (12),NO
1238,GO-20232402172,2023,10/4/2023 5:00:00 AM,1915,2023,10/16/2023 5:00:00 AM,648,NSA,Public Transportation,NO,NO,Black,,,,,,NO,Assault,NSA,NSA,NSA,NSA,NO
1239,GO-20232359389,2023,10/6/2023 5:00:00 AM,1935,2023,10/10/2023 5:00:00 AM,1659,D55,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,,,NO,"Mischief To Religious Property, Educational Institutions, Etc.",069,Blake-Jones (69),069,Blake-Jones (69),YES
1240,GO-20232365520,2023,10/7/2023 5:00:00 AM,2227,2023,10/11/2023 5:00:00 AM,1257,D53,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,Arab,,,,,NO,Uttering Threats - Bodily Harm,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),YES
1241,GO-20232339697,2023,10/7/2023 5:00:00 AM,1930,2023,10/7/2023 5:00:00 AM,2028,D53,"Open Area, Park or Parking Lot",NO,NO,,,,,Gay,,NO,Criminal Harassment,055,Thorncliffe Park (55),055,Thorncliffe Park (55),NO
1242,GO-20232344356,2023,10/8/2023 5:00:00 AM,1230,2023,10/8/2023 5:00:00 AM,1359,D52,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,,,,Jewish,,,NO,Harassing Communications,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
1243,GO-20232369053,2023,10/11/2023 5:00:00 AM,2036,2023,10/11/2023 5:00:00 AM,2107,D13,Business/Retail,NO,NO,,,,Jewish,,,NO,Uttering Threats - Bodily Harm,102,Forest Hill North (102),102,Forest Hill North (102),NO
1244,GO-20232373418,2023,10/12/2023 5:00:00 AM,1232,2023,10/12/2023 5:00:00 AM,1232,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Uttering Threats - Bodily Harm,034,Bathurst Manor (34),034,Bathurst Manor (34),YES
1245,GO-20232373600,2023,10/12/2023 5:00:00 AM,645,2023,10/12/2023 5:00:00 AM,1257,D55,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,,,NO,"Mischief To Religious Property, Educational Institutions, Etc.",069,Blake-Jones (69),069,Blake-Jones (69),YES
1246,GO-20232395965,2023,10/15/2023 5:00:00 AM,153,2023,10/15/2023 5:00:00 AM,1015,D14,NA,NO,NO,,,,Jewish,,,NO,Uttering Threats - Bodily Harm,079,University (79),079,University (79),NO
1247,GO-20232412349,2023,10/15/2023 5:00:00 AM,0,2023,10/18/2023 5:00:00 AM,1222,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,070,South Riverdale (70),070,South Riverdale (70),NO
1248,GO-20232394648,2023,10/15/2023 5:00:00 AM,341,2023,10/15/2023 5:00:00 AM,341,D13,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,NO,Uttering Threats - Bodily Harm,096,Casa Loma (96),096,Casa Loma (96),NO
1249,GO-20232396374,2023,10/15/2023 5:00:00 AM,1104,2023,10/15/2023 5:00:00 AM,1104,D22,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO
1250,GO-20232399771,2023,10/15/2023 5:00:00 AM,1600,2023,10/15/2023 5:00:00 AM,1937,D23,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,005,Elms-Old Rexdale (5),005,Elms-Old Rexdale (5),NO
1251,GO-20232400620,2023,10/15/2023 5:00:00 AM,2205,2023,10/15/2023 5:00:00 AM,2219,D14,Business/Retail,NO,NO,,,,,Gay,,NO,Assault With a Weapon,162,West Queen West (162),082,Niagara (82),NO
1252,GO-20232403795,2023,10/16/2023 5:00:00 AM,830,2023,10/16/2023 5:00:00 AM,1056,D42,Business/Retail,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),NO
1253,GO-20232408596,2023,10/16/2023 5:00:00 AM,2226,2023,10/16/2023 5:00:00 AM,2226,D14,Other Commercial / Corporate Places ,NO,NO,,Palestinian,,Muslim,,,YES,Uttering Threats - Bodily Harm,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
1254,GO-20232418639,2023,10/17/2023 5:00:00 AM,2100,2023,10/18/2023 5:00:00 AM,1222,D53,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO
1255,GO-20232532165,2023,10/17/2023 5:00:00 AM,1509,2023,10/19/2023 5:00:00 AM,1506,D53,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,,,,,,NO,Uttering Threats - Bodily Harm,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO
1256,GO-20232415484,2023,10/17/2023 5:00:00 AM,1600,2023,10/18/2023 5:00:00 AM,730,D55,Public Transportation,NO,NO,Black,,,Jewish,,,YES,Mischief Under $5000,066,Danforth (66),066,Danforth (66),NO
1257,GO-20232439701,2023,10/20/2023 5:00:00 AM,1747,2023,10/20/2023 5:00:00 AM,1751,D14,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,NO,Indecent Communications,162,West Queen West (162),082,Niagara (82),NO
1258,GO-20232458908,2023,10/20/2023 5:00:00 AM,1800,2023,10/23/2023 5:00:00 AM,943,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,Transgender,YES,Mischief Under $5000,099,Mount Pleasant East (99),099,Mount Pleasant East (99),NO
1259,GO-20232449190,2023,10/20/2023 5:00:00 AM,1810,2023,10/21/2023 5:00:00 AM,2314,D53,Public Transportation,NO,NO,,,,,,Transgender,NO,Assault With a Weapon,095,Annex (95),095,Annex (95),NO
1260,GO-20232436046,2023,10/20/2023 5:00:00 AM,0,2023,10/20/2023 5:00:00 AM,1016,D14,"Open Area, Park or Parking Lot",NO,NO,Other race not mentioned,,,,,,NO,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
1261,GO-20232447380,2023,10/21/2023 5:00:00 AM,1826,2023,10/21/2023 5:00:00 AM,1826,D53,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),NO
1262,GO-20232449069,2023,10/21/2023 5:00:00 AM,2250,2023,10/21/2023 5:00:00 AM,2254,D52,Other Commercial / Corporate Places ,NO,NO,,,,Muslim,,,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
1263,GO-20232448365,2023,10/21/2023 5:00:00 AM,1830,2023,10/21/2023 5:00:00 AM,2053,D52,Streets/Roadways/Highway,NO,NO,,,,Muslim,,,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
1264,GO-20232591614,2023,10/22/2023 5:00:00 AM,1200,2023,11/8/2023 5:00:00 AM,1639,D42,NA,NO,NO,White,,,,,,NO,Mischief Under $5000,143,West Rouge (143),131,Rouge (131),NO
1265,GO-20232475232,2023,10/25/2023 5:00:00 AM,859,2023,10/25/2023 5:00:00 AM,913,D52,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),YES
1266,GO-20232479821,2023,10/25/2023 5:00:00 AM,1600,2023,10/25/2023 5:00:00 AM,1859,D41,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,Jewish,,,YES,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO
1267,GO-20232515195,2023,10/25/2023 5:00:00 AM,1200,2023,10/30/2023 5:00:00 AM,920,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,NO,Mischief Under $5000,123,Cliffcrest (123),123,Cliffcrest (123),NO
1268,GO-20232485267,2023,10/26/2023 5:00:00 AM,1200,2023,10/26/2023 5:00:00 AM,1443,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
1269,GO-20232540814,2023,10/26/2023 5:00:00 AM,2155,2023,11/2/2023 5:00:00 AM,934,D32,Other Commercial / Corporate Places ,NO,NO,,,,Hindu,2SLGBTQ+,,YES,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO
1270,GO-20232496769,2023,10/27/2023 5:00:00 AM,1951,2023,10/27/2023 5:00:00 AM,1951,D41,Other Commercial / Corporate Places ,NO,NO,,Palestinian,,,,,NO,Assault,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO
