,Unnamed: 0,neighbourhood_left,unnamed: 0,street address,latitude,longitude,geometry,price,bedrooms,bathrooms,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,house_counts,area,house_density,restruarent_counts,public_service_counts,public_transit_counts,other_counts,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
837,837,south eglinton davisville,1136,1009 - 5 soudan ave,43.704308,-79.397063,POINT (629151.431577598 4840280.342325763),849000,2,2,1233,247,5,1,907,181,321,64,4015,5505,2755,5845,2220,1390,4390,6715,3205,3715,900,1050,0,south eglinton-davisville,12,0.9443075429870772,12.707724394577054,62,8,21,9,118,277,377,26,83,0,9
838,838,south parkdale,67,38 joe shuster way #106,43.640417,-79.424649,POINT (627063.5265316935 4833141.777558313),619900,2,1,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,59,175,315,8,49,0,2
839,839,south parkdale,68,1926 lake shore blvd w #1805,43.635856,-79.467386,POINT (623625.7983021822 4832570.675567627),766900,2,2,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,14,26,46,13,1,0,0
840,840,south parkdale,203,20 joe shuster way #202,43.640144,-79.423917,POINT (627123.1440139603 4833112.578387541),399000,1,1,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,58,178,302,9,47,0,2
841,841,south parkdale,607,36 wilson park rd,43.637544,-79.44199,POINT (625670.8250591478 4832796.290241843),1299000,4,2,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,36,101,162,5,31,0,0
842,842,south parkdale,615,25 laidlaw st #516,43.640554,-79.426294,POINT (626930.5555094219 4833154.475899028),999000,4,3,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,54,158,322,8,44,0,2
843,843,south parkdale,717,2510 - 1926 lake shore boulevard w,43.635856,-79.467386,POINT (623625.7983021822 4832570.675567627),1199900,3,2,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,14,26,46,13,1,0,0
844,844,south parkdale,829,1105 - 2067 lake shore boulevard w,43.631453,-79.431636,POINT (626518.7803403428 4832135.537052758),750000,2,2,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,2,31,148,1,0,1,0
845,845,south parkdale,924,1102 - 20 laidlaw st,43.640503,-79.426858,POINT (626885.1718294112 4833147.949233049),745000,3,1,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,53,138,325,8,43,0,2
846,846,south parkdale,957,919 - 38 joe shuster way,43.640417,-79.424649,POINT (627063.5265316935 4833141.777558313),399990,1,1,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,59,175,315,8,49,0,2
847,847,south parkdale,974,1104 - 270 dufferin st,43.638483,-79.427467,POINT (626840.3018209449 4832922.671346016),699000,2,2,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,42,133,306,13,27,0,2
848,848,south parkdale,975,lph14 - 270 dufferin st,43.638483,-79.427467,POINT (626840.3018209449 4832922.671346016),999000,4,2,2255,451,15,3,1690,338,550,110,5905,6260,1920,2490,930,475,6530,6830,1780,1420,385,325,102,south parkdale,11,2.2870225156398325,4.809747138375928,48,15,25,3,42,133,306,13,27,0,2
849,849,south riverdale,7,625 queen st e #607,43.658001,-79.352987,POINT (632804.8876135703 4835206.928223926),769900,2,1,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,26,83,190,3,23,0,0
850,850,south riverdale,28,665 queen st e #412,43.658361,-79.351159,POINT (632951.493179735 4835249.83888736),849900,2,2,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,29,84,174,0,28,1,0
851,851,south riverdale,105,39 bushell ave,43.671322,-79.334877,POINT (634235.4854209878 4836715.555041191),1189000,4,2,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,24,82,223,8,12,3,1
852,852,south riverdale,269,80 curzon st,43.665284,-79.332659,POINT (634427.7728199776 4836048.545097001),988000,3,2,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,27,110,179,9,16,2,0
853,853,south riverdale,275,25 clark st,43.660183,-79.347772,POINT (633220.5712866636 4835457.629841457),1475000,3,3,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,30,103,177,0,29,1,0
854,854,south riverdale,323,90 broadview ave #526,43.65794,-79.349786,POINT (633063.1339188536 4835205.282435976),689000,2,1,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,31,84,173,0,30,1,0
855,855,south riverdale,503,2 1st ave,43.664898,-79.351918,POINT (632875.8690591874 4835974.644471652),1750000,3,3,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,35,81,223,4,25,4,2
856,856,south riverdale,538,37 marjory ave,43.667421,-79.336653,POINT (634100.9977751782 4836279.423128201),1399000,4,2,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,36,108,206,8,25,2,1
857,857,south riverdale,545,52 sproat ave,43.668518,-79.33323,POINT (634374.5190646593 4836406.799499744),998000,3,1,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,21,94,208,8,10,2,1
858,858,south riverdale,733,140 - 1173 dundas st e,43.664423,-79.34184,POINT (633689.4666643674 4835938.081989939),949900,1,2,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,38,123,203,8,29,0,1
859,859,south riverdale,855,627 - 150 logan avenue,43.658054,-79.341682,POINT (633716.3449064367 4835230.973536536),1300000,3,2,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,26,84,196,5,19,1,1
860,860,south riverdale,1074,212 alton avenue,43.66934,-79.330525,POINT (634590.7604277775 4836502.479494994),849999,2,1,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,12,94,205,8,2,2,0
861,861,south riverdale,1110,308 - 625 queen street e,43.658001,-79.352987,POINT (632804.8876135703 4835206.928223926),715000,2,1,2889,578,21,4,1796,359,1072,214,6005,5595,2400,7475,2860,2460,6435,6480,3090,5430,1345,1930,85,south riverdale,13,11.030164771911156,1.1785862014595765,133,9,66,5,26,83,190,3,23,0,0
862,862,st andrew windfields,191,18 oaken gtwy #18,43.753729,-79.405545,POINT (628362.3946716725 4845756.081474472),999000,3,2,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,9,64,166,9,0,0,0
863,863,st andrew windfields,229,88 forest heights blvd,43.760595,-79.378477,POINT (630526.6083176654 4846560.962899901),29800000,8,2,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,1,16,81,0,0,1,0
864,864,st andrew windfields,233,36 old colony rd,43.758104,-79.382893,POINT (630176.5354129473 4846277.348603127),6380000,4,2,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,5,19,78,5,0,0,0
865,865,st andrew windfields,281,63 bannatyne dr,43.761125,-79.370406,POINT (631175.1421094851 4846632.580854664),5598000,5,7,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,10,28,88,9,0,1,0
866,866,st andrew windfields,295,103 old colony rd,43.758834,-79.374583,POINT (630843.9027783016 4846371.522435954),19995000,6,11,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,2,21,66,1,0,1,0
867,867,st andrew windfields,445,1 silvergrove rd,43.763519,-79.374045,POINT (630876.9951313762 4846892.712837274),6295000,5,7,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,6,33,82,5,0,1,0
868,868,st andrew windfields,507,8 swansdown dr,43.759947,-79.373036,POINT (630966.0069596983 4846497.583354839),10499000,5,10,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,4,24,77,3,0,1,0
869,869,st andrew windfields,549,166 gordon rd,43.749409,-79.388568,POINT (629738.4843108136 4845302.733546704),4799900,6,6,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,13,36,69,8,3,1,1
870,870,st andrew windfields,606,195 upper canada dr,43.759994,-79.394588,POINT (629231.0138213062 4846468.944365799),2195000,4,3,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,7,48,95,7,0,0,0
871,871,st andrew windfields,613,26 crimson millway,43.752006,-79.382613,POINT (630212.3015659089 4845600.514303894),1198000,5,4,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,8,31,59,8,0,0,0
872,872,st andrew windfields,895,43 snowshoe millway,43.750779,-79.380064,POINT (630420.183295112 4845468.248266747),1399900,4,3,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,2,28,55,2,0,0,0
873,873,st andrew windfields,1017,43 snowshoe milway,43.750779,-79.380064,POINT (630420.183295112 4845468.248266747),13999900,4,3,1219,244,3,1,545,109,671,134,3280,3165,1365,4340,1295,1935,3520,3530,1615,3360,730,1660,112,st.andrew-windfields,12,7.345544345427786,1.6336433946477182,28,13,121,3,2,28,55,2,0,0,0
874,874,st lawrence east bayfront the islands,37,170 bayview ave #711,43.655305,-79.35375,POINT (632749.3044743499 4834906.280355342),625000,1,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,9,77,186,4,5,0,0
875,875,st lawrence east bayfront the islands,57,16 yonge st suite 4006,43.64325,-79.3764,POINT (630949.0442978904 4833531.422805849),1649999,3,2,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,105,441,774,27,74,0,4
876,876,st lawrence east bayfront the islands,118,8 the esplanade #1908,43.646227,-79.376346,POINT (630946.9307963378 4833862.142773378),670000,2,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,164,546,986,31,126,0,7
877,877,st lawrence east bayfront the islands,227,20/22 park lane cir,43.633001,-79.354953,POINT (632701.4001261938 4832427.204608328),29990000,8,2,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,2,2,8,0,2,0,0
878,878,st lawrence east bayfront the islands,339,222 the esplanade #713,43.649611,-79.365545,POINT (631810.6330608786 4834255.081578219),449900,2,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,65,202,429,28,33,1,3
879,879,st lawrence east bayfront the islands,404,28 freeland st #4404,43.643622,-79.373959,POINT (631145.1121045513 4833576.593000798),10428000,2,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,64,364,723,22,40,0,2
880,880,st lawrence east bayfront the islands,455,65 harbour sq #3306,43.640082,-79.378599,POINT (630778.5592785965 4833176.107574844),1349900,3,2,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,74,298,660,8,61,0,5
881,881,st lawrence east bayfront the islands,516,70 distillery ln #1508,43.650118,-79.357935,POINT (632423.2338996135 4834323.507629836),899000,2,2,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,21,81,216,8,12,1,0
882,882,st lawrence east bayfront the islands,559,65 scadding ave #422,43.648874,-79.365216,POINT (631838.7781232505 4834173.750702112),618000,3,2,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,65,192,406,30,32,1,2
883,883,st lawrence east bayfront the islands,697,905 - 398 front st e,43.653005,-79.357169,POINT (632478.6599345934 4834645.369978954),819900,2,2,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,23,85,223,7,15,1,0
884,884,st lawrence east bayfront the islands,735,329 - 155 merchants' wharf avenue,43.646203,-79.361412,POINT (632151.4164028869 4833883.152096745),750000,1,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,17,103,228,8,9,0,0
885,885,st lawrence east bayfront the islands,791,1233 - 15 merchants' wharf road,43.645111,-79.364299,POINT (631920.9690917731 4833757.277511635),999000,2,2,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,18,137,310,10,8,0,0
886,886,st lawrence east bayfront the islands,794,414 - 15 lower jarvis st,43.645272,-79.369349,POINT (631513.3256856041 4833767.142838194),525000,1,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,43,256,577,22,19,0,2
887,887,st lawrence east bayfront the islands,814,2506 - 33 mill st,43.650316,-79.360978,POINT (632177.3961899576 4834340.646173353),679800,2,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,41,127,256,17,23,1,0
888,888,st lawrence east bayfront the islands,967,4610 - 138 downes street,43.644513,-79.370966,POINT (631384.5666677554 4833680.284544405),579000,0,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,45,305,628,17,26,0,2
889,889,st lawrence east bayfront the islands,991,10 yonge st 1001,43.642491,-79.375449,POINT (631027.3967139261 4833448.627056843),759000,1,2,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,65,372,701,16,45,0,4
890,890,st lawrence east bayfront the islands,1069,1 & 3 blithfield ave,43.632284,-79.353866,POINT (632790.665603155 4832349.310981218),4600000,5,4,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,1,2,8,0,1,0,0
891,891,st lawrence east bayfront the islands,1076,ph206 - 138 downes street,43.644513,-79.370966,POINT (631384.5666677554 4833680.284544405),2199999,6,6,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,45,305,628,17,26,0,2
892,892,st lawrence east bayfront the islands,1117,4106 - 28 freeland st,43.643622,-79.373959,POINT (631145.1121045513 4833576.593000798),699900,2,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,64,364,723,22,40,0,2
893,893,st lawrence east bayfront the islands,1128,5301 - 100 harbour st w,43.641841,-79.379461,POINT (630705.2169683084 4833370.109374463),649900,1,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,131,413,773,15,111,0,5
894,894,st lawrence east bayfront the islands,1137,809 - 77 harbour square w,43.639992,-79.378887,POINT (630755.5248429219 4833165.65810764),795500,1,1,3604,721,14,3,2578,516,1012,202,5905,6630,3850,9700,3915,2820,6440,8160,4555,6830,1745,2190,39,st lawrence-east bayfront-the islands,21,11.314194607237877,1.8560755519059176,152,8,66,12,72,291,663,7,60,0,5
895,895,steeles,633,25 bamburgh cir #929,43.815497,-79.325582,POINT (634661.151594668 4852743.4292937),460000,2,2,842,168,4,1,369,74,469,94,7490,5640,1600,1995,810,250,7985,5985,1480,1230,295,205,71,steeles,2,4.561090643446637,0.4384916144724277,10,0,81,1,19,58,122,11,7,0,1
896,896,steeles,919,1222 - 75 bamburgh circ,43.815063,-79.327295,POINT (634524.3607569628 4852692.439560639),615000,2,2,842,168,4,1,369,74,469,94,7490,5640,1600,1995,810,250,7985,5985,1480,1230,295,205,71,steeles,2,4.561090643446637,0.4384916144724277,10,0,81,1,13,65,132,8,5,0,0
897,897,stonegate queensway,117,51 lady bank rd #501,43.624575,-79.511602,POINT (620081.6203404397 4831252.870883048),1099999,3,1,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,31,73,149,10,20,0,1
898,898,stonegate queensway,206,38 s kingslea dr,43.641624,-79.496401,POINT (621273.7253084662 4833168.476693463),5000000,5,6,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,1,32,80,0,0,1,0
899,899,stonegate queensway,369,47 stephen dr,43.632836,-79.485005,POINT (622210.699800135 4832209.173948488),849000,3,1,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,17,52,102,11,6,0,0
900,900,stonegate queensway,569,21 kirk bradden rd w,43.638302,-79.502855,POINT (620759.8246372177 4832790.11556165),3955000,5,5,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,9,34,124,7,0,2,0
901,901,stonegate queensway,701,5j brussels street,43.626893,-79.491403,POINT (621706.5804403478 4831539.729086576),1199900,3,3,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,13,54,172,11,2,0,0
902,902,stonegate queensway,720,506 - 760 the queensway s,43.626178,-79.504717,POINT (620633.8898249335 4831440.885788361),515000,2,1,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,34,89,150,15,17,1,1
903,903,stonegate queensway,825,71 riverwood pkwy,43.64146,-79.493483,POINT (621509.4110722147 4833154.53060927),2399000,5,3,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,0,33,88,0,0,0,0
904,904,stonegate queensway,934,622 - 859 the queensway,43.624262,-79.510293,POINT (620187.853137259 4831220.002591151),699000,3,2,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,26,81,158,6,19,0,1
905,905,stonegate queensway,994,704 - 25 neighbourhood lane,43.638218,-79.489363,POINT (621848.2696099425 4832800.505766436),1178900,4,3,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,11,31,110,9,0,2,0
906,906,stonegate queensway,1099,527 - 7 smith cres,43.625997,-79.505854,POINT (620542.5218392032 4831419.131889009),545000,1,1,1946,389,8,2,888,178,1050,210,4995,5355,2435,6195,2300,2145,5430,6320,2545,4570,870,1795,139,stonegate-queensway,10,7.9459333531341905,1.258505395852031,79,32,106,4,32,86,155,13,18,0,1
907,907,tam o shanter sullivan,77,3220 sheppard ave e #318,43.777968,-79.312305,POINT (635813.9365531995 4848596.934255945),897880,2,2,1585,317,19,4,758,152,808,162,7805,7305,2120,2725,1090,395,8340,7990,1870,1690,325,300,70,tam o'shanter-sullivan,4,5.421897854249855,0.7377490516286052,34,17,68,5,12,47,100,7,3,1,1
908,908,tam o shanter sullivan,489,22 malamute cres,43.777993,-79.302685,POINT (636588.0386370914 4848615.538738853),1090000,6,3,1585,317,19,4,758,152,808,162,7805,7305,2120,2725,1090,395,8340,7990,1870,1690,325,300,70,tam o'shanter-sullivan,4,5.421897854249855,0.7377490516286052,34,17,68,5,11,49,98,5,3,3,0
909,909,tam o shanter sullivan,665,3220 sheppard ave e #1506,43.777968,-79.312305,POINT (635813.9365531995 4848596.934255945),508000,1,1,1585,317,19,4,758,152,808,162,7805,7305,2120,2725,1090,395,8340,7990,1870,1690,325,300,70,tam o'shanter-sullivan,4,5.421897854249855,0.7377490516286052,34,17,68,5,12,47,100,7,3,1,1
910,910,tam o shanter sullivan,753,76 highhill drive,43.776605,-79.311642,POINT (635870.378017957 4848446.639821679),1080000,4,4,1585,317,19,4,758,152,808,162,7805,7305,2120,2725,1090,395,8340,7990,1870,1690,325,300,70,tam o'shanter-sullivan,4,5.421897854249855,0.7377490516286052,34,17,68,5,10,40,102,5,3,1,1
911,911,taylor massey,680,3 sutherland ave,43.691634,-79.289858,POINT (637818.2573147241 4839045.330958242),899000,5,3,1178,236,10,2,734,147,434,87,4075,3990,1085,1275,460,125,4410,4280,1060,680,165,80,94,taylor-massey,2,1.0628845891772916,1.881671839412092,9,4,30,3,35,92,204,22,10,0,3
912,912,taylor massey,1146,411 main st,43.692593,-79.30357,POINT (636711.0319539497 4839129.140037014),1549000,4,4,1178,236,10,2,734,147,434,87,4075,3990,1085,1275,460,125,4410,4280,1060,680,165,80,94,taylor-massey,2,1.0628845891772916,1.881671839412092,9,4,30,3,26,79,155,24,1,1,0
913,913,the beaches,92,365 beech ave #219,43.680037,-79.29045,POINT (637797.1015428475 4837756.337713538),999900,2,2,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,16,91,191,1,10,5,0
914,914,the beaches,145,48 lockwood rd,43.669468,-79.310099,POINT (636237.2054688563 4836550.042758681),1529000,4,3,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,15,60,118,9,5,0,1
915,915,the beaches,152,34 kippendavie ave,43.666604,-79.303104,POINT (636807.6450506189 4836243.469597063),1769000,3,2,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,25,65,101,5,18,1,1
916,916,the beaches,159,2 bellefair ave unit 306,43.670263,-79.300053,POINT (637045.2983888568 4836654.888169663),707000,1,1,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,36,81,119,4,29,1,2
